"Tiempo (s) Serie Nº 1";"Fuerza (N) Serie Nº 1";"Tiempo (s) Serie Nº 2";"Fuerza (N) Serie Nº 2"
1,514;-0,647;1,514;-0,547
1,516;-0,647;1,516;-0,554
1,518;-0,656;1,518;-0,561
1,520;-0,656;1,520;-0,554
1,522;-0,652;1,522;-0,548
1,524;-0,650;1,524;-0,545
1,526;-0,654;1,526;-0,547
1,528;-0,650;1,528;-0,539
1,530;-0,650;1,530;-0,532
1,532;-0,648;1,532;-0,534
1,534;-0,656;1,534;-0,538
1,536;-0,659;1,536;-0,539
1,538;-0,648;1,538;-0,527
1,540;-0,652;1,540;-0,538
1,542;-0,654;1,542;-0,536
1,544;-0,650;1,544;-0,538
1,546;-0,659;1,546;-0,545
1,548;-0,645;1,548;-0,545
1,550;-0,648;1,550;-0,554
1,552;-0,652;1,552;-0,554
1,554;-0,650;1,554;-0,545
1,556;-0,650;1,556;-0,545
1,558;-0,648;1,558;-0,550
1,560;-0,648;1,560;-0,534
1,562;-0,652;1,562;-0,530
1,564;-0,647;1,564;-0,536
1,566;-0,652;1,566;-0,532
1,568;-0,648;1,568;-0,529
1,570;-0,650;1,570;-0,527
1,572;-0,652;1,572;-0,532
1,574;-0,654;1,574;-0,536
1,576;-0,647;1,576;-0,538
1,578;-0,647;1,578;-0,534
1,580;-0,648;1,580;-0,536
1,582;-0,647;1,582;-0,539
1,584;-0,648;1,584;-0,536
1,586;-0,654;1,586;-0,543
1,588;-0,652;1,588;-0,554
1,590;-0,647;1,590;-0,543
1,592;-0,648;1,592;-0,545
1,594;-0,652;1,594;-0,545
1,596;-0,650;1,596;-0,541
1,598;-0,647;1,598;-0,538
1,600;-0,647;1,600;-0,536
1,602;-0,647;1,602;-0,532
1,604;-0,647;1,604;-0,536
1,606;-0,650;1,606;-0,536
1,608;-0,650;1,608;-0,539
1,610;-0,652;1,610;-0,547
1,612;-0,654;1,612;-0,541
1,614;-0,650;1,614;-0,536
1,616;-0,643;1,616;-0,534
1,618;-0,648;1,618;-0,545
1,620;-0,645;1,620;-0,543
1,622;-0,647;1,622;-0,550
1,624;-0,645;1,624;-0,554
1,626;-0,652;1,626;-0,550
1,628;-0,645;1,628;-0,557
1,630;-0,645;1,630;-0,547
1,632;-0,648;1,632;-0,541
1,634;-0,645;1,634;-0,536
1,636;-0,648;1,636;-0,532
1,638;-0,643;1,638;-0,538
1,640;-0,647;1,640;-0,536
1,642;-0,645;1,642;-0,539
1,644;-0,648;1,644;-0,538
1,646;-0,648;1,646;-0,541
1,648;-0,643;1,648;-0,536
1,650;-0,648;1,650;-0,539
1,652;-0,648;1,652;-0,541
1,654;-0,648;1,654;-0,539
1,656;-0,652;1,656;-0,548
1,658;-0,647;1,658;-0,545
1,660;-0,645;1,660;-0,550
1,662;-0,652;1,662;-0,554
1,664;-0,657;1,664;-0,547
1,666;-0,654;1,666;-0,550
1,668;-0,656;1,668;-0,548
1,670;-0,652;1,670;-0,547
1,672;-0,657;1,672;-0,538
1,674;-0,659;1,674;-0,530
1,676;-0,650;1,676;-0,536
1,678;-0,650;1,678;-0,536
1,680;-0,654;1,680;-0,529
1,682;-0,657;1,682;-0,534
1,684;-0,652;1,684;-0,534
1,686;-0,652;1,686;-0,534
1,688;-0,652;1,688;-0,541
1,690;-0,648;1,690;-0,543
1,692;-0,652;1,692;-0,543
1,694;-0,650;1,694;-0,543
1,696;-0,657;1,696;-0,547
1,698;-0,648;1,698;-0,550
1,700;-0,650;1,700;-0,541
1,702;-0,652;1,702;-0,543
1,704;-0,652;1,704;-0,536
1,706;-0,654;1,706;-0,530
1,708;-0,657;1,708;-0,536
1,710;-0,654;1,710;-0,527
1,712;-0,654;1,712;-0,530
1,714;-0,647;1,714;-0,529
1,716;-0,656;1,716;-0,525
1,718;-0,652;1,718;-0,523
1,720;-0,652;1,720;-0,523
1,722;-0,650;1,722;-0,529
1,724;-0,650;1,724;-0,532
1,726;-0,652;1,726;-0,534
1,728;-0,654;1,728;-0,539
1,730;-0,656;1,730;-0,545
1,732;-0,650;1,732;-0,554
1,734;-0,648;1,734;-0,552
1,736;-0,647;1,736;-0,552
1,738;-0,652;1,738;-0,552
1,740;-0,650;1,740;-0,548
1,742;-0,650;1,742;-0,545
1,744;-0,650;1,744;-0,543
1,746;-0,647;1,746;-0,536
1,748;-0,647;1,748;-0,529
1,750;-0,645;1,750;-0,530
1,752;-0,654;1,752;-0,530
1,754;-0,652;1,754;-0,532
1,756;-0,645;1,756;-0,523
1,758;-0,648;1,758;-0,532
1,760;-0,645;1,760;-0,534
1,762;-0,645;1,762;-0,538
1,764;-0,647;1,764;-0,539
1,766;-0,648;1,766;-0,547
1,768;-0,648;1,768;-0,555
1,770;-0,645;1,770;-0,554
1,772;-0,645;1,772;-0,557
1,774;-0,641;1,774;-0,554
1,776;-0,645;1,776;-0,550
1,778;-0,650;1,778;-0,543
1,780;-0,652;1,780;-0,541
1,782;-0,650;1,782;-0,536
1,784;-0,647;1,784;-0,530
1,786;-0,645;1,786;-0,523
1,788;-0,652;1,788;-0,529
1,790;-0,650;1,790;-0,527
1,792;-0,650;1,792;-0,525
1,794;-0,648;1,794;-0,529
1,796;-0,645;1,796;-0,532
1,798;-0,659;1,798;-0,539
1,800;-0,650;1,800;-0,552
1,802;-0,645;1,802;-0,557
1,804;-0,648;1,804;-0,568
1,806;-0,647;1,806;-0,573
1,808;-0,652;1,808;-0,566
1,810;-0,648;1,810;-0,563
1,812;-0,654;1,812;-0,564
1,814;-0,648;1,814;-0,548
1,816;-0,663;1,816;-0,539
1,818;-0,647;1,818;-0,536
1,820;-0,652;1,820;-0,521
1,822;-0,652;1,822;-0,520
1,824;-0,647;1,824;-0,521
1,826;-0,657;1,826;-0,520
1,828;-0,652;1,828;-0,527
1,830;-0,645;1,830;-0,529
1,832;-0,648;1,832;-0,532
1,834;-0,654;1,834;-0,545
1,836;-0,654;1,836;-0,557
1,838;-0,652;1,838;-0,555
1,840;-0,654;1,840;-0,559
1,842;-0,654;1,842;-0,563
1,844;-0,652;1,844;-0,554
1,846;-0,648;1,846;-0,555
1,848;-0,650;1,848;-0,548
1,850;-0,652;1,850;-0,541
1,852;-0,656;1,852;-0,530
1,854;-0,652;1,854;-0,518
1,856;-0,648;1,856;-0,518
1,858;-0,645;1,858;-0,507
1,860;-0,648;1,860;-0,511
1,862;-0,654;1,862;-0,518
1,864;-0,652;1,864;-0,521
1,866;-0,650;1,866;-0,539
1,868;-0,645;1,868;-0,554
1,870;-0,648;1,870;-0,559
1,872;-0,648;1,872;-0,564
1,874;-0,645;1,874;-0,572
1,876;-0,648;1,876;-0,564
1,878;-0,650;1,878;-0,564
1,880;-0,645;1,880;-0,561
1,882;-0,643;1,882;-0,548
1,884;-0,645;1,884;-0,538
1,886;-0,645;1,886;-0,530
1,888;-0,648;1,888;-0,520
1,890;-0,645;1,890;-0,513
1,892;-0,647;1,892;-0,514
1,894;-0,650;1,894;-0,521
1,896;-0,647;1,896;-0,523
1,898;-0,650;1,898;-0,525
1,900;-0,650;1,900;-0,534
1,902;-0,654;1,902;-0,552
1,904;-0,650;1,904;-0,552
1,906;-0,648;1,906;-0,559
1,908;-0,648;1,908;-0,564
1,910;-0,650;1,910;-0,564
1,912;-0,650;1,912;-0,564
1,914;-0,650;1,914;-0,559
1,916;-0,652;1,916;-0,552
1,918;-0,650;1,918;-0,534
1,920;-0,656;1,920;-0,527
1,922;-0,650;1,922;-0,525
1,924;-0,652;1,924;-0,518
1,926;-0,650;1,926;-0,521
1,928;-0,650;1,928;-0,518
1,930;-0,647;1,930;-0,525
1,932;-0,647;1,932;-0,529
1,934;-0,645;1,934;-0,532
1,936;-0,648;1,936;-0,534
1,938;-0,645;1,938;-0,543
1,940;-0,641;1,940;-0,548
1,942;-0,648;1,942;-0,554
1,944;-0,640;1,944;-0,561
1,946;-0,648;1,946;-0,563
1,948;-0,647;1,948;-0,564
1,950;-0,648;1,950;-0,561
1,952;-0,648;1,952;-0,550
1,954;-0,645;1,954;-0,550
1,956;-0,650;1,956;-0,534
1,958;-0,656;1,958;-0,525
1,960;-0,648;1,960;-0,529
1,962;-0,657;1,962;-0,529
1,964;-0,648;1,964;-0,525
1,966;-0,650;1,966;-0,521
1,968;-0,654;1,968;-0,527
1,970;-0,650;1,970;-0,527
1,972;-0,657;1,972;-0,536
1,974;-0,647;1,974;-0,538
1,976;-0,647;1,976;-0,550
1,978;-0,648;1,978;-0,563
1,980;-0,656;1,980;-0,566
1,982;-0,652;1,982;-0,561
1,984;-0,652;1,984;-0,559
1,986;-0,652;1,986;-0,550
1,988;-0,648;1,988;-0,545
1,990;-0,652;1,990;-0,536
1,992;-0,647;1,992;-0,538
1,994;-0,648;1,994;-0,521
1,996;-0,645;1,996;-0,523
1,998;-0,650;1,998;-0,523
2,000;-0,648;2,000;-0,525
2,002;-0,647;2,002;-0,525
2,004;-0,650;2,004;-0,529
2,006;-0,648;2,006;-0,534
2,008;-0,648;2,008;-0,543
2,010;-0,654;2,010;-0,552
2,012;-0,645;2,012;-0,555
2,014;-0,645;2,014;-0,559
2,016;-0,647;2,016;-0,563
2,018;-0,650;2,018;-0,559
2,020;-0,643;2,020;-0,561
2,022;-0,648;2,022;-0,557
2,024;-0,650;2,024;-0,545
2,026;-0,654;2,026;-0,536
2,028;-0,652;2,028;-0,529
2,030;-0,657;2,030;-0,529
2,032;-0,657;2,032;-0,525
2,034;-0,645;2,034;-0,518
2,036;-0,650;2,036;-0,527
2,038;-0,652;2,038;-0,530
2,040;-0,643;2,040;-0,530
2,042;-0,647;2,042;-0,532
2,044;-0,645;2,044;-0,543
2,046;-0,650;2,046;-0,554
2,048;-0,650;2,048;-0,554
2,050;-0,650;2,050;-0,552
2,052;-0,647;2,052;-0,564
2,054;-0,648;2,054;-0,557
2,056;-0,648;2,056;-0,554
2,058;-0,647;2,058;-0,555
2,060;-0,650;2,060;-0,547
2,062;-0,648;2,062;-0,545
2,064;-0,647;2,064;-0,532
2,066;-0,648;2,066;-0,525
2,068;-0,654;2,068;-0,525
2,070;-0,650;2,070;-0,525
2,072;-0,647;2,072;-0,529
2,074;-0,650;2,074;-0,530
2,076;-0,647;2,076;-0,538
2,078;-0,652;2,078;-0,539
2,080;-0,648;2,080;-0,541
2,082;-0,657;2,082;-0,548
2,084;-0,647;2,084;-0,557
2,086;-0,654;2,086;-0,552
2,088;-0,652;2,088;-0,557
2,090;-0,654;2,090;-0,555
2,092;-0,650;2,092;-0,555
2,094;-0,656;2,094;-0,550
2,096;-0,652;2,096;-0,545
2,098;-0,657;2,098;-0,538
2,100;-0,654;2,100;-0,536
2,102;-0,647;2,102;-0,521
2,104;-0,657;2,104;-0,527
2,106;-0,645;2,106;-0,529
2,108;-0,643;2,108;-0,521
2,110;-0,643;2,110;-0,530
2,112;-0,652;2,112;-0,530
2,114;-0,645;2,114;-0,539
2,116;-0,647;2,116;-0,538
2,118;-0,643;2,118;-0,543
2,120;-0,650;2,120;-0,541
2,122;-0,648;2,122;-0,550
2,124;-0,645;2,124;-0,548
2,126;-0,650;2,126;-0,545
2,128;-0,647;2,128;-0,548
2,130;-0,650;2,130;-0,541
2,132;-0,645;2,132;-0,529
2,134;-0,645;2,134;-0,532
2,136;-0,648;2,136;-0,532
2,138;-0,656;2,138;-0,529
2,140;-0,647;2,140;-0,525
2,142;-0,647;2,142;-0,529
2,144;-0,650;2,144;-0,530
2,146;-0,648;2,146;-0,539
2,148;-0,647;2,148;-0,543
2,150;-0,645;2,150;-0,543
2,152;-0,652;2,152;-0,543
2,154;-0,648;2,154;-0,547
2,156;-0,648;2,156;-0,547
2,158;-0,647;2,158;-0,552
2,160;-0,648;2,160;-0,555
2,162;-0,652;2,162;-0,548
2,164;-0,652;2,164;-0,550
2,166;-0,647;2,166;-0,539
2,168;-0,648;2,168;-0,538
2,170;-0,648;2,170;-0,536
2,172;-0,647;2,172;-0,534
2,174;-0,650;2,174;-0,538
2,176;-0,650;2,176;-0,532
2,178;-0,648;2,178;-0,529
2,180;-0,650;2,180;-0,536
2,182;-0,650;2,182;-0,536
2,184;-0,647;2,184;-0,536
2,186;-0,648;2,186;-0,545
2,188;-0,657;2,188;-0,543
2,190;-0,650;2,190;-0,547
2,192;-0,656;2,192;-0,548
2,194;-0,652;2,194;-0,555
2,196;-0,654;2,196;-0,554
2,198;-0,645;2,198;-0,543
2,200;-0,652;2,200;-0,548
2,202;-0,647;2,202;-0,545
2,204;-0,654;2,204;-0,536
2,206;-0,650;2,206;-0,539
2,208;-0,648;2,208;-0,539
2,210;-0,643;2,210;-0,538
2,212;-0,650;2,212;-0,539
2,214;-0,648;2,214;-0,530
2,216;-0,650;2,216;-0,536
2,218;-0,652;2,218;-0,536
2,220;-0,656;2,220;-0,530
2,222;-0,652;2,222;-0,536
2,224;-0,656;2,224;-0,545
2,226;-0,654;2,226;-0,552
2,228;-0,656;2,228;-0,555
2,230;-0,652;2,230;-0,559
2,232;-0,652;2,232;-0,548
2,234;-0,654;2,234;-0,554
2,236;-0,647;2,236;-0,548
2,238;-0,648;2,238;-0,543
2,240;-0,647;2,240;-0,550
2,242;-0,645;2,242;-0,545
2,244;-0,652;2,244;-0,538
2,246;-0,648;2,246;-0,539
2,248;-0,648;2,248;-0,530
2,250;-0,652;2,250;-0,529
2,252;-0,654;2,252;-0,523
2,254;-0,648;2,254;-0,527
2,256;-0,647;2,256;-0,529
2,258;-0,652;2,258;-0,539
2,260;-0,652;2,260;-0,539
2,262;-0,652;2,262;-0,539
2,264;-0,648;2,264;-0,539
2,266;-0,645;2,266;-0,545
2,268;-0,647;2,268;-0,545
2,270;-0,652;2,270;-0,547
2,272;-0,643;2,272;-0,545
2,274;-0,648;2,274;-0,543
2,276;-0,643;2,276;-0,545
2,278;-0,647;2,278;-0,548
2,280;-0,645;2,280;-0,536
2,282;-0,645;2,282;-0,536
2,284;-0,647;2,284;-0,532
2,286;-0,652;2,286;-0,529
2,288;-0,654;2,288;-0,529
2,290;-0,652;2,290;-0,529
2,292;-0,645;2,292;-0,538
2,294;-0,647;2,294;-0,538
2,296;-0,647;2,296;-0,541
2,298;-0,647;2,298;-0,541
2,300;-0,641;2,300;-0,550
2,302;-0,647;2,302;-0,548
2,304;-0,645;2,304;-0,548
2,306;-0,647;2,306;-0,547
2,308;-0,648;2,308;-0,550
2,310;-0,647;2,310;-0,552
2,312;-0,654;2,312;-0,552
2,314;-0,652;2,314;-0,538
2,316;-0,652;2,316;-0,543
2,318;-0,650;2,318;-0,534
2,320;-0,652;2,320;-0,536
2,322;-0,640;2,322;-0,532
2,324;-0,654;2,324;-0,539
2,326;-0,652;2,326;-0,532
2,328;-0,647;2,328;-0,539
2,330;-0,648;2,330;-0,550
2,332;-0,648;2,332;-0,543
2,334;-0,648;2,334;-0,543
2,336;-0,648;2,336;-0,543
2,338;-0,650;2,338;-0,541
2,340;-0,650;2,340;-0,545
2,342;-0,650;2,342;-0,541
2,344;-0,656;2,344;-0,541
2,346;-0,659;2,346;-0,541
2,348;-0,648;2,348;-0,538
2,350;-0,648;2,350;-0,532
2,352;-0,645;2,352;-0,534
2,354;-0,652;2,354;-0,534
2,356;-0,648;2,356;-0,530
2,358;-0,648;2,358;-0,532
2,360;-0,652;2,360;-0,527
2,362;-0,654;2,362;-0,536
2,364;-0,648;2,364;-0,541
2,366;-0,650;2,366;-0,541
2,368;-0,654;2,368;-0,543
2,370;-0,650;2,370;-0,548
2,372;-0,654;2,372;-0,541
2,374;-0,654;2,374;-0,547
2,376;-0,650;2,376;-0,545
2,378;-0,647;2,378;-0,543
2,380;-0,647;2,380;-0,539
2,382;-0,641;2,382;-0,538
2,384;-0,648;2,384;-0,547
2,386;-0,647;2,386;-0,541
2,388;-0,650;2,388;-0,536
2,390;-0,650;2,390;-0,536
2,392;-0,648;2,392;-0,532
2,394;-0,645;2,394;-0,529
2,396;-0,643;2,396;-0,532
2,398;-0,647;2,398;-0,534
2,400;-0,657;2,400;-0,538
2,402;-0,650;2,402;-0,545
2,404;-0,645;2,404;-0,548
2,406;-0,647;2,406;-0,543
2,408;-0,650;2,408;-0,548
2,410;-0,643;2,410;-0,543
2,412;-0,647;2,412;-0,541
2,414;-0,648;2,414;-0,545
2,416;-0,643;2,416;-0,543
2,418;-0,641;2,418;-0,547
2,420;-0,645;2,420;-0,539
2,422;-0,648;2,422;-0,539
2,424;-0,647;2,424;-0,538
2,426;-0,645;2,426;-0,534
2,428;-0,650;2,428;-0,532
2,430;-0,647;2,430;-0,529
2,432;-0,643;2,432;-0,532
2,434;-0,643;2,434;-0,534
2,436;-0,652;2,436;-0,543
2,438;-0,645;2,438;-0,543
2,440;-0,652;2,440;-0,547
2,442;-0,648;2,442;-0,543
2,444;-0,654;2,444;-0,545
2,446;-0,648;2,446;-0,552
2,448;-0,648;2,448;-0,550
2,450;-0,643;2,450;-0,555
2,452;-0,652;2,452;-0,552
2,454;-0,648;2,454;-0,547
2,456;-0,647;2,456;-0,543
2,458;-0,647;2,458;-0,541
2,460;-0,647;2,460;-0,545
2,462;-0,647;2,462;-0,539
2,464;-0,648;2,464;-0,547
2,466;-0,647;2,466;-0,543
2,468;-0,652;2,468;-0,538
2,470;-0,648;2,470;-0,539
2,472;-0,652;2,472;-0,547
2,474;-0,656;2,474;-0,547
2,476;-0,647;2,476;-0,552
2,478;-0,648;2,478;-0,543
2,480;-0,652;2,480;-0,547
2,482;-0,650;2,482;-0,547
2,484;-0,657;2,484;-0,545
2,486;-0,648;2,486;-0,547
2,488;-0,656;2,488;-0,545
2,490;-0,654;2,490;-0,538
2,492;-0,648;2,492;-0,548
2,494;-0,648;2,494;-0,543
2,496;-0,650;2,496;-0,538
2,498;-0,647;2,498;-0,534
2,500;-0,650;2,500;-0,530
2,502;-0,650;2,502;-0,538
2,504;-0,654;2,504;-0,538
2,506;-0,650;2,506;-0,543
2,508;-0,654;2,508;-0,543
2,510;-0,657;2,510;-0,545
2,512;-0,647;2,512;-0,547
2,514;-0,656;2,514;-0,547
2,516;-0,652;2,516;-0,543
2,518;-0,645;2,518;-0,543
2,520;-0,654;2,520;-0,541
2,522;-0,643;2,522;-0,547
2,524;-0,643;2,524;-0,547
2,526;-0,648;2,526;-0,543
2,528;-0,647;2,528;-0,536
2,530;-0,647;2,530;-0,538
2,532;-0,645;2,532;-0,539
2,534;-0,652;2,534;-0,538
2,536;-0,647;2,536;-0,539
2,538;-0,648;2,538;-0,538
2,540;-0,645;2,540;-0,541
2,542;-0,643;2,542;-0,541
2,544;-0,645;2,544;-0,547
2,546;-0,648;2,546;-0,539
2,548;-0,652;2,548;-0,543
2,550;-0,645;2,550;-0,548
2,552;-0,648;2,552;-0,547
2,554;-0,648;2,554;-0,547
2,556;-0,643;2,556;-0,550
2,558;-0,647;2,558;-0,548
2,560;-0,648;2,560;-0,541
2,562;-0,648;2,562;-0,541
2,564;-0,645;2,564;-0,543
2,566;-0,647;2,566;-0,547
2,568;-0,648;2,568;-0,541
2,570;-0,648;2,570;-0,532
2,572;-0,645;2,572;-0,545
2,574;-0,648;2,574;-0,536
2,576;-0,645;2,576;-0,539
2,578;-0,648;2,578;-0,536
2,580;-0,645;2,580;-0,543
2,582;-0,647;2,582;-0,539
2,584;-0,654;2,584;-0,541
2,586;-0,648;2,586;-0,545
2,588;-0,654;2,588;-0,543
2,590;-0,650;2,590;-0,547
2,592;-0,650;2,592;-0,547
2,594;-0,648;2,594;-0,547
2,596;-0,648;2,596;-0,541
2,598;-0,650;2,598;-0,545
2,600;-0,643;2,600;-0,548
2,602;-0,652;2,602;-0,547
2,604;-0,650;2,604;-0,543
2,606;-0,648;2,606;-0,539
2,608;-0,648;2,608;-0,534
2,610;-0,648;2,610;-0,536
2,612;-0,652;2,612;-0,545
2,614;-0,650;2,614;-0,543
2,616;-0,648;2,616;-0,541
2,618;-0,648;2,618;-0,539
2,620;-0,647;2,620;-0,539
2,622;-0,650;2,622;-0,539
2,624;-0,656;2,624;-0,541
2,626;-0,654;2,626;-0,548
2,628;-0,650;2,628;-0,543
2,630;-0,648;2,630;-0,543
2,632;-0,647;2,632;-0,543
2,634;-0,647;2,634;-0,538
2,636;-0,654;2,636;-0,541
2,638;-0,654;2,638;-0,534
2,640;-0,650;2,640;-0,530
2,642;-0,650;2,642;-0,541
2,644;-0,643;2,644;-0,538
2,646;-0,650;2,646;-0,539
2,648;-0,652;2,648;-0,534
2,650;-0,648;2,650;-0,541
2,652;-0,647;2,652;-0,543
2,654;-0,657;2,654;-0,527
2,656;-0,650;2,656;-0,538
2,658;-0,647;2,658;-0,545
2,660;-0,647;2,660;-0,545
2,662;-0,650;2,662;-0,545
2,664;-0,652;2,664;-0,548
2,666;-0,645;2,666;-0,547
2,668;-0,638;2,668;-0,539
2,670;-0,643;2,670;-0,543
2,672;-0,647;2,672;-0,532
2,674;-0,643;2,674;-0,536
2,676;-0,643;2,676;-0,539
2,678;-0,648;2,678;-0,532
2,680;-0,638;2,680;-0,534
2,682;-0,636;2,682;-0,541
2,684;-0,636;2,684;-0,539
2,686;-0,638;2,686;-0,541
2,688;-0,647;2,688;-0,539
2,690;-0,640;2,690;-0,538
2,692;-0,648;2,692;-0,538
2,694;-0,643;2,694;-0,539
2,696;-0,645;2,696;-0,548
2,698;-0,640;2,698;-0,547
2,700;-0,641;2,700;-0,545
2,702;-0,647;2,702;-0,538
2,704;-0,647;2,704;-0,539
2,706;-0,645;2,706;-0,538
2,708;-0,654;2,708;-0,538
2,710;-0,643;2,710;-0,536
2,712;-0,641;2,712;-0,541
2,714;-0,648;2,714;-0,547
2,716;-0,648;2,716;-0,543
2,718;-0,647;2,718;-0,538
2,720;-0,645;2,720;-0,545
2,722;-0,647;2,722;-0,547
2,724;-0,650;2,724;-0,545
2,726;-0,652;2,726;-0,550
2,728;-0,650;2,728;-0,547
2,730;-0,652;2,730;-0,548
2,732;-0,647;2,732;-0,552
2,734;-0,652;2,734;-0,550
2,736;-0,650;2,736;-0,543
2,738;-0,650;2,738;-0,538
2,740;-0,648;2,740;-0,534
2,742;-0,650;2,742;-0,532
2,744;-0,650;2,744;-0,534
2,746;-0,650;2,746;-0,543
2,748;-0,645;2,748;-0,539
2,750;-0,648;2,750;-0,539
2,752;-0,647;2,752;-0,536
2,754;-0,647;2,754;-0,536
2,756;-0,648;2,756;-0,538
2,758;-0,648;2,758;-0,543
2,760;-0,654;2,760;-0,543
2,762;-0,654;2,762;-0,541
2,764;-0,650;2,764;-0,538
2,766;-0,657;2,766;-0,550
2,768;-0,650;2,768;-0,543
2,770;-0,648;2,770;-0,541
2,772;-0,654;2,772;-0,547
2,774;-0,650;2,774;-0,538
2,776;-0,650;2,776;-0,539
2,778;-0,648;2,778;-0,538
2,780;-0,647;2,780;-0,536
2,782;-0,645;2,782;-0,530
2,784;-0,650;2,784;-0,543
2,786;-0,643;2,786;-0,541
2,788;-0,645;2,788;-0,539
2,790;-0,648;2,790;-0,527
2,792;-0,648;2,792;-0,527
2,794;-0,647;2,794;-0,541
2,796;-0,648;2,796;-0,545
2,798;-0,647;2,798;-0,539
2,800;-0,645;2,800;-0,538
2,802;-0,645;2,802;-0,550
2,804;-0,641;2,804;-0,545
2,806;-0,641;2,806;-0,539
2,808;-0,645;2,808;-0,541
2,810;-0,647;2,810;-0,545
2,812;-0,640;2,812;-0,536
2,814;-0,645;2,814;-0,538
2,816;-0,640;2,816;-0,543
2,818;-0,640;2,818;-0,538
2,820;-0,650;2,820;-0,539
2,822;-0,636;2,822;-0,534
2,824;-0,643;2,824;-0,534
2,826;-0,643;2,826;-0,538
2,828;-0,647;2,828;-0,541
2,830;-0,647;2,830;-0,538
2,832;-0,645;2,832;-0,539
2,834;-0,647;2,834;-0,552
2,836;-0,648;2,836;-0,541
2,838;-0,652;2,838;-0,539
2,840;-0,652;2,840;-0,547
2,842;-0,652;2,842;-0,543
2,844;-0,645;2,844;-0,538
2,846;-0,648;2,846;-0,539
2,848;-0,650;2,848;-0,532
2,850;-0,640;2,850;-0,539
2,852;-0,648;2,852;-0,534
2,854;-0,652;2,854;-0,539
2,856;-0,648;2,856;-0,545
2,858;-0,650;2,858;-0,547
2,860;-0,652;2,860;-0,532
2,862;-0,652;2,862;-0,538
2,864;-0,654;2,864;-0,541
2,866;-0,652;2,866;-0,541
2,868;-0,647;2,868;-0,545
2,870;-0,643;2,870;-0,538
2,872;-0,650;2,872;-0,538
2,874;-0,650;2,874;-0,543
2,876;-0,650;2,876;-0,547
2,878;-0,650;2,878;-0,545
2,880;-0,650;2,880;-0,543
2,882;-0,652;2,882;-0,536
2,884;-0,648;2,884;-0,539
2,886;-0,647;2,886;-0,534
2,888;-0,647;2,888;-0,538
2,890;-0,643;2,890;-0,545
2,892;-0,648;2,892;-0,539
2,894;-0,647;2,894;-0,532
2,896;-0,647;2,896;-0,543
2,898;-0,654;2,898;-0,539
2,900;-0,648;2,900;-0,543
2,902;-0,643;2,902;-0,538
2,904;-0,652;2,904;-0,538
2,906;-0,645;2,906;-0,536
2,908;-0,645;2,908;-0,543
2,910;-0,652;2,910;-0,539
2,912;-0,645;2,912;-0,545
2,914;-0,654;2,914;-0,550
2,916;-0,656;2,916;-0,550
2,918;-0,647;2,918;-0,545
2,920;-0,657;2,920;-0,541
2,922;-0,648;2,922;-0,536
2,924;-0,643;2,924;-0,548
2,926;-0,643;2,926;-0,547
2,928;-0,647;2,928;-0,539
2,930;-0,648;2,930;-0,534
2,932;-0,645;2,932;-0,541
2,934;-0,647;2,934;-0,548
2,936;-0,645;2,936;-0,539
2,938;-0,643;2,938;-0,545
2,940;-0,645;2,940;-0,541
2,942;-0,641;2,942;-0,543
2,944;-0,634;2,944;-0,543
2,946;-0,647;2,946;-0,545
2,948;-0,647;2,948;-0,545
2,950;-0,645;2,950;-0,547
2,952;-0,648;2,952;-0,548
2,954;-0,647;2,954;-0,550
2,956;-0,650;2,956;-0,539
2,958;-0,640;2,958;-0,541
2,960;-0,640;2,960;-0,538
2,962;-0,643;2,962;-0,541
2,964;-0,650;2,964;-0,536
2,966;-0,647;2,966;-0,536
2,968;-0,650;2,968;-0,541
2,970;-0,641;2,970;-0,545
2,972;-0,652;2,972;-0,536
2,974;-0,652;2,974;-0,536
2,976;-0,648;2,976;-0,545
2,978;-0,647;2,978;-0,541
2,980;-0,648;2,980;-0,545
2,982;-0,648;2,982;-0,541
2,984;-0,654;2,984;-0,543
2,986;-0,650;2,986;-0,539
2,988;-0,657;2,988;-0,543
2,990;-0,657;2,990;-0,539
2,992;-0,652;2,992;-0,545
2,994;-0,650;2,994;-0,541
2,996;-0,652;2,996;-0,547
2,998;-0,652;2,998;-0,543
3,000;-0,656;3,000;-0,545
3,002;-0,650;3,002;-0,541
3,004;-0,648;3,004;-0,541
3,006;-0,657;3,006;-0,543
3,008;-0,647;3,008;-0,545
3,010;-0,652;3,010;-0,539
3,012;-0,654;3,012;-0,543
3,014;-0,656;3,014;-0,548
3,016;-0,657;3,016;-0,541
3,018;-0,648;3,018;-0,547
3,020;-0,654;3,020;-0,543
3,022;-0,659;3,022;-0,541
3,024;-0,654;3,024;-0,538
3,026;-0,652;3,026;-0,539
3,028;-0,654;3,028;-0,541
3,030;-0,652;3,030;-0,543
3,032;-0,654;3,032;-0,541
3,034;-0,647;3,034;-0,545
3,036;-0,648;3,036;-0,541
3,038;-0,643;3,038;-0,543
3,040;-0,647;3,040;-0,539
3,042;-0,648;3,042;-0,538
3,044;-0,652;3,044;-0,545
3,046;-0,645;3,046;-0,538
3,048;-0,650;3,048;-0,532
3,050;-0,648;3,050;-0,538
3,052;-0,648;3,052;-0,538
3,054;-0,654;3,054;-0,543
3,056;-0,650;3,056;-0,541
3,058;-0,652;3,058;-0,536
