"Tiempo (s) Serie Nº 1";"Fuerza (N) Serie Nº 1";"Tiempo (s) Serie Nº 2";"Fuerza (N) Serie Nº 2"
1,522;-0,632;1,522;-0,577
1,524;-0,640;1,524;-0,581
1,526;-0,638;1,526;-0,579
1,528;-0,640;1,528;-0,572
1,530;-0,632;1,530;-0,568
1,532;-0,638;1,532;-0,566
1,534;-0,643;1,534;-0,566
1,536;-0,645;1,536;-0,564
1,538;-0,640;1,538;-0,566
1,540;-0,645;1,540;-0,572
1,542;-0,647;1,542;-0,575
1,544;-0,643;1,544;-0,573
1,546;-0,647;1,546;-0,577
1,548;-0,647;1,548;-0,577
1,550;-0,645;1,550;-0,575
1,552;-0,640;1,552;-0,572
1,554;-0,648;1,554;-0,584
1,556;-0,638;1,556;-0,581
1,558;-0,638;1,558;-0,586
1,560;-0,641;1,560;-0,588
1,562;-0,634;1,562;-0,586
1,564;-0,636;1,564;-0,588
1,566;-0,631;1,566;-0,572
1,568;-0,631;1,568;-0,582
1,570;-0,634;1,570;-0,575
1,572;-0,641;1,572;-0,579
1,574;-0,636;1,574;-0,579
1,576;-0,634;1,576;-0,579
1,578;-0,634;1,578;-0,575
1,580;-0,632;1,580;-0,577
1,582;-0,638;1,582;-0,577
1,584;-0,632;1,584;-0,582
1,586;-0,632;1,586;-0,584
1,588;-0,634;1,588;-0,582
1,590;-0,632;1,590;-0,588
1,592;-0,631;1,592;-0,584
1,594;-0,631;1,594;-0,586
1,596;-0,631;1,596;-0,586
1,598;-0,629;1,598;-0,577
1,600;-0,636;1,600;-0,584
1,602;-0,638;1,602;-0,586
1,604;-0,632;1,604;-0,581
1,606;-0,645;1,606;-0,570
1,608;-0,641;1,608;-0,575
1,610;-0,640;1,610;-0,570
1,612;-0,632;1,612;-0,582
1,614;-0,638;1,614;-0,575
1,616;-0,634;1,616;-0,581
1,618;-0,640;1,618;-0,579
1,620;-0,636;1,620;-0,581
1,622;-0,629;1,622;-0,586
1,624;-0,632;1,624;-0,584
1,626;-0,638;1,626;-0,581
1,628;-0,632;1,628;-0,582
1,630;-0,640;1,630;-0,582
1,632;-0,643;1,632;-0,566
1,634;-0,640;1,634;-0,570
1,636;-0,641;1,636;-0,570
1,638;-0,636;1,638;-0,568
1,640;-0,641;1,640;-0,566
1,642;-0,640;1,642;-0,564
1,644;-0,643;1,644;-0,566
1,646;-0,645;1,646;-0,568
1,648;-0,645;1,648;-0,570
1,650;-0,641;1,650;-0,575
1,652;-0,636;1,652;-0,577
1,654;-0,638;1,654;-0,570
1,656;-0,632;1,656;-0,577
1,658;-0,634;1,658;-0,572
1,660;-0,634;1,660;-0,572
1,662;-0,636;1,662;-0,577
1,664;-0,636;1,664;-0,570
1,666;-0,640;1,666;-0,581
1,668;-0,645;1,668;-0,572
1,670;-0,645;1,670;-0,573
1,672;-0,643;1,672;-0,575
1,674;-0,647;1,674;-0,572
1,676;-0,643;1,676;-0,572
1,678;-0,641;1,678;-0,581
1,680;-0,640;1,680;-0,573
1,682;-0,640;1,682;-0,575
1,684;-0,643;1,684;-0,573
1,686;-0,645;1,686;-0,577
1,688;-0,641;1,688;-0,579
1,690;-0,634;1,690;-0,584
1,692;-0,643;1,692;-0,584
1,694;-0,638;1,694;-0,581
1,696;-0,638;1,696;-0,573
1,698;-0,643;1,698;-0,579
1,700;-0,643;1,700;-0,581
1,702;-0,650;1,702;-0,586
1,704;-0,641;1,704;-0,577
1,706;-0,643;1,706;-0,570
1,708;-0,640;1,708;-0,581
1,710;-0,643;1,710;-0,579
1,712;-0,640;1,712;-0,579
1,714;-0,636;1,714;-0,579
1,716;-0,629;1,716;-0,586
1,718;-0,638;1,718;-0,588
1,720;-0,632;1,720;-0,589
1,722;-0,632;1,722;-0,582
1,724;-0,627;1,724;-0,586
1,726;-0,623;1,726;-0,586
1,728;-0,625;1,728;-0,584
1,730;-0,616;1,730;-0,584
1,732;-0,625;1,732;-0,581
1,734;-0,623;1,734;-0,573
1,736;-0,616;1,736;-0,582
1,738;-0,629;1,738;-0,581
1,740;-0,636;1,740;-0,582
1,742;-0,632;1,742;-0,575
1,744;-0,631;1,744;-0,575
1,746;-0,631;1,746;-0,586
1,748;-0,638;1,748;-0,589
1,750;-0,631;1,750;-0,589
1,752;-0,634;1,752;-0,589
1,754;-0,638;1,754;-0,582
1,756;-0,632;1,756;-0,582
1,758;-0,643;1,758;-0,582
1,760;-0,641;1,760;-0,575
1,762;-0,640;1,762;-0,577
1,764;-0,638;1,764;-0,579
1,766;-0,634;1,766;-0,577
1,768;-0,638;1,768;-0,570
1,770;-0,640;1,770;-0,575
1,772;-0,638;1,772;-0,582
1,774;-0,641;1,774;-0,581
1,776;-0,638;1,776;-0,579
1,778;-0,643;1,778;-0,581
1,780;-0,641;1,780;-0,575
1,782;-0,641;1,782;-0,577
1,784;-0,643;1,784;-0,579
1,786;-0,645;1,786;-0,577
1,788;-0,643;1,788;-0,575
1,790;-0,640;1,790;-0,570
1,792;-0,638;1,792;-0,575
1,794;-0,641;1,794;-0,579
1,796;-0,638;1,796;-0,573
1,798;-0,640;1,798;-0,573
1,800;-0,634;1,800;-0,575
1,802;-0,638;1,802;-0,577
1,804;-0,640;1,804;-0,579
1,806;-0,631;1,806;-0,575
1,808;-0,640;1,808;-0,563
1,810;-0,632;1,810;-0,573
1,812;-0,640;1,812;-0,570
1,814;-0,634;1,814;-0,570
1,816;-0,647;1,816;-0,579
1,818;-0,643;1,818;-0,568
1,820;-0,641;1,820;-0,575
1,822;-0,647;1,822;-0,581
1,824;-0,648;1,824;-0,575
1,826;-0,647;1,826;-0,573
1,828;-0,643;1,828;-0,575
1,830;-0,648;1,830;-0,573
1,832;-0,641;1,832;-0,572
1,834;-0,636;1,834;-0,575
1,836;-0,640;1,836;-0,575
1,838;-0,641;1,838;-0,573
1,840;-0,632;1,840;-0,573
1,842;-0,636;1,842;-0,579
1,844;-0,636;1,844;-0,584
1,846;-0,643;1,846;-0,582
1,848;-0,636;1,848;-0,581
1,850;-0,638;1,850;-0,586
1,852;-0,643;1,852;-0,589
1,854;-0,638;1,854;-0,584
1,856;-0,645;1,856;-0,586
1,858;-0,636;1,858;-0,581
1,860;-0,640;1,860;-0,582
1,862;-0,632;1,862;-0,584
1,864;-0,638;1,864;-0,589
1,866;-0,632;1,866;-0,586
1,868;-0,629;1,868;-0,584
1,870;-0,623;1,870;-0,588
1,872;-0,625;1,872;-0,588
1,874;-0,627;1,874;-0,581
1,876;-0,623;1,876;-0,584
1,878;-0,629;1,878;-0,588
1,880;-0,627;1,880;-0,582
1,882;-0,634;1,882;-0,588
1,884;-0,643;1,884;-0,581
1,886;-0,640;1,886;-0,582
1,888;-0,638;1,888;-0,584
1,890;-0,638;1,890;-0,584
1,892;-0,638;1,892;-0,584
1,894;-0,640;1,894;-0,579
1,896;-0,648;1,896;-0,579
1,898;-0,645;1,898;-0,579
1,900;-0,643;1,900;-0,570
1,902;-0,634;1,902;-0,575
1,904;-0,634;1,904;-0,579
1,906;-0,647;1,906;-0,586
1,908;-0,641;1,908;-0,582
1,910;-0,638;1,910;-0,584
1,912;-0,636;1,912;-0,573
1,914;-0,640;1,914;-0,575
1,916;-0,645;1,916;-0,579
1,918;-0,640;1,918;-0,579
1,920;-0,643;1,920;-0,570
1,922;-0,645;1,922;-0,570
1,924;-0,640;1,924;-0,575
1,926;-0,641;1,926;-0,577
1,928;-0,650;1,928;-0,577
1,930;-0,648;1,930;-0,591
1,932;-0,643;1,932;-0,584
1,934;-0,640;1,934;-0,584
1,936;-0,640;1,936;-0,577
1,938;-0,638;1,938;-0,573
1,940;-0,632;1,940;-0,570
1,942;-0,638;1,942;-0,566
1,944;-0,629;1,944;-0,575
1,946;-0,638;1,946;-0,572
1,948;-0,641;1,948;-0,581
1,950;-0,638;1,950;-0,581
1,952;-0,641;1,952;-0,573
1,954;-0,645;1,954;-0,570
1,956;-0,638;1,956;-0,573
1,958;-0,647;1,958;-0,575
1,960;-0,634;1,960;-0,577
1,962;-0,641;1,962;-0,586
1,964;-0,636;1,964;-0,586
1,966;-0,636;1,966;-0,586
1,968;-0,640;1,968;-0,586
1,970;-0,636;1,970;-0,577
1,972;-0,634;1,972;-0,577
1,974;-0,641;1,974;-0,570
1,976;-0,638;1,976;-0,581
1,978;-0,640;1,978;-0,566
1,980;-0,636;1,980;-0,579
1,982;-0,632;1,982;-0,577
1,984;-0,636;1,984;-0,573
1,986;-0,636;1,986;-0,584
1,988;-0,641;1,988;-0,584
1,990;-0,641;1,990;-0,579
1,992;-0,638;1,992;-0,584
1,994;-0,634;1,994;-0,586
1,996;-0,643;1,996;-0,586
1,998;-0,640;1,998;-0,586
2,000;-0,638;2,000;-0,591
2,002;-0,640;2,002;-0,588
2,004;-0,638;2,004;-0,586
2,006;-0,636;2,006;-0,584
2,008;-0,629;2,008;-0,586
2,010;-0,629;2,010;-0,575
2,012;-0,634;2,012;-0,573
2,014;-0,625;2,014;-0,577
2,016;-0,631;2,016;-0,577
2,018;-0,627;2,018;-0,573
2,020;-0,625;2,020;-0,582
2,022;-0,634;2,022;-0,582
2,024;-0,643;2,024;-0,582
2,026;-0,636;2,026;-0,584
2,028;-0,638;2,028;-0,581
2,030;-0,641;2,030;-0,575
2,032;-0,641;2,032;-0,575
2,034;-0,640;2,034;-0,579
2,036;-0,643;2,036;-0,577
2,038;-0,645;2,038;-0,577
2,040;-0,643;2,040;-0,577
2,042;-0,645;2,042;-0,573
2,044;-0,641;2,044;-0,573
2,046;-0,638;2,046;-0,575
2,048;-0,638;2,048;-0,570
2,050;-0,636;2,050;-0,577
2,052;-0,643;2,052;-0,575
2,054;-0,648;2,054;-0,570
2,056;-0,641;2,056;-0,575
2,058;-0,645;2,058;-0,577
2,060;-0,643;2,060;-0,579
2,062;-0,648;2,062;-0,577
2,064;-0,640;2,064;-0,577
2,066;-0,645;2,066;-0,581
2,068;-0,647;2,068;-0,572
2,070;-0,643;2,070;-0,575
2,072;-0,638;2,072;-0,568
2,074;-0,638;2,074;-0,573
2,076;-0,641;2,076;-0,579
2,078;-0,638;2,078;-0,581
2,080;-0,636;2,080;-0,575
2,082;-0,638;2,082;-0,579
2,084;-0,641;2,084;-0,582
2,086;-0,641;2,086;-0,577
2,088;-0,636;2,088;-0,577
2,090;-0,636;2,090;-0,573
2,092;-0,641;2,092;-0,581
2,094;-0,641;2,094;-0,581
2,096;-0,636;2,096;-0,577
2,098;-0,636;2,098;-0,582
2,100;-0,631;2,100;-0,579
2,102;-0,627;2,102;-0,577
2,104;-0,629;2,104;-0,577
2,106;-0,629;2,106;-0,586
2,108;-0,625;2,108;-0,588
2,110;-0,631;2,110;-0,584
2,112;-0,636;2,112;-0,586
2,114;-0,634;2,114;-0,591
2,116;-0,640;2,116;-0,579
2,118;-0,640;2,118;-0,581
2,120;-0,632;2,120;-0,579
2,122;-0,636;2,122;-0,573
2,124;-0,636;2,124;-0,579
2,126;-0,636;2,126;-0,581
2,128;-0,632;2,128;-0,579
2,130;-0,629;2,130;-0,579
2,132;-0,629;2,132;-0,582
2,134;-0,634;2,134;-0,588
2,136;-0,625;2,136;-0,588
2,138;-0,627;2,138;-0,584
2,140;-0,623;2,140;-0,595
2,142;-0,629;2,142;-0,588
2,144;-0,632;2,144;-0,589
2,146;-0,638;2,146;-0,581
2,148;-0,638;2,148;-0,577
2,150;-0,640;2,150;-0,582
2,152;-0,640;2,152;-0,586
2,154;-0,636;2,154;-0,573
2,156;-0,636;2,156;-0,577
2,158;-0,634;2,158;-0,573
2,160;-0,636;2,160;-0,575
2,162;-0,629;2,162;-0,575
2,164;-0,627;2,164;-0,579
2,166;-0,631;2,166;-0,573
2,168;-0,634;2,168;-0,579
2,170;-0,632;2,170;-0,577
2,172;-0,632;2,172;-0,584
2,174;-0,632;2,174;-0,582
2,176;-0,634;2,176;-0,579
2,178;-0,641;2,178;-0,582
2,180;-0,645;2,180;-0,581
2,182;-0,643;2,182;-0,575
2,184;-0,647;2,184;-0,573
2,186;-0,641;2,186;-0,582
2,188;-0,643;2,188;-0,577
2,190;-0,641;2,190;-0,573
2,192;-0,648;2,192;-0,564
2,194;-0,641;2,194;-0,566
2,196;-0,636;2,196;-0,568
2,198;-0,640;2,198;-0,568
2,200;-0,634;2,200;-0,575
2,202;-0,636;2,202;-0,570
2,204;-0,636;2,204;-0,563
2,206;-0,641;2,206;-0,570
2,208;-0,632;2,208;-0,575
2,210;-0,640;2,210;-0,575
2,212;-0,640;2,212;-0,581
2,214;-0,638;2,214;-0,577
2,216;-0,634;2,216;-0,582
2,218;-0,638;2,218;-0,579
2,220;-0,638;2,220;-0,582
2,222;-0,643;2,222;-0,582
2,224;-0,645;2,224;-0,573
2,226;-0,643;2,226;-0,581
2,228;-0,636;2,228;-0,579
2,230;-0,634;2,230;-0,572
2,232;-0,632;2,232;-0,573
2,234;-0,631;2,234;-0,568
2,236;-0,638;2,236;-0,575
2,238;-0,636;2,238;-0,579
2,240;-0,641;2,240;-0,573
2,242;-0,641;2,242;-0,581
2,244;-0,638;2,244;-0,579
2,246;-0,632;2,246;-0,575
2,248;-0,631;2,248;-0,575
2,250;-0,634;2,250;-0,582
2,252;-0,634;2,252;-0,579
2,254;-0,638;2,254;-0,581
2,256;-0,640;2,256;-0,577
2,258;-0,632;2,258;-0,582
2,260;-0,632;2,260;-0,588
2,262;-0,632;2,262;-0,582
2,264;-0,638;2,264;-0,584
2,266;-0,631;2,266;-0,586
2,268;-0,629;2,268;-0,577
2,270;-0,629;2,270;-0,577
2,272;-0,634;2,272;-0,573
2,274;-0,640;2,274;-0,579
2,276;-0,636;2,276;-0,577
2,278;-0,640;2,278;-0,577
2,280;-0,640;2,280;-0,577
2,282;-0,640;2,282;-0,582
2,284;-0,632;2,284;-0,581
2,286;-0,638;2,286;-0,582
2,288;-0,643;2,288;-0,582
2,290;-0,641;2,290;-0,582
2,292;-0,645;2,292;-0,582
2,294;-0,638;2,294;-0,584
2,296;-0,636;2,296;-0,581
2,298;-0,634;2,298;-0,579
2,300;-0,636;2,300;-0,582
2,302;-0,636;2,302;-0,581
2,304;-0,631;2,304;-0,582
2,306;-0,638;2,306;-0,581
2,308;-0,641;2,308;-0,573
2,310;-0,640;2,310;-0,572
2,312;-0,645;2,312;-0,572
2,314;-0,641;2,314;-0,577
2,316;-0,640;2,316;-0,570
2,318;-0,641;2,318;-0,570
2,320;-0,634;2,320;-0,572
2,322;-0,645;2,322;-0,581
2,324;-0,641;2,324;-0,572
2,326;-0,640;2,326;-0,577
2,328;-0,640;2,328;-0,573
2,330;-0,638;2,330;-0,577
2,332;-0,638;2,332;-0,577
2,334;-0,634;2,334;-0,579
2,336;-0,640;2,336;-0,573
2,338;-0,636;2,338;-0,581
2,340;-0,640;2,340;-0,581
2,342;-0,640;2,342;-0,579
2,344;-0,632;2,344;-0,572
2,346;-0,636;2,346;-0,573
2,348;-0,638;2,348;-0,572
2,350;-0,632;2,350;-0,575
2,352;-0,638;2,352;-0,572
2,354;-0,634;2,354;-0,579
2,356;-0,636;2,356;-0,581
2,358;-0,636;2,358;-0,584
2,360;-0,638;2,360;-0,579
2,362;-0,638;2,362;-0,586
2,364;-0,632;2,364;-0,581
2,366;-0,634;2,366;-0,584
2,368;-0,640;2,368;-0,581
2,370;-0,641;2,370;-0,577
2,372;-0,634;2,372;-0,584
2,374;-0,631;2,374;-0,579
2,376;-0,636;2,376;-0,581
2,378;-0,632;2,378;-0,581
2,380;-0,636;2,380;-0,586
2,382;-0,634;2,382;-0,577
2,384;-0,629;2,384;-0,570
2,386;-0,627;2,386;-0,577
2,388;-0,638;2,388;-0,572
2,390;-0,632;2,390;-0,575
2,392;-0,638;2,392;-0,582
2,394;-0,636;2,394;-0,581
2,396;-0,627;2,396;-0,581
2,398;-0,641;2,398;-0,581
2,400;-0,632;2,400;-0,581
2,402;-0,636;2,402;-0,577
2,404;-0,638;2,404;-0,582
2,406;-0,634;2,406;-0,582
2,408;-0,632;2,408;-0,584
2,410;-0,632;2,410;-0,588
2,412;-0,640;2,412;-0,589
2,414;-0,643;2,414;-0,586
2,416;-0,636;2,416;-0,579
2,418;-0,645;2,418;-0,579
2,420;-0,638;2,420;-0,577
2,422;-0,638;2,422;-0,570
2,424;-0,636;2,424;-0,572
2,426;-0,638;2,426;-0,563
2,428;-0,641;2,428;-0,572
2,430;-0,647;2,430;-0,568
2,432;-0,643;2,432;-0,572
2,434;-0,641;2,434;-0,573
2,436;-0,641;2,436;-0,573
2,438;-0,645;2,438;-0,581
2,440;-0,640;2,440;-0,573
2,442;-0,645;2,442;-0,579
2,444;-0,643;2,444;-0,579
2,446;-0,641;2,446;-0,581
2,448;-0,640;2,448;-0,577
2,450;-0,645;2,450;-0,577
2,452;-0,643;2,452;-0,575
2,454;-0,640;2,454;-0,568
2,456;-0,640;2,456;-0,561
2,458;-0,643;2,458;-0,564
2,460;-0,643;2,460;-0,572
2,462;-0,643;2,462;-0,566
2,464;-0,634;2,464;-0,563
2,466;-0,647;2,466;-0,568
2,468;-0,645;2,468;-0,575
2,470;-0,640;2,470;-0,575
2,472;-0,641;2,472;-0,572
2,474;-0,636;2,474;-0,577
2,476;-0,634;2,476;-0,570
2,478;-0,643;2,478;-0,572
2,480;-0,647;2,480;-0,577
2,482;-0,636;2,482;-0,575
2,484;-0,638;2,484;-0,572
2,486;-0,641;2,486;-0,572
2,488;-0,636;2,488;-0,566
2,490;-0,636;2,490;-0,573
2,492;-0,643;2,492;-0,577
2,494;-0,638;2,494;-0,568
2,496;-0,631;2,496;-0,570
2,498;-0,638;2,498;-0,579
2,500;-0,636;2,500;-0,581
2,502;-0,643;2,502;-0,575
2,504;-0,634;2,504;-0,584
2,506;-0,640;2,506;-0,581
2,508;-0,638;2,508;-0,586
2,510;-0,640;2,510;-0,582
2,512;-0,632;2,512;-0,584
2,514;-0,634;2,514;-0,589
2,516;-0,636;2,516;-0,582
2,518;-0,638;2,518;-0,588
2,520;-0,636;2,520;-0,582
2,522;-0,632;2,522;-0,579
2,524;-0,629;2,524;-0,589
2,526;-0,636;2,526;-0,579
2,528;-0,631;2,528;-0,582
2,530;-0,634;2,530;-0,584
2,532;-0,629;2,532;-0,581
2,534;-0,638;2,534;-0,581
2,536;-0,636;2,536;-0,579
2,538;-0,634;2,538;-0,581
2,540;-0,636;2,540;-0,586
2,542;-0,627;2,542;-0,581
2,544;-0,632;2,544;-0,581
2,546;-0,634;2,546;-0,581
2,548;-0,640;2,548;-0,582
2,550;-0,634;2,550;-0,584
2,552;-0,632;2,552;-0,581
2,554;-0,636;2,554;-0,579
2,556;-0,634;2,556;-0,579
2,558;-0,638;2,558;-0,579
2,560;-0,643;2,560;-0,579
2,562;-0,643;2,562;-0,575
2,564;-0,634;2,564;-0,575
2,566;-0,643;2,566;-0,572
2,568;-0,640;2,568;-0,573
2,570;-0,638;2,570;-0,581
2,572;-0,643;2,572;-0,570
2,574;-0,640;2,574;-0,573
2,576;-0,641;2,576;-0,575
2,578;-0,634;2,578;-0,572
2,580;-0,636;2,580;-0,579
2,582;-0,640;2,582;-0,573
2,584;-0,641;2,584;-0,582
2,586;-0,629;2,586;-0,577
2,588;-0,631;2,588;-0,582
2,590;-0,636;2,590;-0,581
2,592;-0,645;2,592;-0,586
2,594;-0,645;2,594;-0,581
2,596;-0,645;2,596;-0,582
2,598;-0,645;2,598;-0,575
2,600;-0,641;2,600;-0,573
2,602;-0,647;2,602;-0,564
2,604;-0,648;2,604;-0,572
2,606;-0,640;2,606;-0,570
2,608;-0,640;2,608;-0,564
2,610;-0,643;2,610;-0,572
2,612;-0,647;2,612;-0,570
2,614;-0,640;2,614;-0,575
2,616;-0,641;2,616;-0,568
2,618;-0,631;2,618;-0,579
2,620;-0,631;2,620;-0,575
2,622;-0,632;2,622;-0,577
2,624;-0,645;2,624;-0,581
2,626;-0,640;2,626;-0,582
2,628;-0,640;2,628;-0,586
2,630;-0,643;2,630;-0,581
2,632;-0,641;2,632;-0,584
2,634;-0,640;2,634;-0,575
2,636;-0,640;2,636;-0,573
2,638;-0,640;2,638;-0,577
2,640;-0,641;2,640;-0,572
2,642;-0,643;2,642;-0,577
2,644;-0,634;2,644;-0,584
2,646;-0,627;2,646;-0,573
2,648;-0,636;2,648;-0,584
2,650;-0,632;2,650;-0,586
2,652;-0,629;2,652;-0,589
2,654;-0,632;2,654;-0,589
2,656;-0,638;2,656;-0,584
2,658;-0,634;2,658;-0,588
2,660;-0,631;2,660;-0,588
2,662;-0,636;2,662;-0,584
2,664;-0,636;2,664;-0,584
2,666;-0,641;2,666;-0,581
2,668;-0,640;2,668;-0,573
2,670;-0,640;2,670;-0,573
2,672;-0,640;2,672;-0,573
2,674;-0,640;2,674;-0,582
2,676;-0,634;2,676;-0,575
2,678;-0,629;2,678;-0,577
2,680;-0,632;2,680;-0,577
2,682;-0,632;2,682;-0,577
2,684;-0,632;2,684;-0,586
2,686;-0,631;2,686;-0,582
2,688;-0,638;2,688;-0,581
2,690;-0,634;2,690;-0,579
2,692;-0,643;2,692;-0,582
2,694;-0,638;2,694;-0,575
2,696;-0,645;2,696;-0,581
2,698;-0,640;2,698;-0,581
2,700;-0,634;2,700;-0,570
2,702;-0,648;2,702;-0,577
2,704;-0,641;2,704;-0,579
2,706;-0,634;2,706;-0,572
2,708;-0,645;2,708;-0,579
2,710;-0,638;2,710;-0,573
2,712;-0,634;2,712;-0,570
2,714;-0,640;2,714;-0,570
2,716;-0,634;2,716;-0,573
2,718;-0,638;2,718;-0,572
2,720;-0,640;2,720;-0,577
2,722;-0,636;2,722;-0,575
2,724;-0,643;2,724;-0,579
2,726;-0,638;2,726;-0,579
2,728;-0,643;2,728;-0,572
2,730;-0,645;2,730;-0,582
2,732;-0,638;2,732;-0,572
2,734;-0,638;2,734;-0,579
2,736;-0,634;2,736;-0,572
2,738;-0,638;2,738;-0,577
2,740;-0,632;2,740;-0,568
2,742;-0,632;2,742;-0,573
2,744;-0,636;2,744;-0,570
2,746;-0,632;2,746;-0,575
2,748;-0,629;2,748;-0,572
2,750;-0,634;2,750;-0,577
2,752;-0,627;2,752;-0,579
2,754;-0,636;2,754;-0,582
2,756;-0,636;2,756;-0,573
2,758;-0,638;2,758;-0,579
2,760;-0,641;2,760;-0,579
2,762;-0,638;2,762;-0,577
2,764;-0,643;2,764;-0,577
2,766;-0,634;2,766;-0,586
2,768;-0,640;2,768;-0,579
2,770;-0,638;2,770;-0,584
2,772;-0,645;2,772;-0,579
2,774;-0,636;2,774;-0,579
2,776;-0,632;2,776;-0,582
2,778;-0,636;2,778;-0,581
2,780;-0,634;2,780;-0,573
2,782;-0,629;2,782;-0,579
2,784;-0,636;2,784;-0,582
2,786;-0,629;2,786;-0,584
2,788;-0,634;2,788;-0,584
2,790;-0,634;2,790;-0,581
2,792;-0,636;2,792;-0,579
2,794;-0,634;2,794;-0,581
2,796;-0,640;2,796;-0,582
2,798;-0,640;2,798;-0,582
2,800;-0,638;2,800;-0,586
2,802;-0,640;2,802;-0,582
2,804;-0,641;2,804;-0,586
2,806;-0,636;2,806;-0,584
2,808;-0,641;2,808;-0,577
2,810;-0,640;2,810;-0,579
2,812;-0,634;2,812;-0,579
2,814;-0,636;2,814;-0,579
2,816;-0,640;2,816;-0,573
2,818;-0,636;2,818;-0,573
2,820;-0,631;2,820;-0,579
2,822;-0,640;2,822;-0,584
2,824;-0,632;2,824;-0,577
2,826;-0,634;2,826;-0,581
2,828;-0,643;2,828;-0,573
2,830;-0,641;2,830;-0,579
2,832;-0,645;2,832;-0,575
2,834;-0,647;2,834;-0,572
2,836;-0,654;2,836;-0,579
2,838;-0,643;2,838;-0,577
2,840;-0,643;2,840;-0,577
2,842;-0,641;2,842;-0,573
2,844;-0,641;2,844;-0,570
2,846;-0,645;2,846;-0,572
2,848;-0,636;2,848;-0,572
2,850;-0,634;2,850;-0,572
2,852;-0,643;2,852;-0,573
2,854;-0,645;2,854;-0,568
2,856;-0,640;2,856;-0,572
2,858;-0,643;2,858;-0,570
2,860;-0,641;2,860;-0,573
2,862;-0,643;2,862;-0,582
2,864;-0,641;2,864;-0,582
2,866;-0,640;2,866;-0,584
2,868;-0,641;2,868;-0,575
2,870;-0,645;2,870;-0,575
2,872;-0,647;2,872;-0,581
2,874;-0,643;2,874;-0,577
2,876;-0,636;2,876;-0,582
2,878;-0,636;2,878;-0,582
2,880;-0,638;2,880;-0,581
2,882;-0,632;2,882;-0,573
2,884;-0,631;2,884;-0,581
2,886;-0,632;2,886;-0,581
2,888;-0,629;2,888;-0,575
2,890;-0,632;2,890;-0,577
2,892;-0,634;2,892;-0,581
2,894;-0,636;2,894;-0,584
2,896;-0,638;2,896;-0,579
2,898;-0,640;2,898;-0,577
2,900;-0,636;2,900;-0,579
2,902;-0,645;2,902;-0,584
2,904;-0,638;2,904;-0,584
2,906;-0,638;2,906;-0,586
2,908;-0,638;2,908;-0,581
2,910;-0,638;2,910;-0,579
2,912;-0,643;2,912;-0,581
2,914;-0,638;2,914;-0,579
2,916;-0,636;2,916;-0,579
2,918;-0,640;2,918;-0,579
2,920;-0,641;2,920;-0,581
2,922;-0,641;2,922;-0,582
2,924;-0,636;2,924;-0,581
2,926;-0,638;2,926;-0,584
2,928;-0,638;2,928;-0,582
2,930;-0,638;2,930;-0,579
2,932;-0,643;2,932;-0,581
2,934;-0,640;2,934;-0,588
2,936;-0,638;2,936;-0,581
2,938;-0,634;2,938;-0,582
2,940;-0,638;2,940;-0,586
2,942;-0,634;2,942;-0,589
2,944;-0,640;2,944;-0,584
2,946;-0,634;2,946;-0,577
2,948;-0,634;2,948;-0,579
2,950;-0,645;2,950;-0,584
2,952;-0,638;2,952;-0,568
2,954;-0,638;2,954;-0,566
2,956;-0,638;2,956;-0,564
2,958;-0,634;2,958;-0,564
2,960;-0,636;2,960;-0,564
2,962;-0,640;2,962;-0,566
2,964;-0,634;2,964;-0,572
2,966;-0,641;2,966;-0,572
2,968;-0,640;2,968;-0,584
2,970;-0,641;2,970;-0,582
2,972;-0,641;2,972;-0,588
2,974;-0,636;2,974;-0,593
2,976;-0,638;2,976;-0,589
2,978;-0,641;2,978;-0,582
2,980;-0,643;2,980;-0,575
2,982;-0,645;2,982;-0,572
2,984;-0,643;2,984;-0,564
2,986;-0,648;2,986;-0,561
2,988;-0,645;2,988;-0,550
2,990;-0,647;2,990;-0,564
2,992;-0,643;2,992;-0,557
2,994;-0,648;2,994;-0,554
2,996;-0,640;2,996;-0,564
2,998;-0,640;2,998;-0,566
3,000;-0,638;3,000;-0,572
3,002;-0,640;3,002;-0,582
3,004;-0,636;3,004;-0,584
3,006;-0,629;3,006;-0,595
3,008;-0,638;3,008;-0,595
3,010;-0,640;3,010;-0,591
3,012;-0,638;3,012;-0,593
3,014;-0,641;3,014;-0,584
3,016;-0,643;3,016;-0,581
3,018;-0,640;3,018;-0,573
3,020;-0,638;3,020;-0,568
3,022;-0,640;3,022;-0,572
3,024;-0,632;3,024;-0,561
3,026;-0,634;3,026;-0,564
3,028;-0,629;3,028;-0,566
3,030;-0,625;3,030;-0,572
3,032;-0,623;3,032;-0,577
3,034;-0,629;3,034;-0,586
3,036;-0,622;3,036;-0,588
3,038;-0,625;3,038;-0,589
3,040;-0,622;3,040;-0,586
3,042;-0,631;3,042;-0,595
3,044;-0,640;3,044;-0,589
3,046;-0,638;3,046;-0,591
3,048;-0,645;3,048;-0,584
3,050;-0,645;3,050;-0,581
3,052;-0,645;3,052;-0,582
3,054;-0,643;3,054;-0,577
3,056;-0,640;3,056;-0,572
3,058;-0,638;3,058;-0,563
3,060;-0,632;3,060;-0,568
3,062;-0,631;3,062;-0,572
3,064;-0,632;3,064;-0,584
3,066;-0,629;3,066;-0,577
