"Tiempo (s) Serie Nº 1";"Fuerza (N) Serie Nº 1";"Tiempo (s) Serie Nº 2";"Fuerza (N) Serie Nº 2"
1,514;-0,659;1,514;-0,516
1,516;-0,654;1,516;-0,514
1,518;-0,656;1,518;-0,518
1,520;-0,657;1,520;-0,523
1,522;-0,652;1,522;-0,514
1,524;-0,659;1,524;-0,520
1,526;-0,656;1,526;-0,518
1,528;-0,657;1,528;-0,518
1,530;-0,666;1,530;-0,521
1,532;-0,659;1,532;-0,520
1,534;-0,657;1,534;-0,518
1,536;-0,654;1,536;-0,521
1,538;-0,657;1,538;-0,523
1,540;-0,659;1,540;-0,521
1,542;-0,663;1,542;-0,525
1,544;-0,661;1,544;-0,523
1,546;-0,661;1,546;-0,527
1,548;-0,656;1,548;-0,530
1,550;-0,654;1,550;-0,525
1,552;-0,663;1,552;-0,521
1,554;-0,652;1,554;-0,521
1,556;-0,659;1,556;-0,530
1,558;-0,666;1,558;-0,530
1,560;-0,659;1,560;-0,525
1,562;-0,661;1,562;-0,523
1,564;-0,661;1,564;-0,530
1,566;-0,659;1,566;-0,521
1,568;-0,656;1,568;-0,523
1,570;-0,659;1,570;-0,523
1,572;-0,656;1,572;-0,521
1,574;-0,657;1,574;-0,525
1,576;-0,661;1,576;-0,516
1,578;-0,652;1,578;-0,521
1,580;-0,657;1,580;-0,527
1,582;-0,663;1,582;-0,534
1,584;-0,650;1,584;-0,527
1,586;-0,659;1,586;-0,529
1,588;-0,652;1,588;-0,521
1,590;-0,659;1,590;-0,530
1,592;-0,665;1,592;-0,525
1,594;-0,652;1,594;-0,521
1,596;-0,657;1,596;-0,527
1,598;-0,654;1,598;-0,523
1,600;-0,661;1,600;-0,527
1,602;-0,657;1,602;-0,529
1,604;-0,659;1,604;-0,521
1,606;-0,656;1,606;-0,521
1,608;-0,657;1,608;-0,527
1,610;-0,659;1,610;-0,521
1,612;-0,654;1,612;-0,514
1,614;-0,656;1,614;-0,518
1,616;-0,656;1,616;-0,525
1,618;-0,661;1,618;-0,525
1,620;-0,656;1,620;-0,525
1,622;-0,659;1,622;-0,516
1,624;-0,654;1,624;-0,521
1,626;-0,656;1,626;-0,514
1,628;-0,652;1,628;-0,527
1,630;-0,663;1,630;-0,527
1,632;-0,656;1,632;-0,518
1,634;-0,661;1,634;-0,513
1,636;-0,659;1,636;-0,523
1,638;-0,663;1,638;-0,518
1,640;-0,663;1,640;-0,523
1,642;-0,661;1,642;-0,520
1,644;-0,657;1,644;-0,518
1,646;-0,661;1,646;-0,521
1,648;-0,657;1,648;-0,523
1,650;-0,657;1,650;-0,516
1,652;-0,666;1,652;-0,518
1,654;-0,659;1,654;-0,518
1,656;-0,657;1,656;-0,516
1,658;-0,656;1,658;-0,518
1,660;-0,656;1,660;-0,518
1,662;-0,659;1,662;-0,521
1,664;-0,659;1,664;-0,511
1,666;-0,657;1,666;-0,527
1,668;-0,659;1,668;-0,518
1,670;-0,665;1,670;-0,521
1,672;-0,665;1,672;-0,514
1,674;-0,661;1,674;-0,521
1,676;-0,665;1,676;-0,518
1,678;-0,659;1,678;-0,518
1,680;-0,663;1,680;-0,523
1,682;-0,656;1,682;-0,525
1,684;-0,656;1,684;-0,521
1,686;-0,656;1,686;-0,525
1,688;-0,656;1,688;-0,525
1,690;-0,665;1,690;-0,527
1,692;-0,666;1,692;-0,523
1,694;-0,663;1,694;-0,527
1,696;-0,670;1,696;-0,529
1,698;-0,661;1,698;-0,529
1,700;-0,663;1,700;-0,529
1,702;-0,659;1,702;-0,518
1,704;-0,657;1,704;-0,529
1,706;-0,659;1,706;-0,530
1,708;-0,672;1,708;-0,538
1,710;-0,663;1,710;-0,534
1,712;-0,659;1,712;-0,527
1,714;-0,659;1,714;-0,525
1,716;-0,659;1,716;-0,527
1,718;-0,656;1,718;-0,534
1,720;-0,654;1,720;-0,525
1,722;-0,654;1,722;-0,521
1,724;-0,665;1,724;-0,520
1,726;-0,657;1,726;-0,527
1,728;-0,656;1,728;-0,523
1,730;-0,657;1,730;-0,529
1,732;-0,661;1,732;-0,525
1,734;-0,657;1,734;-0,525
1,736;-0,656;1,736;-0,525
1,738;-0,659;1,738;-0,523
1,740;-0,656;1,740;-0,525
1,742;-0,665;1,742;-0,527
1,744;-0,659;1,744;-0,521
1,746;-0,657;1,746;-0,521
1,748;-0,654;1,748;-0,525
1,750;-0,663;1,750;-0,523
1,752;-0,657;1,752;-0,523
1,754;-0,663;1,754;-0,521
1,756;-0,659;1,756;-0,527
1,758;-0,659;1,758;-0,514
1,760;-0,657;1,760;-0,520
1,762;-0,656;1,762;-0,518
1,764;-0,661;1,764;-0,520
1,766;-0,663;1,766;-0,520
1,768;-0,661;1,768;-0,521
1,770;-0,661;1,770;-0,514
1,772;-0,659;1,772;-0,511
1,774;-0,657;1,774;-0,520
1,776;-0,665;1,776;-0,511
1,778;-0,654;1,778;-0,516
1,780;-0,654;1,780;-0,514
1,782;-0,663;1,782;-0,516
1,784;-0,659;1,784;-0,521
1,786;-0,657;1,786;-0,518
1,788;-0,657;1,788;-0,521
1,790;-0,652;1,790;-0,523
1,792;-0,657;1,792;-0,521
1,794;-0,652;1,794;-0,518
1,796;-0,665;1,796;-0,518
1,798;-0,661;1,798;-0,516
1,800;-0,659;1,800;-0,520
1,802;-0,661;1,802;-0,518
1,804;-0,659;1,804;-0,529
1,806;-0,663;1,806;-0,518
1,808;-0,654;1,808;-0,516
1,810;-0,659;1,810;-0,525
1,812;-0,659;1,812;-0,527
1,814;-0,665;1,814;-0,525
1,816;-0,661;1,816;-0,529
1,818;-0,665;1,818;-0,525
1,820;-0,654;1,820;-0,523
1,822;-0,659;1,822;-0,518
1,824;-0,661;1,824;-0,521
1,826;-0,666;1,826;-0,527
1,828;-0,659;1,828;-0,530
1,830;-0,654;1,830;-0,529
1,832;-0,659;1,832;-0,530
1,834;-0,657;1,834;-0,525
1,836;-0,659;1,836;-0,521
1,838;-0,659;1,838;-0,527
1,840;-0,665;1,840;-0,527
1,842;-0,657;1,842;-0,530
1,844;-0,661;1,844;-0,529
1,846;-0,659;1,846;-0,525
1,848;-0,656;1,848;-0,527
1,850;-0,657;1,850;-0,525
1,852;-0,657;1,852;-0,530
1,854;-0,657;1,854;-0,527
1,856;-0,657;1,856;-0,532
1,858;-0,665;1,858;-0,532
1,860;-0,657;1,860;-0,529
1,862;-0,659;1,862;-0,523
1,864;-0,657;1,864;-0,523
1,866;-0,656;1,866;-0,525
1,868;-0,654;1,868;-0,529
1,870;-0,654;1,870;-0,525
1,872;-0,656;1,872;-0,529
1,874;-0,652;1,874;-0,518
1,876;-0,656;1,876;-0,521
1,878;-0,654;1,878;-0,521
1,880;-0,656;1,880;-0,527
1,882;-0,650;1,882;-0,523
1,884;-0,659;1,884;-0,527
1,886;-0,654;1,886;-0,527
1,888;-0,656;1,888;-0,525
1,890;-0,656;1,890;-0,521
1,892;-0,656;1,892;-0,521
1,894;-0,652;1,894;-0,523
1,896;-0,652;1,896;-0,520
1,898;-0,650;1,898;-0,520
1,900;-0,663;1,900;-0,521
1,902;-0,656;1,902;-0,523
1,904;-0,654;1,904;-0,520
1,906;-0,650;1,906;-0,516
1,908;-0,657;1,908;-0,521
1,910;-0,659;1,910;-0,516
1,912;-0,661;1,912;-0,518
1,914;-0,666;1,914;-0,518
1,916;-0,665;1,916;-0,518
1,918;-0,661;1,918;-0,520
1,920;-0,654;1,920;-0,518
1,922;-0,652;1,922;-0,521
1,924;-0,652;1,924;-0,521
1,926;-0,656;1,926;-0,514
1,928;-0,654;1,928;-0,518
1,930;-0,657;1,930;-0,520
1,932;-0,661;1,932;-0,523
1,934;-0,657;1,934;-0,530
1,936;-0,665;1,936;-0,529
1,938;-0,661;1,938;-0,530
1,940;-0,661;1,940;-0,527
1,942;-0,663;1,942;-0,527
1,944;-0,665;1,944;-0,527
1,946;-0,661;1,946;-0,520
1,948;-0,674;1,948;-0,520
1,950;-0,661;1,950;-0,529
1,952;-0,661;1,952;-0,530
1,954;-0,657;1,954;-0,525
1,956;-0,663;1,956;-0,521
1,958;-0,663;1,958;-0,523
1,960;-0,657;1,960;-0,527
1,962;-0,654;1,962;-0,523
1,964;-0,656;1,964;-0,527
1,966;-0,659;1,966;-0,525
1,968;-0,657;1,968;-0,525
1,970;-0,663;1,970;-0,523
1,972;-0,661;1,972;-0,530
1,974;-0,659;1,974;-0,529
1,976;-0,663;1,976;-0,525
1,978;-0,661;1,978;-0,530
1,980;-0,666;1,980;-0,523
1,982;-0,659;1,982;-0,529
1,984;-0,654;1,984;-0,529
1,986;-0,659;1,986;-0,525
1,988;-0,663;1,988;-0,523
1,990;-0,659;1,990;-0,520
1,992;-0,657;1,992;-0,529
1,994;-0,657;1,994;-0,527
1,996;-0,657;1,996;-0,532
1,998;-0,656;1,998;-0,530
2,000;-0,656;2,000;-0,527
2,002;-0,657;2,002;-0,527
2,004;-0,656;2,004;-0,527
2,006;-0,656;2,006;-0,527
2,008;-0,659;2,008;-0,520
2,010;-0,656;2,010;-0,527
2,012;-0,657;2,012;-0,520
2,014;-0,652;2,014;-0,521
2,016;-0,656;2,016;-0,527
2,018;-0,654;2,018;-0,516
2,020;-0,652;2,020;-0,516
2,022;-0,657;2,022;-0,520
2,024;-0,665;2,024;-0,520
2,026;-0,661;2,026;-0,529
2,028;-0,661;2,028;-0,518
2,030;-0,652;2,030;-0,520
2,032;-0,652;2,032;-0,521
2,034;-0,659;2,034;-0,521
2,036;-0,657;2,036;-0,514
2,038;-0,663;2,038;-0,516
2,040;-0,654;2,040;-0,527
2,042;-0,661;2,042;-0,527
2,044;-0,661;2,044;-0,521
2,046;-0,657;2,046;-0,521
2,048;-0,665;2,048;-0,523
2,050;-0,666;2,050;-0,525
2,052;-0,663;2,052;-0,523
2,054;-0,663;2,054;-0,516
2,056;-0,663;2,056;-0,516
2,058;-0,656;2,058;-0,523
2,060;-0,661;2,060;-0,523
2,062;-0,659;2,062;-0,518
2,064;-0,656;2,064;-0,520
2,066;-0,654;2,066;-0,516
2,068;-0,652;2,068;-0,525
2,070;-0,663;2,070;-0,520
2,072;-0,656;2,072;-0,518
2,074;-0,659;2,074;-0,516
2,076;-0,661;2,076;-0,521
2,078;-0,663;2,078;-0,521
2,080;-0,659;2,080;-0,525
2,082;-0,663;2,082;-0,529
2,084;-0,665;2,084;-0,523
2,086;-0,661;2,086;-0,525
2,088;-0,661;2,088;-0,527
2,090;-0,656;2,090;-0,521
2,092;-0,663;2,092;-0,523
2,094;-0,659;2,094;-0,521
2,096;-0,661;2,096;-0,527
2,098;-0,659;2,098;-0,523
2,100;-0,654;2,100;-0,523
2,102;-0,663;2,102;-0,523
2,104;-0,659;2,104;-0,527
2,106;-0,656;2,106;-0,530
2,108;-0,661;2,108;-0,536
2,110;-0,663;2,110;-0,529
2,112;-0,663;2,112;-0,530
2,114;-0,665;2,114;-0,527
2,116;-0,657;2,116;-0,525
2,118;-0,661;2,118;-0,520
2,120;-0,657;2,120;-0,527
2,122;-0,661;2,122;-0,521
2,124;-0,657;2,124;-0,527
2,126;-0,661;2,126;-0,518
2,128;-0,665;2,128;-0,521
2,130;-0,668;2,130;-0,520
2,132;-0,656;2,132;-0,521
2,134;-0,661;2,134;-0,525
2,136;-0,657;2,136;-0,518
2,138;-0,657;2,138;-0,520
2,140;-0,661;2,140;-0,529
2,142;-0,659;2,142;-0,518
2,144;-0,661;2,144;-0,520
2,146;-0,665;2,146;-0,520
2,148;-0,666;2,148;-0,520
2,150;-0,656;2,150;-0,529
2,152;-0,657;2,152;-0,521
2,154;-0,663;2,154;-0,530
2,156;-0,665;2,156;-0,518
2,158;-0,659;2,158;-0,523
2,160;-0,665;2,160;-0,518
2,162;-0,661;2,162;-0,513
2,164;-0,659;2,164;-0,523
2,166;-0,663;2,166;-0,518
2,168;-0,659;2,168;-0,521
2,170;-0,657;2,170;-0,523
2,172;-0,659;2,172;-0,521
2,174;-0,657;2,174;-0,520
2,176;-0,657;2,176;-0,518
2,178;-0,654;2,178;-0,518
2,180;-0,659;2,180;-0,514
2,182;-0,663;2,182;-0,513
2,184;-0,659;2,184;-0,514
2,186;-0,666;2,186;-0,509
2,188;-0,661;2,188;-0,514
2,190;-0,666;2,190;-0,518
2,192;-0,659;2,192;-0,516
2,194;-0,663;2,194;-0,518
2,196;-0,656;2,196;-0,516
2,198;-0,656;2,198;-0,521
2,200;-0,657;2,200;-0,520
2,202;-0,661;2,202;-0,521
2,204;-0,659;2,204;-0,529
2,206;-0,656;2,206;-0,523
2,208;-0,665;2,208;-0,523
2,210;-0,659;2,210;-0,520
2,212;-0,665;2,212;-0,521
2,214;-0,665;2,214;-0,518
2,216;-0,654;2,216;-0,518
2,218;-0,659;2,218;-0,516
2,220;-0,665;2,220;-0,523
2,222;-0,663;2,222;-0,523
2,224;-0,657;2,224;-0,523
2,226;-0,659;2,226;-0,525
2,228;-0,663;2,228;-0,518
2,230;-0,657;2,230;-0,520
2,232;-0,661;2,232;-0,527
2,234;-0,661;2,234;-0,532
2,236;-0,661;2,236;-0,520
2,238;-0,661;2,238;-0,521
2,240;-0,663;2,240;-0,518
2,242;-0,659;2,242;-0,518
2,244;-0,661;2,244;-0,529
2,246;-0,666;2,246;-0,521
2,248;-0,657;2,248;-0,527
2,250;-0,659;2,250;-0,523
2,252;-0,661;2,252;-0,523
2,254;-0,659;2,254;-0,525
2,256;-0,656;2,256;-0,521
2,258;-0,656;2,258;-0,523
2,260;-0,656;2,260;-0,521
2,262;-0,657;2,262;-0,525
2,264;-0,659;2,264;-0,518
2,266;-0,652;2,266;-0,521
2,268;-0,659;2,268;-0,525
2,270;-0,659;2,270;-0,520
2,272;-0,657;2,272;-0,523
2,274;-0,663;2,274;-0,525
2,276;-0,661;2,276;-0,520
2,278;-0,656;2,278;-0,520
2,280;-0,657;2,280;-0,521
2,282;-0,661;2,282;-0,518
2,284;-0,654;2,284;-0,518
2,286;-0,663;2,286;-0,514
2,288;-0,654;2,288;-0,514
2,290;-0,656;2,290;-0,521
2,292;-0,659;2,292;-0,525
2,294;-0,656;2,294;-0,520
2,296;-0,661;2,296;-0,520
2,298;-0,661;2,298;-0,520
2,300;-0,657;2,300;-0,514
2,302;-0,657;2,302;-0,523
2,304;-0,657;2,304;-0,516
2,306;-0,654;2,306;-0,516
2,308;-0,656;2,308;-0,516
2,310;-0,659;2,310;-0,518
2,312;-0,661;2,312;-0,523
2,314;-0,665;2,314;-0,518
2,316;-0,659;2,316;-0,513
2,318;-0,659;2,318;-0,516
2,320;-0,657;2,320;-0,520
2,322;-0,656;2,322;-0,509
2,324;-0,656;2,324;-0,516
2,326;-0,654;2,326;-0,518
2,328;-0,659;2,328;-0,523
2,330;-0,654;2,330;-0,518
2,332;-0,661;2,332;-0,514
2,334;-0,663;2,334;-0,525
2,336;-0,666;2,336;-0,518
2,338;-0,657;2,338;-0,520
2,340;-0,656;2,340;-0,516
2,342;-0,656;2,342;-0,518
2,344;-0,656;2,344;-0,523
2,346;-0,659;2,346;-0,520
2,348;-0,657;2,348;-0,527
2,350;-0,654;2,350;-0,527
2,352;-0,659;2,352;-0,520
2,354;-0,663;2,354;-0,525
2,356;-0,656;2,356;-0,529
2,358;-0,659;2,358;-0,527
2,360;-0,654;2,360;-0,525
2,362;-0,656;2,362;-0,525
2,364;-0,659;2,364;-0,527
2,366;-0,657;2,366;-0,521
2,368;-0,665;2,368;-0,529
2,370;-0,661;2,370;-0,530
2,372;-0,665;2,372;-0,530
2,374;-0,665;2,374;-0,525
2,376;-0,661;2,376;-0,523
2,378;-0,659;2,378;-0,527
2,380;-0,659;2,380;-0,530
2,382;-0,659;2,382;-0,523
2,384;-0,659;2,384;-0,530
2,386;-0,663;2,386;-0,523
2,388;-0,657;2,388;-0,530
2,390;-0,657;2,390;-0,525
2,392;-0,661;2,392;-0,520
2,394;-0,656;2,394;-0,529
2,396;-0,659;2,396;-0,521
2,398;-0,656;2,398;-0,529
2,400;-0,663;2,400;-0,523
2,402;-0,659;2,402;-0,521
2,404;-0,663;2,404;-0,521
2,406;-0,656;2,406;-0,520
2,408;-0,652;2,408;-0,523
2,410;-0,659;2,410;-0,516
2,412;-0,650;2,412;-0,514
2,414;-0,656;2,414;-0,516
2,416;-0,657;2,416;-0,525
2,418;-0,656;2,418;-0,520
2,420;-0,656;2,420;-0,513
2,422;-0,666;2,422;-0,514
2,424;-0,661;2,424;-0,523
2,426;-0,654;2,426;-0,518
2,428;-0,659;2,428;-0,518
2,430;-0,661;2,430;-0,516
2,432;-0,665;2,432;-0,520
2,434;-0,659;2,434;-0,507
2,436;-0,656;2,436;-0,516
2,438;-0,657;2,438;-0,514
2,440;-0,652;2,440;-0,516
2,442;-0,661;2,442;-0,514
2,444;-0,665;2,444;-0,518
2,446;-0,663;2,446;-0,520
2,448;-0,663;2,448;-0,518
2,450;-0,661;2,450;-0,518
2,452;-0,666;2,452;-0,518
2,454;-0,665;2,454;-0,521
2,456;-0,670;2,456;-0,514
2,458;-0,661;2,458;-0,520
2,460;-0,654;2,460;-0,529
2,462;-0,657;2,462;-0,523
2,464;-0,654;2,464;-0,521
2,466;-0,656;2,466;-0,518
2,468;-0,659;2,468;-0,520
2,470;-0,663;2,470;-0,521
2,472;-0,661;2,472;-0,521
2,474;-0,666;2,474;-0,525
2,476;-0,661;2,476;-0,520
2,478;-0,665;2,478;-0,527
2,480;-0,665;2,480;-0,521
2,482;-0,665;2,482;-0,518
2,484;-0,661;2,484;-0,521
2,486;-0,661;2,486;-0,520
2,488;-0,661;2,488;-0,529
2,490;-0,665;2,490;-0,521
2,492;-0,657;2,492;-0,521
2,494;-0,665;2,494;-0,520
2,496;-0,657;2,496;-0,520
2,498;-0,661;2,498;-0,525
2,500;-0,661;2,500;-0,529
2,502;-0,659;2,502;-0,527
2,504;-0,657;2,504;-0,525
2,506;-0,666;2,506;-0,525
2,508;-0,668;2,508;-0,527
2,510;-0,666;2,510;-0,527
2,512;-0,659;2,512;-0,525
2,514;-0,666;2,514;-0,525
2,516;-0,666;2,516;-0,527
2,518;-0,670;2,518;-0,523
2,520;-0,672;2,520;-0,523
2,522;-0,659;2,522;-0,527
2,524;-0,663;2,524;-0,527
2,526;-0,659;2,526;-0,523
2,528;-0,663;2,528;-0,521
2,530;-0,657;2,530;-0,527
2,532;-0,663;2,532;-0,527
2,534;-0,657;2,534;-0,518
2,536;-0,659;2,536;-0,525
2,538;-0,656;2,538;-0,520
2,540;-0,659;2,540;-0,521
2,542;-0,659;2,542;-0,520
2,544;-0,657;2,544;-0,523
2,546;-0,657;2,546;-0,521
2,548;-0,652;2,548;-0,516
2,550;-0,659;2,550;-0,518
2,552;-0,661;2,552;-0,525
2,554;-0,656;2,554;-0,516
2,556;-0,654;2,556;-0,518
2,558;-0,656;2,558;-0,509
2,560;-0,654;2,560;-0,516
2,562;-0,656;2,562;-0,514
2,564;-0,657;2,564;-0,520
2,566;-0,657;2,566;-0,514
2,568;-0,656;2,568;-0,520
2,570;-0,663;2,570;-0,513
2,572;-0,666;2,572;-0,518
2,574;-0,665;2,574;-0,516
2,576;-0,657;2,576;-0,513
2,578;-0,663;2,578;-0,520
2,580;-0,665;2,580;-0,516
2,582;-0,659;2,582;-0,516
2,584;-0,668;2,584;-0,521
2,586;-0,657;2,586;-0,518
2,588;-0,659;2,588;-0,525
2,590;-0,659;2,590;-0,525
2,592;-0,666;2,592;-0,521
2,594;-0,665;2,594;-0,521
2,596;-0,663;2,596;-0,525
2,598;-0,665;2,598;-0,521
2,600;-0,661;2,600;-0,520
2,602;-0,657;2,602;-0,521
2,604;-0,659;2,604;-0,523
2,606;-0,663;2,606;-0,525
2,608;-0,656;2,608;-0,521
2,610;-0,659;2,610;-0,527
2,612;-0,656;2,612;-0,527
2,614;-0,654;2,614;-0,529
2,616;-0,656;2,616;-0,520
2,618;-0,656;2,618;-0,525
2,620;-0,663;2,620;-0,523
2,622;-0,657;2,622;-0,523
2,624;-0,656;2,624;-0,525
2,626;-0,656;2,626;-0,523
2,628;-0,656;2,628;-0,525
2,630;-0,661;2,630;-0,523
2,632;-0,663;2,632;-0,521
2,634;-0,663;2,634;-0,534
2,636;-0,665;2,636;-0,523
2,638;-0,663;2,638;-0,525
2,640;-0,666;2,640;-0,521
2,642;-0,661;2,642;-0,525
2,644;-0,666;2,644;-0,527
2,646;-0,659;2,646;-0,521
2,648;-0,657;2,648;-0,525
2,650;-0,656;2,650;-0,521
2,652;-0,654;2,652;-0,527
2,654;-0,659;2,654;-0,523
2,656;-0,670;2,656;-0,527
2,658;-0,668;2,658;-0,518
2,660;-0,661;2,660;-0,523
2,662;-0,663;2,662;-0,516
2,664;-0,661;2,664;-0,521
2,666;-0,659;2,666;-0,520
2,668;-0,659;2,668;-0,521
2,670;-0,663;2,670;-0,525
2,672;-0,657;2,672;-0,521
2,674;-0,659;2,674;-0,514
2,676;-0,665;2,676;-0,521
2,678;-0,657;2,678;-0,520
2,680;-0,657;2,680;-0,521
2,682;-0,654;2,682;-0,523
2,684;-0,657;2,684;-0,523
2,686;-0,659;2,686;-0,520
2,688;-0,654;2,688;-0,516
2,690;-0,668;2,690;-0,520
2,692;-0,668;2,692;-0,520
2,694;-0,659;2,694;-0,514
2,696;-0,663;2,696;-0,514
2,698;-0,656;2,698;-0,518
2,700;-0,654;2,700;-0,518
2,702;-0,665;2,702;-0,514
2,704;-0,656;2,704;-0,516
2,706;-0,666;2,706;-0,511
2,708;-0,657;2,708;-0,513
2,710;-0,657;2,710;-0,520
2,712;-0,666;2,712;-0,513
2,714;-0,663;2,714;-0,513
2,716;-0,663;2,716;-0,513
2,718;-0,661;2,718;-0,516
2,720;-0,663;2,720;-0,518
2,722;-0,663;2,722;-0,518
2,724;-0,663;2,724;-0,520
2,726;-0,659;2,726;-0,521
2,728;-0,665;2,728;-0,518
2,730;-0,659;2,730;-0,518
2,732;-0,674;2,732;-0,525
2,734;-0,666;2,734;-0,523
2,736;-0,663;2,736;-0,521
2,738;-0,670;2,738;-0,527
2,740;-0,657;2,740;-0,525
2,742;-0,665;2,742;-0,523
2,744;-0,663;2,744;-0,520
2,746;-0,665;2,746;-0,525
2,748;-0,663;2,748;-0,532
2,750;-0,663;2,750;-0,525
2,752;-0,663;2,752;-0,521
2,754;-0,659;2,754;-0,532
2,756;-0,663;2,756;-0,525
2,758;-0,659;2,758;-0,529
2,760;-0,656;2,760;-0,527
2,762;-0,657;2,762;-0,518
2,764;-0,657;2,764;-0,523
2,766;-0,668;2,766;-0,527
2,768;-0,665;2,768;-0,527
2,770;-0,659;2,770;-0,525
2,772;-0,659;2,772;-0,530
2,774;-0,659;2,774;-0,527
2,776;-0,665;2,776;-0,529
2,778;-0,656;2,778;-0,529
2,780;-0,663;2,780;-0,530
2,782;-0,663;2,782;-0,530
2,784;-0,661;2,784;-0,525
2,786;-0,661;2,786;-0,527
2,788;-0,656;2,788;-0,525
2,790;-0,657;2,790;-0,527
2,792;-0,656;2,792;-0,521
2,794;-0,659;2,794;-0,520
2,796;-0,661;2,796;-0,523
2,798;-0,659;2,798;-0,523
2,800;-0,661;2,800;-0,520
2,802;-0,665;2,802;-0,521
2,804;-0,661;2,804;-0,523
2,806;-0,650;2,806;-0,523
2,808;-0,659;2,808;-0,518
2,810;-0,661;2,810;-0,518
2,812;-0,657;2,812;-0,518
2,814;-0,659;2,814;-0,518
2,816;-0,656;2,816;-0,521
2,818;-0,663;2,818;-0,520
2,820;-0,654;2,820;-0,518
2,822;-0,656;2,822;-0,521
2,824;-0,652;2,824;-0,516
2,826;-0,668;2,826;-0,513
2,828;-0,663;2,828;-0,520
2,830;-0,659;2,830;-0,518
2,832;-0,665;2,832;-0,520
2,834;-0,663;2,834;-0,518
2,836;-0,665;2,836;-0,514
2,838;-0,666;2,838;-0,516
2,840;-0,654;2,840;-0,518
2,842;-0,663;2,842;-0,516
2,844;-0,657;2,844;-0,523
2,846;-0,665;2,846;-0,513
2,848;-0,665;2,848;-0,513
2,850;-0,661;2,850;-0,516
2,852;-0,659;2,852;-0,525
2,854;-0,665;2,854;-0,513
2,856;-0,672;2,856;-0,525
2,858;-0,661;2,858;-0,518
2,860;-0,665;2,860;-0,520
2,862;-0,668;2,862;-0,520
2,864;-0,659;2,864;-0,523
2,866;-0,665;2,866;-0,527
2,868;-0,670;2,868;-0,527
2,870;-0,670;2,870;-0,520
2,872;-0,659;2,872;-0,518
2,874;-0,665;2,874;-0,518
2,876;-0,663;2,876;-0,521
2,878;-0,663;2,878;-0,518
2,880;-0,661;2,880;-0,518
2,882;-0,656;2,882;-0,523
2,884;-0,665;2,884;-0,525
2,886;-0,656;2,886;-0,525
2,888;-0,659;2,888;-0,532
2,890;-0,656;2,890;-0,525
2,892;-0,663;2,892;-0,527
2,894;-0,657;2,894;-0,530
2,896;-0,663;2,896;-0,525
2,898;-0,663;2,898;-0,525
2,900;-0,657;2,900;-0,525
2,902;-0,657;2,902;-0,534
2,904;-0,665;2,904;-0,523
2,906;-0,663;2,906;-0,530
2,908;-0,657;2,908;-0,532
2,910;-0,659;2,910;-0,521
2,912;-0,661;2,912;-0,527
2,914;-0,666;2,914;-0,525
2,916;-0,665;2,916;-0,527
2,918;-0,656;2,918;-0,516
2,920;-0,659;2,920;-0,518
2,922;-0,661;2,922;-0,525
2,924;-0,668;2,924;-0,518
2,926;-0,659;2,926;-0,520
2,928;-0,663;2,928;-0,518
2,930;-0,657;2,930;-0,521
2,932;-0,657;2,932;-0,514
2,934;-0,656;2,934;-0,518
2,936;-0,656;2,936;-0,523
2,938;-0,659;2,938;-0,516
2,940;-0,661;2,940;-0,516
2,942;-0,657;2,942;-0,521
2,944;-0,657;2,944;-0,523
2,946;-0,656;2,946;-0,525
2,948;-0,657;2,948;-0,518
2,950;-0,659;2,950;-0,518
2,952;-0,663;2,952;-0,521
2,954;-0,656;2,954;-0,520
2,956;-0,654;2,956;-0,520
2,958;-0,656;2,958;-0,518
2,960;-0,661;2,960;-0,518
2,962;-0,661;2,962;-0,511
2,964;-0,654;2,964;-0,511
2,966;-0,657;2,966;-0,520
2,968;-0,657;2,968;-0,513
2,970;-0,661;2,970;-0,521
2,972;-0,654;2,972;-0,513
2,974;-0,657;2,974;-0,513
2,976;-0,659;2,976;-0,516
2,978;-0,665;2,978;-0,513
2,980;-0,665;2,980;-0,511
2,982;-0,661;2,982;-0,520
2,984;-0,659;2,984;-0,516
2,986;-0,659;2,986;-0,514
2,988;-0,665;2,988;-0,521
2,990;-0,663;2,990;-0,514
2,992;-0,657;2,992;-0,520
2,994;-0,663;2,994;-0,523
2,996;-0,659;2,996;-0,521
2,998;-0,665;2,998;-0,516
3,000;-0,659;3,000;-0,514
3,002;-0,672;3,002;-0,518
3,004;-0,659;3,004;-0,516
3,006;-0,663;3,006;-0,525
3,008;-0,656;3,008;-0,520
3,010;-0,665;3,010;-0,525
3,012;-0,661;3,012;-0,521
3,014;-0,661;3,014;-0,518
3,016;-0,654;3,016;-0,527
3,018;-0,663;3,018;-0,518
3,020;-0,656;3,020;-0,520
3,022;-0,656;3,022;-0,516
3,024;-0,661;3,024;-0,516
3,026;-0,659;3,026;-0,518
3,028;-0,657;3,028;-0,520
3,030;-0,659;3,030;-0,521
3,032;-0,659;3,032;-0,518
3,034;-0,657;3,034;-0,518
3,036;-0,656;3,036;-0,521
3,038;-0,659;3,038;-0,521
3,040;-0,657;3,040;-0,518
3,042;-0,661;3,042;-0,527
3,044;-0,656;3,044;-0,521
3,046;-0,663;3,046;-0,516
3,048;-0,656;3,048;-0,525
3,050;-0,656;3,050;-0,525
3,052;-0,659;3,052;-0,529
3,054;-0,663;3,054;-0,521
3,056;-0,650;3,056;-0,529
3,058;-0,654;3,058;-0,525
