"Tiempo (s) Serie Nº 1";"Posición (m) Serie Nº 1";"Vector velocidad (m/s) Serie Nº 1";"Aceleración (m/s²) Serie Nº 1";"Fuerza (N) Serie Nº 1";"Tiempo (s) Serie Nº 2";"Posición (m) Serie Nº 2";"Vector velocidad (m/s) Serie Nº 2";"Aceleración (m/s²) Serie Nº 2";"Fuerza (N) Serie Nº 2"
3,070;0,23;-0,02;0,29;2,094;3,070;0,23;-0,03;-0,25;2,376
3,080;0,23;-0,02;0,24;2,079;3,080;0,23;-0,03;-0,15;2,349
3,090;0,23;-0,02;0,19;2,060;3,090;0,23;-0,03;-0,05;2,330
3,100;0,23;-0,02;0,19;2,033;3,100;0,23;-0,03;0,00;2,290
3,110;0,23;-0,01;0,19;2,020;3,110;0,23;-0,03;-0,04;2,256
3,120;0,23;-0,01;0,15;1,993;3,120;0,23;-0,03;-0,22;2,226
3,130;0,23;-0,01;0,05;1,976;3,130;0,23;-0,04;-0,48;2,199
3,140;0,23;-0,01;0,04;1,952;3,140;0,23;-0,05;-0,50;2,172
3,150;0,23;-0,01;0,10;1,922;3,150;0,23;-0,05;-0,17;2,153
3,160;0,23;-0,01;0,10;1,899;3,160;0,23;-0,05;0,23;2,133
3,170;0,23;-0,01;0,05;1,892;3,170;0,23;-0,04;0,38;2,110
3,180;0,23;-0,01;-8,93E-14;1,867;3,180;0,23;-0,04;0,38;2,088
3,190;0,23;-0,01;0,00;1,852;3,190;0,23;-0,04;0,39;2,061
3,200;0,23;-0,01;-0,04;1,824;3,200;0,23;-0,03;0,30;2,024
3,210;0,23;-0,01;-0,09;1,829;3,210;0,23;-0,03;0,06;1,990
3,220;0,23;-0,01;-0,14;1,829;3,220;0,23;-0,03;-0,10;1,993
3,230;0,23;-0,01;-0,15;1,807;3,230;0,23;-0,03;0,03;1,970
3,240;0,23;-0,01;-0,10;1,781;3,240;0,23;-0,03;0,37;1,938
3,250;0,23;-0,01;-0,05;1,770;3,250;0,22;-0,03;0,62;1,908
3,260;0,22;-0,01;-0,04;1,740;3,260;0,22;-0,02;0,59;1,868
3,270;0,22;-0,01;-0,18;1,714;3,270;0,22;-0,01;0,35;1,825
3,280;0,22;-0,02;-0,29;1,682;3,280;0,22;-0,01;0,10;1,790
3,290;0,22;-0,02;-0,21;1,682;3,290;0,22;-0,01;0,04;1,752
3,300;0,22;-0,02;0,04;1,682;3,300;0,22;-0,01;0,10;1,729
3,310;0,22;-0,02;0,19;1,691;3,310;0,22;-0,01;0,10;1,716
3,320;0,22;-0,02;0,19;1,702;3,320;0,22;-0,01;0,05;1,697
3,330;0,22;-0,02;0,19;1,706;3,330;0,22;-0,01;2,15E-14;1,679
3,340;0,22;-0,01;0,20;1,672;3,340;0,22;-0,01;0,00;1,650
3,350;0,22;-0,01;0,11;1,655;3,350;0,22;-0,01;-0,04;1,623
3,360;0,22;-0,01;-0,09;1,611;3,360;0,22;-0,01;-0,14;1,605
3,370;0,22;-0,01;-0,24;1,557;3,370;0,22;-0,01;-0,24;1,591
3,380;0,22;-0,02;-0,29;1,534;3,380;0,22;-0,01;-0,20;1,587
3,390;0,22;-0,02;-0,29;1,516;3,390;0,22;-0,02;-0,05;1,579
3,400;0,22;-0,02;-0,29;1,500;3,400;0,22;-0,01;0,01;1,562
3,410;0,22;-0,03;-0,25;1,477;3,410;0,22;-0,01;-0,09;1,552
3,420;0,22;-0,03;-0,15;1,466;3,420;0,22;-0,02;-0,24;1,534
3,430;0,22;-0,03;-0,05;1,444;3,430;0,22;-0,02;-0,29;1,521
3,440;0,22;-0,03;0,00;1,409;3,440;0,22;-0,02;-0,29;1,496
3,450;0,22;-0,03;0,04;1,375;3,450;0,22;-0,03;-0,25;1,468
3,460;0,22;-0,03;0,14;1,346;3,460;0,22;-0,03;-0,10;1,430
3,470;0,22;-0,03;0,19;1,332;3,470;0,22;-0,03;0,05;1,416
3,480;0,22;-0,02;0,15;1,316;3,480;0,22;-0,03;0,05;1,387
3,490;0,22;-0,02;0,10;1,307;3,490;0,22;-0,03;-0,05;1,371
3,500;0,22;-0,02;0,10;1,298;3,500;0,22;-0,03;-0,06;1,342
3,510;0,22;-0,02;0,05;1,289;3,510;0,22;-0,03;0,13;1,325
3,520;0,22;-0,02;-0,04;1,266;3,520;0,22;-0,03;0,34;1,314
3,530;0,22;-0,02;-0,10;1,228;3,530;0,22;-0,02;0,31;1,294
3,540;0,22;-0,02;-0,05;1,203;3,540;0,22;-0,02;0,02;1,276
3,550;0,22;-0,02;0,00;1,189;3,550;0,22;-0,02;-0,37;1,235
3,560;0,22;-0,02;0,04;1,164;3,560;0,22;-0,03;-0,62;1,178
3,570;0,22;-0,02;0,14;1,140;3,570;0,22;-0,03;-0,63;1,122
3,580;0,22;-0,02;0,19;1,128;3,580;0,22;-0,04;-0,53;1,081
3,590;0,22;-0,02;0,19;1,105;3,590;0,22;-0,04;-0,40;1,031
3,600;0,22;-0,02;0,19;1,108;3,600;0,22;-0,05;-0,08;0,970
3,610;0,22;-0,01;0,24;1,088;3,610;0,22;-0,05;0,46;0,947
3,620;0,22;-0,01;0,29;1,085;3,620;0,22;-0,04;0,79;0,904
3,630;0,22;-0,01;0,25;1,072;3,630;0,22;-0,03;0,43;0,897
3,640;0,22;-0,01;0,11;1,051;3,640;0,22;-0,03;-0,32;0,902
3,650;0,22;-0,01;-0,13;1,020;3,650;0,22;-0,04;-0,64;0,908
3,660;0,22;-0,01;-0,34;0,978;3,660;0,22;-0,05;-0,32;0,911
3,670;0,22;-0,01;-0,30;0,938;3,670;0,22;-0,04;0,27;0,920
3,680;0,22;-0,02;-0,02;0,906;3,680;0,21;-0,04;0,58;0,926
3,690;0,22;-0,01;0,29;0,886;3,690;0,21;-0,03;0,53;0,908
3,700;0,22;-0,01;0,30;0,879;3,700;0,21;-0,03;0,47;0,902
3,710;0,22;-0,01;0,06;0,886;3,710;0,21;-0,02;0,61;0,870
3,720;0,22;-0,01;-0,14;0,886;3,720;0,21;-0,02;0,82;0,826
3,730;0,22;-0,01;-0,15;0,872;3,730;0,21;0,00;0,70;0,788
3,740;0,22;-0,01;-0,09;0,868;3,740;0,21;0,00;0,26;0,750
3,750;0,22;-0,01;-0,18;0,872;3,750;0,21;1,78E-4;-0,10;0,636
3,760;0,22;-0,01;-0,37;0,838;3,760;0,21;0,00;-0,10;0,670
3,770;0,22;-0,02;-0,53;0,802;3,770;0,21;0,00;0,04;0,690
3,780;0,22;-0,03;-0,49;0,768;3,780;0,21;0,00;0,10;0,693
3,790;0,22;-0,03;-0,25;0,741;3,790;0,21;0,00;0,05;0,682
3,800;0,22;-0,03;-0,08;0,684;3,800;0,21;0,00;0,00;0,686
3,810;0,21;-0,03;-0,27;0,665;3,810;0,21;0,00;0,00;0,704
3,820;0,21;-0,03;-0,55;0,648;3,820;0,21;0,00;0,00;0,690
3,830;0,21;-0,05;-0,20;0,643;3,830;0,21;0,00;0,00;0,691
3,840;0,21;-0,05;0,78;0,623;3,840;0,21;0,00;-0,04;0,713
3,850;0,21;-0,03;1,42;0,602;3,850;0,21;1,78E-4;-0,14;0,682
3,860;0,21;-0,01;0,97;0,581;3,860;0,21;0,00;-0,23;0,679
3,870;0,21;0,00;-0,06;0,568;3,870;0,21;-0,01;-0,37;0,609
3,880;0,21;-0,01;-0,63;0,568;3,880;0,21;-0,01;-0,53;0,600
3,890;0,21;-0,02;-0,46;0,568;3,890;0,21;-0,02;-0,55;0,582
3,900;0,21;-0,02;-0,01;0,557;3,900;0,21;-0,02;-0,18;0,561
3,910;0,21;-0,02;0,19;0,547;3,910;0,21;-0,02;0,50;0,566
3,920;0,21;-0,02;0,15;0,545;3,920;0,21;-0,01;1,00;0,550
3,930;0,21;-0,02;0,05;0,479;3,930;0,21;0,00;1,03;0,550
3,940;0,21;-0,02;2,64E-14;0,452;3,940;0,21;0,01;0,56;0,547
3,950;0,21;-0,02;-2,32E-14;0,402;3,950;0,21;0,01;-0,07;0,534
3,960;0,21;-0,02;-5,27E-14;0,352;3,960;0,21;0,01;-0,56;0,527
3,970;0,21;-0,02;0,00;0,312;3,970;0,21;5,32E-4;-0,77;0,518
3,980;0,21;-0,02;0,04;0,309;3,980;0,21;-0,01;-0,68;0,518
3,990;0,21;-0,02;0,14;0,309;3,990;0,21;-0,01;-0,44;0,518
4,000;0,21;-0,01;0,19;0,321;4,000;0,21;-0,02;-0,20;0,505
4,010;0,21;-0,01;0,15;0,341;4,010;0,21;-0,02;-0,05;0,493
4,020;0,21;-0,01;0,09;0,364;4,020;0,21;-0,02;6,42E-15;0,471
4,030;0,21;-0,01;0,14;0,364;4,030;0,21;-0,02;0,00;0,462
4,040;0,21;-0,01;0,19;0,373;4,040;0,21;-0,02;1,99E-14;0,445
4,050;0,21;-0,01;0,15;0,359;4,050;0,21;-0,02;0,00;0,434
4,060;0,21;-0,01;0,09;0,318;4,060;0,21;-0,02;0,04;0,425
4,070;0,21;-0,01;0,14;0,282;4,070;0,21;-0,02;0,14;0,412
4,080;0,21;0,00;0,15;0,248;4,080;0,21;-0,01;0,24;0,414
4,090;0,21;1,75E-4;0,01;0,230;4,090;0,21;-0,01;0,24;0,394
4,100;0,21;0,00;-0,14;0,212;4,100;0,21;-0,01;0,15;0,377
4,110;0,21;-0,01;-0,15;0,208;4,110;0,21;-0,01;0,05;0,368
4,120;0,21;-0,01;-0,01;0,200;4,120;0,21;-0,01;0,00;0,352
4,130;0,21;-0,01;0,14;0,207;4,130;0,21;-0,01;0,04;0,355
4,140;0,21;0,00;0,20;0,207;4,140;0,21;-0,01;0,10;0,339
4,150;0,21;-1,39E-15;0,11;0,205;4,150;0,21;-0,01;0,10;0,346
4,160;0,21;1,75E-4;-0,13;0,201;4,160;0,21;-0,01;0,01;0,343
4,170;0,21;0,00;-0,29;0,173;4,170;0,21;-0,01;-0,14;0,343
4,180;0,21;-0,01;-0,24;0,167;4,180;0,21;-0,01;-0,24;0,305
4,190;0,21;-0,01;-0,15;0,158;4,190;0,21;-0,01;-0,24;0,271
4,200;0,21;-0,01;-0,10;0,153;4,200;0,21;-0,01;-0,15;0,253
4,210;0,21;-0,01;-0,10;0,149;4,210;0,21;-0,01;-0,10;0,275
4,220;0,21;-0,01;-0,01;0,158;4,220;0,21;-0,01;-0,10;0,266
4,230;0,21;-0,01;0,10;0,174;4,230;0,21;-0,02;-0,02;0,271
4,240;0,21;-0,01;0,10;0,219;4,240;0,21;-0,02;0,27;0,257
4,250;0,21;-0,01;0,09;0,180;4,250;0,21;-0,01;0,57;0,250
4,260;0,21;-0,01;0,14;0,148;4,260;0,21;0,00;0,63;0,242
4,270;0,21;-0,01;0,24;0,146;4,270;0,21;0,00;0,44;0,237
4,280;0,21;0,00;0,20;0,149;4,280;0,21;0,01;0,20;0,239
4,290;0,21;1,74E-4;0,01;0,144;4,290;0,21;0,01;0,05;0,228
4,300;0,21;0,00;-0,10;0,141;4,300;0,21;0,01;0,00;0,241
4,310;0,21;-0,01;-0,01;0,137;4,310;0,21;0,01;-0,04;0,246
4,320;0,21;0,00;0,19;0,130;4,320;0,21;0,01;-0,14;0,257
4,330;0,21;-1,74E-4;0,25;0,126;4,330;0,21;0,00;-0,19;0,253
4,340;0,21;0,00;0,10;0,114;4,340;0,21;0,00;-0,15;0,248
4,350;0,21;0,00;-0,04;0,112;4,350;0,21;0,00;-0,10;0,234
4,360;0,21;1,39E-15;-0,15;0,121;4,360;0,21;1,75E-4;-0,10;0,208
4,370;0,21;1,74E-4;-0,10;0,124;4,370;0,21;0,00;-0,10;0,173
4,380;0,21;0,00;-2,68E-6;0,126;4,380;0,21;0,00;-0,05;0,171
4,390;0,21;0,00;-5,36E-6;0,128;4,390;0,21;0,00;-1,07E-5;0,182
4,400;0,21;1,74E-4;0,00;0,133;4,400;0,21;0,00;0,00;0,167
4,410;0,21;0,00;0,04;0,135;4,410;0,21;0,00;0,04;0,183
4,420;0,21;-1,74E-4;0,15;0,142;4,420;0,21;0,00;0,10;0,180
4,430;0,21;0,00;0,06;0,139;4,430;0,21;0,00;0,10;0,183
4,440;0,21;0,00;-0,19;0,141;4,440;0,21;0,00;0,05;0,191
4,450;0,21;0,00;-0,25;0,142;4,450;0,21;0,00;0,00;0,194
4,460;0,21;-0,01;-0,01;0,137;4,460;0,21;0,00;0,00;0,200
4,470;0,21;0,00;0,24;0,139;4,470;0,21;0,00;0,00;0,205
4,480;0,21;0,00;0,25;0,144;4,480;0,21;0,00;0,00;0,194
4,490;0,21;0,00;0,10;0,137;4,490;0,21;0,00;0,00;0,180
4,500;0,21;0,00;-0,04;0,133;4,500;0,21;0,00;0,00;0,182
4,510;0,21;0,00;-0,10;0,130;4,510;0,21;0,00;0,00;0,182
4,520;0,21;1,39E-15;-0,10;0,130;4,520;0,21;0,00;0,00;0,182
4,530;0,21;0,00;0,00;0,130;4,530;0,21;0,00;0,00;0,187
4,540;0,21;-1,74E-4;0,06;0,130;4,540;0,21;0,00;0,00;0,191
4,550;0,21;0,00;-0,09;0,124;4,550;0,21;0,00;0,00;0,191
4,560;0,21;3,48E-4;-0,20;0,130;4,560;0,21;0,00;0,00;0,198
4,570;0,21;-0,01;-0,07;0,132;4,570;0,21;0,00;0,00;0,200
4,580;0,21;0,00;0,24;0,133;4,580;0,21;0,00;0,00;0,201
4,590;0,21;0,00;0,26;0,135;4,590;0,21;0,00;0,00;0,203
4,600;0,21;0,01;-0,08;0,146;4,600;0,21;0,00;0,00;0,201
4,610;0,21;3,48E-4;-0,34;0,141;4,610;0,21;0,00;0,00;0,201
4,620;0,21;-0,01;-0,21;0,149;4,620;0,21;0,00;0,00;0,207
4,630;0,21;-0,01;0,18;0,146;4,630;0,21;0,00;0,00;0,208
4,640;0,21;-3,48E-4;0,35;0,146;4,640;0,21;0,00;0,00;0,208
4,650;0,21;0,01;0,11;0,149;4,650;0,21;0,00;0,00;0,201
4,660;0,21;0,00;-0,19;0,148;4,660;0,21;0,00;0,00;0,203
4,670;0,21;0,00;-0,16;0,148;4,670;0,21;0,00;0,00;0,203
4,680;0,21;0,00;0,14;0,141;4,680;0,21;0,00;0,00;0,207
4,690;0,21;0,00;0,25;0,139;4,690;0,21;0,00;0,00;0,210
4,700;0,21;0,01;0,06;0,141;4,700;0,21;0,00;0,00;0,208
4,710;0,21;0,00;-0,14;0,132;4,710;0,21;0,00;0,00;0,212
4,720;0,21;0,00;-0,19;0,135;4,720;0,21;0,00;0,00;0,212
4,730;0,21;1,74E-4;-0,15;0,135;4,730;0,21;0,00;0,00;0,219
4,740;0,21;0,00;-0,10;0,133;4,740;0,21;0,00;0,00;0,216
4,750;0,21;0,00;-0,05;0,137;4,750;0,21;0,00;0,00;0,214
4,760;0,21;0,00;0,04;0,139;4,760;0,21;0,00;0,00;0,216
4,770;0,21;0,00;0,14;0,137;4,770;0,21;0,00;0,00;0,214
4,780;0,21;-1,74E-4;0,24;0,139;4,780;0,21;0,00;;0,210
4,790;0,21;0,00;0,16;0,142;4,790;0,21;0,00;;0,210
4,800;0,21;0,01;-0,13;0,144;4,800;0,21;;;0,212
4,810;0,21;3,48E-4;-0,30;0,126;4,810;;;;0,207
4,820;0,21;-0,01;-0,11;0,135;;;;;
4,830;0,21;0,00;0,19;0,135;;;;;
4,840;0,21;0,00;0,21;0,132;;;;;
4,850;0,21;0,00;-0,04;0,142;;;;;
4,860;0,21;1,74E-4;-0,15;0,139;;;;;
4,870;0,21;0,00;-0,05;0,124;;;;;
4,880;0,21;0,00;0,04;0,132;;;;;
4,890;0,21;0,00;0,10;0,137;;;;;
4,900;0,21;-1,74E-4;0,21;0,137;;;;;
4,910;0,21;0,00;;0,132;;;;;
4,920;0,21;0,01;;0,137;;;;;
4,930;0,21;;;0,135;;;;;
4,940;;;;0,137;;;;;
4,950;;;;0,139;;;;;
