"Posición (m) Serie Nº 1";"Fuerza (N) Serie Nº 1"
0,32;-9,790
0,32;-9,787
0,32;-9,790
0,32;-9,788
0,32;-9,787
0,32;-9,788
0,32;-9,783
0,32;-9,785
0,32;-9,785
0,32;-9,783
0,32;-9,783
0,32;-9,779
0,32;-9,781
0,32;-9,781
0,32;-9,781
0,32;-9,783
0,32;-9,781
0,32;-9,787
0,32;-9,785
0,32;-9,787
0,32;-9,787
0,32;-9,788
0,32;-9,787
0,32;-9,785
0,32;-9,787
0,32;-9,787
0,32;-9,785
0,32;-9,785
0,32;-9,783
0,32;-9,779
0,32;-9,788
0,32;-9,783
0,32;-9,781
0,32;-9,779
0,32;-9,779
0,32;-9,781
0,32;-9,779
0,32;-9,779
0,32;-9,778
0,32;-9,778
0,32;-9,779
0,32;-9,781
0,32;-9,779
0,32;-9,778
0,32;-9,778
0,32;-9,778
0,32;-9,776
0,32;-9,778
0,32;-9,776
0,32;-9,772
0,32;-9,776
0,32;-9,774
0,32;-9,781
0,32;-9,778
0,32;-9,776
0,32;-9,779
0,32;-9,772
0,32;-9,778
0,32;-9,781
0,32;-9,779
0,32;-9,779
0,32;-9,779
0,32;-9,778
0,32;-9,779
0,32;-9,776
0,32;-9,774
0,32;-9,774
0,32;-9,778
0,32;-9,776
0,32;-9,776
0,32;-9,781
0,32;-9,778
0,32;-9,783
0,32;-9,783
0,32;-9,776
0,32;-9,776
0,32;-9,774
0,32;-9,776
0,32;-9,770
0,32;-9,772
0,32;-9,776
0,32;-9,772
0,32;-9,772
0,32;-9,776
0,32;-9,772
0,32;-9,774
0,32;-9,770
0,32;-9,770
0,32;-9,776
0,32;-9,772
0,32;-9,779
0,32;-9,776
0,32;-9,772
0,32;-9,774
0,32;-9,774
0,32;-9,778
0,32;-9,781
0,32;-9,778
0,32;-9,778
0,32;-9,781
0,32;-9,770
0,32;-9,779
0,32;-9,779
0,32;-9,779
0,32;-9,779
0,32;-9,776
0,32;-9,776
0,32;-9,772
0,32;-9,776
0,32;-9,779
0,32;-9,779
0,32;-9,772
0,32;-9,774
0,32;-9,769
0,32;-9,774
0,32;-9,774
0,32;-9,772
0,32;-9,772
0,32;-9,772
0,32;-9,772
0,32;-9,770
0,32;-9,770
0,32;-9,774
0,32;-9,772
0,32;-9,769
0,32;-9,770
0,32;-9,772
0,32;-9,770
0,32;-9,774
0,32;-9,770
0,32;-9,770
0,32;-9,774
0,32;-9,770
0,32;-9,772
0,32;-9,774
0,32;-9,774
0,32;-9,767
0,32;-9,772
0,32;-9,772
0,32;-9,769
0,32;-9,770
0,32;-9,769
0,32;-9,769
0,32;-9,770
0,32;-9,770
0,32;-9,769
0,32;-9,769
0,32;-9,770
0,32;-9,770
0,32;-9,770
0,32;-9,767
0,32;-9,767
0,32;-9,769
0,32;-9,765
0,32;-9,767
0,32;-9,765
0,32;-9,767
0,32;-9,761
0,32;-9,765
0,32;-9,765
0,32;-9,767
0,32;-9,765
0,32;-9,761
0,32;-9,763
0,32;-9,763
0,32;-9,765
0,32;-9,765
0,32;-9,767
0,32;-9,765
0,32;-9,767
0,32;-9,767
0,32;-9,769
0,32;-9,765
0,32;-9,765
0,32;-9,761
0,32;-9,761
0,32;-9,763
0,32;-9,761
0,32;-9,761
0,32;-9,761
0,32;-9,761
0,32;-9,763
0,32;-9,767
0,32;-9,761
0,32;-9,763
0,32;-9,763
0,32;-9,767
0,32;-9,769
0,32;-9,767
0,32;-9,760
0,32;-9,761
0,32;-9,765
0,32;-9,769
0,32;-9,767
0,32;-9,760
0,32;-9,765
0,32;-9,765
0,32;-9,763
0,32;-9,761
0,32;-9,763
0,32;-9,765
0,32;-9,760
0,32;-9,763
0,32;-9,765
0,32;-9,763
0,32;-9,765
0,32;-9,763
0,32;-9,761
0,32;-9,763
0,32;-9,763
0,32;-9,767
0,32;-9,765
0,32;-9,763
0,32;-9,758
0,32;-9,760
0,32;-9,761
0,32;-9,761
0,32;-9,760
0,32;-9,761
0,32;-9,758
0,32;-9,760
0,32;-9,754
0,32;-9,761
0,32;-9,754
0,32;-9,760
0,32;-9,758
0,32;-9,756
0,32;-9,758
0,32;-9,756
0,32;-9,756
0,32;-9,758
0,32;-9,760
0,32;-9,758
0,32;-9,758
0,32;-9,760
0,32;-9,754
0,32;-9,756
0,32;-9,758
0,32;-9,758
0,32;-9,753
0,32;-9,751
0,32;-9,753
0,32;-9,758
0,32;-9,754
0,32;-9,756
0,32;-9,756
0,32;-9,751
0,32;-9,756
0,32;-9,753
0,32;-9,754
0,32;-9,758
0,32;-9,754
0,32;-9,754
0,32;-9,754
0,32;-9,756
0,32;-9,751
0,32;-9,751
0,32;-9,756
0,32;-9,753
0,32;-9,754
0,32;-9,753
0,32;-9,749
0,32;-9,754
0,32;-9,751
0,32;-9,751
0,32;-9,751
0,32;-9,756
0,32;-9,751
0,32;-9,754
0,32;-9,749
0,32;-9,747
0,32;-9,745
0,32;-9,749
0,32;-9,744
0,32;-9,749
0,32;-9,744
0,32;-9,747
0,32;-9,749
0,32;-9,747
0,32;-9,751
0,32;-9,754
0,32;-9,753
0,32;-9,754
0,32;-9,753
0,32;-9,753
0,32;-9,751
0,32;-9,753
0,32;-9,756
0,32;-9,756
0,32;-9,754
0,32;-9,758
0,32;-9,760
0,32;-9,756
0,32;-9,761
0,32;-9,753
0,32;-9,754
0,32;-9,758
0,32;-9,756
0,32;-9,760
0,32;-9,760
0,32;-9,756
0,32;-9,758
0,32;-9,758
0,32;-9,761
0,32;-9,758
0,32;-9,754
0,32;-9,760
0,32;-9,756
0,32;-9,758
0,32;-9,758
0,32;-9,754
0,32;-9,756
0,32;-9,754
0,32;-9,754
0,32;-9,754
0,32;-9,758
0,32;-9,758
0,32;-9,760
0,32;-9,758
0,32;-9,760
0,32;-9,753
0,32;-9,753
0,32;-9,749
0,32;-9,753
0,32;-9,754
0,32;-9,753
0,32;-9,751
0,32;-9,751
0,32;-9,753
0,32;-9,756
0,32;-9,751
0,32;-9,753
0,32;-9,753
0,32;-9,749
0,32;-9,749
0,32;-9,747
0,32;-9,745
0,32;-9,747
0,32;-9,749
0,32;-9,751
0,32;-9,747
0,32;-9,749
0,32;-9,745
0,32;-9,747
0,32;-9,745
0,32;-9,747
0,32;-9,747
0,32;-9,749
0,32;-9,744
0,32;-9,747
0,32;-9,747
0,32;-9,747
0,32;-9,747
0,32;-9,745
0,32;-9,744
0,32;-9,749
0,32;-9,740
0,32;-9,745
0,32;-9,747
0,32;-9,745
0,32;-9,742
0,32;-9,744
0,32;-9,745
0,32;-9,744
0,32;-9,740
0,32;-9,742
0,32;-9,747
0,32;-9,747
0,32;-9,742
0,32;-9,745
0,32;-9,745
0,32;-9,744
0,32;-9,740
0,32;-9,744
0,32;-9,742
0,32;-9,744
0,32;-9,742
0,32;-9,745
0,32;-9,744
0,32;-9,745
0,32;-9,745
0,32;-9,745
0,32;-9,744
0,32;-9,744
0,32;-9,744
0,32;-9,742
0,32;-9,744
0,32;-9,744
0,32;-9,744
0,32;-9,742
0,32;-9,747
0,32;-9,744
0,32;-9,742
0,32;-9,744
0,32;-9,744
0,32;-9,742
0,32;-9,742
0,32;-9,745
0,32;-9,742
0,32;-9,747
0,32;-9,747
0,32;-9,747
0,32;-9,740
0,32;-9,744
0,32;-9,740
0,32;-9,744
0,32;-9,738
0,32;-9,744
0,32;-9,736
0,32;-9,742
0,32;-9,742
0,32;-9,740
0,32;-9,740
0,32;-9,736
0,32;-9,738
0,32;-9,742
0,32;-9,736
0,32;-9,736
0,32;-9,735
0,32;-9,740
0,32;-9,740
0,32;-9,736
0,32;-9,745
0,32;-9,740
0,32;-9,742
0,32;-9,744
0,32;-9,738
0,32;-9,740
0,32;-9,738
0,32;-9,736
0,32;-9,736
0,32;-9,733
0,32;-9,736
0,32;-9,738
0,32;-9,736
0,32;-9,735
0,32;-9,735
0,32;-9,736
0,32;-9,733
0,32;-9,736
0,32;-9,736
0,32;-9,735
0,32;-9,735
0,32;-9,735
0,32;-9,738
0,32;-9,742
0,32;-9,736
0,32;-9,736
0,32;-9,733
0,32;-9,731
0,32;-9,738
0,32;-9,738
0,32;-9,735
0,32;-9,735
0,32;-9,733
0,32;-9,736
0,32;-9,735
0,32;-9,733
0,32;-9,735
0,32;-9,738
0,32;-9,740
0,32;-9,736
0,32;-9,735
0,32;-9,735
0,32;-9,736
0,32;-9,736
0,32;-9,738
0,32;-9,736
0,32;-9,742
0,32;-9,738
0,32;-9,738
0,32;-9,735
0,32;-9,735
0,32;-9,736
0,32;-9,735
0,32;-9,735
0,32;-9,733
0,32;-9,733
0,32;-9,736
0,32;-9,735
0,32;-9,736
0,32;-9,735
0,32;-9,727
0,32;-9,733
0,32;-9,736
0,32;-9,731
0,32;-9,731
0,32;-9,733
0,32;-9,735
0,32;-9,733
0,32;-9,731
0,32;-9,733
0,32;-9,735
0,32;-9,733
0,32;-9,733
0,32;-9,729
0,32;-9,735
0,32;-9,733
0,32;-9,735
0,32;-9,727
0,32;-9,731
0,32;-9,733
0,32;-9,731
0,32;-9,735
0,32;-9,731
0,32;-9,735
0,32;-9,731
0,32;-9,729
0,32;-9,729
0,32;-9,731
0,32;-9,727
0,32;-9,727
0,32;-9,729
0,32;-9,727
0,32;-9,729
0,32;-9,729
0,32;-9,727
0,32;-9,731
0,32;-9,726
0,32;-9,726
0,32;-9,726
0,32;-9,727
0,32;-9,724
0,32;-9,729
0,32;-9,729
0,32;-9,727
0,32;-9,727
0,32;-9,727
0,32;-9,724
0,32;-9,727
0,32;-9,726
0,32;-9,727
0,32;-9,726
0,32;-9,733
0,32;-9,727
0,32;-9,729
0,32;-9,729
0,32;-9,729
0,32;-9,729
0,32;-9,726
0,32;-9,735
0,32;-9,731
0,32;-9,727
0,32;-9,727
0,32;-9,733
0,32;-9,729
0,32;-9,731
0,32;-9,731
0,32;-9,731
0,32;-9,729
0,32;-9,731
0,32;-9,727
0,32;-9,726
0,32;-9,729
0,32;-9,729
0,32;-9,733
0,32;-9,727
0,32;-9,727
0,32;-9,726
0,32;-9,724
0,32;-9,727
0,32;-9,727
0,32;-9,722
0,32;-9,726
0,32;-9,727
0,32;-9,722
0,32;-9,727
0,32;-9,729
0,32;-9,726
0,32;-9,727
0,32;-9,727
0,32;-9,727
0,32;-9,727
0,32;-9,729
0,32;-9,729
0,32;-9,727
0,32;-9,727
0,32;-9,726
0,32;-9,729
0,32;-9,729
0,32;-9,729
0,32;-9,727
0,32;-9,727
0,32;-9,726
0,32;-9,727
0,32;-9,722
0,32;-9,724
0,32;-9,717
0,32;-9,720
0,32;-9,722
0,32;-9,722
0,32;-9,726
0,32;-9,724
0,32;-9,726
0,32;-9,722
0,32;-9,720
0,32;-9,724
0,32;-9,726
0,32;-9,726
0,32;-9,724
0,32;-9,726
0,32;-9,724
0,32;-9,717
0,32;-9,720
0,32;-9,720
0,32;-9,720
0,32;-9,720
0,32;-9,722
0,32;-9,722
0,32;-9,726
0,32;-9,722
0,32;-9,724
0,32;-9,726
0,32;-9,726
0,32;-9,729
0,32;-9,729
0,32;-9,726
0,32;-9,726
0,32;-9,722
0,32;-9,724
0,32;-9,722
0,32;-9,720
0,32;-9,724
0,32;-9,724
0,32;-9,722
0,32;-9,727
0,32;-9,724
0,32;-9,724
0,32;-9,724
0,32;-9,722
0,32;-9,726
0,32;-9,724
0,32;-9,720
0,32;-9,722
0,32;-9,724
0,32;-9,722
0,32;-9,722
0,32;-9,720
0,32;-9,722
0,32;-9,722
0,32;-9,720
0,32;-9,720
0,32;-9,722
0,32;-9,722
0,32;-9,717
0,32;-9,717
0,32;-9,713
0,32;-9,717
0,32;-9,719
0,32;-9,720
0,32;-9,724
0,32;-9,715
0,32;-9,713
0,32;-9,717
0,32;-9,719
0,32;-9,717
0,32;-9,715
0,32;-9,719
0,32;-9,720
0,32;-9,720
0,32;-9,722
0,32;-9,722
0,32;-9,720
0,32;-9,722
0,32;-9,719
0,32;-9,720
0,32;-9,717
0,32;-9,715
0,32;-9,717
0,32;-9,717
0,32;-9,717
0,32;-9,719
0,32;-9,720
0,32;-9,717
0,32;-9,720
0,32;-9,719
0,32;-9,720
0,32;-9,717
0,32;-9,717
0,32;-9,717
0,32;-9,720
0,32;-9,717
0,32;-9,719
0,32;-9,715
0,32;-9,717
0,32;-9,715
0,32;-9,715
0,32;-9,715
0,32;-9,717
0,32;-9,715
0,32;-9,715
0,32;-9,719
0,32;-9,710
0,32;-9,627
0,32;-9,307
0,32;-9,631
0,32;-9,579
0,32;-9,495
0,32;-9,468
0,32;-9,472
0,32;-9,479
0,32;-9,493
0,32;-9,479
0,32;-9,499
0,32;-9,482
0,32;-9,497
0,32;-9,493
0,32;-9,493
0,32;-9,495
0,32;-9,497
0,32;-9,495
0,32;-9,500
0,32;-9,497
0,32;-9,506
0,32;-9,500
0,32;-9,504
0,32;-9,506
0,32;-9,504
0,32;-9,504
0,32;-9,511
0,32;-9,513
0,32;-9,511
0,32;-9,506
0,32;-9,513
0,32;-9,511
0,32;-9,511
0,32;-9,508
0,32;-9,511
0,32;-9,511
0,32;-9,513
0,32;-9,515
0,32;-9,511
0,32;-9,516
0,32;-9,515
0,32;-9,516
0,32;-9,522
0,32;-9,518
0,32;-9,524
0,32;-9,524
0,32;-9,525
0,32;-9,525
0,32;-9,529
0,32;-9,529
0,32;-9,533
0,32;-9,533
0,32;-9,533
0,32;-9,533
0,32;-9,529
0,32;-9,538
0,32;-9,604
0,32;-9,815
0,32;-9,813
0,32;-9,804
0,32;-9,819
0,32;-9,824
0,32;-9,829
0,32;-9,831
0,32;-9,835
0,32;-9,849
0,32;-9,933
0,32;-9,921
0,32;-9,890
0,32;-9,913
0,32;-9,921
0,32;-9,917
0,32;-9,917
0,32;-9,910
0,32;-9,905
0,32;-9,908
0,32;-9,903
0,32;-9,905
0,32;-9,903
0,32;-9,899
0,32;-9,896
0,32;-9,896
0,32;-9,894
0,32;-9,892
0,32;-9,890
0,32;-9,887
0,32;-9,887
0,32;-9,885
0,32;-9,887
0,32;-9,890
0,32;-9,888
0,32;-9,890
0,32;-9,888
0,32;-9,890
0,32;-9,887
0,32;-9,887
0,32;-9,881
0,32;-9,883
0,32;-9,885
0,32;-9,885
0,32;-9,885
0,32;-9,881
0,32;-9,883
0,32;-9,880
0,32;-9,881
0,32;-9,881
0,32;-9,880
0,32;-9,874
0,32;-9,883
0,32;-9,881
0,32;-9,878
0,32;-9,880
0,32;-9,876
0,32;-9,871
0,32;-9,874
0,32;-9,872
0,32;-9,874
0,32;-9,874
0,32;-9,874
0,32;-9,872
0,32;-9,872
0,32;-9,874
0,32;-9,869
0,32;-9,872
0,32;-9,867
0,32;-9,869
0,32;-9,865
0,32;-9,863
0,32;-9,863
0,32;-9,863
0,32;-9,862
0,32;-9,863
0,32;-9,862
0,32;-9,863
0,32;-9,860
0,32;-9,863
0,32;-9,860
0,32;-9,860
0,32;-9,858
0,32;-9,858
0,32;-9,862
0,32;-9,860
0,32;-9,862
0,32;-9,858
0,32;-9,858
0,32;-9,858
0,32;-9,853
0,32;-9,858
0,32;-9,854
0,32;-9,858
0,32;-9,853
0,32;-9,854
0,32;-9,853
0,32;-9,858
0,32;-9,853
0,32;-9,856
0,32;-9,853
0,32;-9,854
0,32;-9,856
0,32;-9,851
0,32;-9,853
0,32;-9,853
0,32;-9,853
0,32;-9,849
0,32;-9,847
0,32;-9,846
0,32;-9,849
0,32;-9,847
0,32;-9,849
0,32;-9,849
0,32;-9,849
0,32;-9,849
0,32;-9,844
0,32;-9,846
0,32;-9,846
0,32;-9,842
0,32;-9,844
0,32;-9,847
0,32;-9,844
0,32;-9,849
0,32;-9,840
0,32;-9,846
0,32;-9,842
0,32;-9,844
0,32;-9,842
0,32;-9,844
0,32;-9,840
0,32;-9,842
0,32;-9,840
0,32;-9,844
0,32;-9,838
0,32;-9,842
0,32;-9,835
0,32;-9,840
0,32;-9,837
0,32;-9,837
0,32;-9,842
0,32;-9,838
0,32;-9,840
0,32;-9,840
0,32;-9,837
0,32;-9,838
0,32;-9,835
0,32;-9,838
0,32;-9,835
0,32;-9,835
0,32;-9,838
0,32;-9,831
0,32;-9,835
0,32;-9,833
0,32;-9,829
0,32;-9,826
0,32;-9,829
0,32;-9,826
0,32;-9,828
0,32;-9,826
0,32;-9,822
0,32;-9,824
0,32;-9,824
0,32;-9,826
0,32;-9,826
0,32;-9,828
0,32;-9,824
0,32;-9,829
0,32;-9,831
0,32;-9,826
0,32;-9,829
0,32;-9,828
0,32;-9,826
0,32;-9,828
0,32;-9,824
0,32;-9,826
0,32;-9,826
0,32;-9,822
0,32;-9,826
0,32;-9,822
0,32;-9,822
0,32;-9,824
0,32;-9,824
0,32;-9,820
0,32;-9,822
0,32;-9,822
0,32;-9,824
0,32;-9,822
0,32;-9,822
0,32;-9,826
0,32;-9,820
0,32;-9,822
0,32;-9,822
0,32;-9,826
0,32;-9,822
0,32;-9,826
0,32;-9,824
0,32;-9,824
0,32;-9,820
0,32;-9,820
0,32;-9,819
0,32;-9,819
0,32;-9,817
0,32;-9,819
0,32;-9,817
0,32;-9,817
0,32;-9,813
0,32;-9,812
0,32;-9,812
0,32;-9,806
0,32;-9,812
0,32;-9,812
0,32;-9,813
0,32;-9,813
0,32;-9,810
0,32;-9,813
0,32;-9,810
0,32;-9,810
0,32;-9,808
0,32;-9,806
0,32;-9,810
0,32;-9,806
0,32;-9,808
0,32;-9,812
0,32;-9,810
0,32;-9,810
0,32;-9,810
0,32;-9,812
0,32;-9,810
0,32;-9,815
0,32;-9,813
0,32;-9,810
0,32;-9,808
0,32;-9,808
0,32;-9,804
0,32;-9,806
0,32;-9,804
0,32;-9,804
0,32;-9,806
0,32;-9,804
0,32;-9,806
0,32;-9,806
0,32;-9,810
0,32;-9,810
0,32;-9,806
0,32;-9,810
0,32;-9,810
0,32;-9,810
0,32;-9,810
0,32;-9,810
0,32;-9,810
0,32;-9,810
0,32;-9,810
0,32;-9,810
0,32;-9,812
0,32;-9,812
0,32;-9,813
0,32;-9,808
0,32;-9,812
0,32;-9,804
0,32;-9,812
0,32;-9,806
0,32;-9,804
0,32;-9,806
0,32;-9,806
0,32;-9,803
0,32;-9,804
0,32;-9,804
0,32;-9,812
0,32;-9,810
0,32;-9,812
0,32;-9,817
0,32;-9,813
0,32;-9,808
0,32;-9,806
0,32;-9,804
0,32;-9,812
0,32;-9,806
0,32;-9,812
0,32;-9,810
0,32;-9,812
0,32;-9,812
0,32;-9,819
0,32;-9,817
0,32;-9,819
0,32;-9,817
0,32;-9,815
0,32;-9,813
0,32;-9,815
0,32;-9,812
0,32;-9,810
0,32;-9,812
0,32;-9,812
0,32;-9,810
0,32;-9,810
0,32;-9,806
0,32;-9,812
0,32;-9,810
0,32;-9,810
0,32;-9,808
0,32;-9,813
0,32;-9,815
0,32;-9,813
0,32;-9,815
0,32;-9,815
0,32;-9,812
0,32;-9,810
0,32;-9,806
0,32;-9,808
0,32;-9,806
0,32;-9,806
0,32;-9,806
0,32;-9,812
0,32;-9,808
0,32;-9,806
0,32;-9,810
0,32;-9,810
0,32;-9,812
0,32;-9,810
0,32;-9,808
0,32;-9,808
0,32;-9,808
0,32;-9,806
0,32;-9,806
0,32;-9,801
0,32;-9,808
0,32;-9,806
0,32;-9,806
0,32;-9,806
0,32;-9,806
0,32;-9,804
0,32;-9,803
0,32;-9,804
0,32;-9,799
0,32;-9,803
0,32;-9,806
0,32;-9,804
0,32;-9,804
0,32;-9,808
0,32;-9,803
0,32;-9,799
0,32;-9,801
0,32;-9,794
0,32;-9,795
0,32;-9,794
0,32;-9,799
0,32;-9,801
0,32;-9,801
0,32;-9,795
0,32;-9,794
0,32;-9,795
0,32;-9,795
0,32;-9,799
0,32;-9,797
0,32;-9,797
0,32;-9,797
0,32;-9,797
0,32;-9,797
0,32;-9,797
0,32;-9,794
0,32;-9,797
0,32;-9,797
0,32;-9,795
0,32;-9,799
0,32;-9,795
0,32;-9,799
0,32;-9,794
0,32;-9,795
0,32;-9,795
0,32;-9,794
0,32;-9,797
0,32;-9,795
0,32;-9,795
0,32;-9,795
0,32;-9,794
0,32;-9,795
0,32;-9,801
0,32;-9,799
0,32;-9,801
0,32;-9,799
0,32;-9,799
0,32;-9,797
0,32;-9,799
0,32;-9,792
0,32;-9,792
0,32;-9,795
0,32;-9,794
0,32;-9,795
0,32;-9,794
0,32;-9,794
0,32;-9,792
0,32;-9,792
0,32;-9,792
0,32;-9,790
0,32;-9,792
0,32;-9,794
0,32;-9,794
0,32;-9,794
0,32;-9,794
0,32;-9,795
0,32;-9,792
0,32;-9,794
0,32;-9,792
0,32;-9,792
0,32;-9,790
0,32;-9,788
0,32;-9,792
0,32;-9,790
0,32;-9,790
0,32;-9,792
0,32;-9,790
0,32;-9,788
0,32;-9,787
0,32;-9,785
0,32;-9,788
0,32;-9,783
0,32;-9,787
0,32;-9,785
0,32;-9,790
0,32;-9,787
0,32;-9,792
0,32;-9,790
0,32;-9,790
0,32;-9,783
0,32;-9,787
0,32;-9,788
0,32;-9,785
0,32;-9,788
0,32;-9,785
0,32;-9,785
0,32;-9,787
0,32;-9,783
0,32;-9,785
0,32;-9,785
0,32;-9,785
0,32;-9,783
0,32;-9,790
0,32;-9,781
0,32;-9,785
0,32;-9,783
0,32;-9,785
0,32;-9,783
0,32;-9,781
0,32;-9,781
0,32;-9,785
0,32;-9,781
0,32;-9,779
0,32;-9,776
0,32;-9,781
0,32;-9,778
0,32;-9,770
0,32;-9,778
0,32;-9,778
0,32;-9,774
0,32;-9,772
0,32;-9,778
0,32;-9,778
0,32;-9,774
0,32;-9,776
0,32;-9,776
0,32;-9,778
0,32;-9,778
0,32;-9,779
0,32;-9,774
0,32;-9,776
0,32;-9,776
0,32;-9,776
0,32;-9,772
0,32;-9,774
0,32;-9,774
0,32;-9,772
0,32;-9,769
0,32;-9,769
0,32;-9,769
0,32;-9,772
0,32;-9,767
0,32;-9,763
0,32;-9,767
0,32;-9,767
0,32;-9,769
0,32;-9,767
0,32;-9,767
0,32;-9,767
0,32;-9,770
0,32;-9,769
0,32;-9,770
0,32;-9,769
0,32;-9,774
0,32;-9,769
0,32;-9,770
0,32;-9,767
0,32;-9,770
0,32;-9,770
0,32;-9,769
0,32;-9,765
0,32;-9,769
0,32;-9,767
0,32;-9,767
0,32;-9,767
0,32;-9,765
0,32;-9,763
0,32;-9,763
0,32;-9,765
0,32;-9,765
0,32;-9,763
0,32;-9,761
0,32;-9,765
0,32;-9,767
0,32;-9,769
0,32;-9,763
0,32;-9,769
0,32;-9,769
0,32;-9,769
0,32;-9,767
0,32;-9,765
0,32;-9,767
0,32;-9,767
0,32;-9,761
0,32;-9,769
0,32;-9,765
0,32;-9,765
0,32;-9,767
0,32;-9,765
0,32;-9,767
0,32;-9,761
0,32;-9,761
0,32;-9,763
0,32;-9,763
0,32;-9,765
0,32;-9,767
0,32;-9,761
0,32;-9,756
0,32;-9,761
0,32;-9,760
0,32;-9,760
0,32;-9,758
0,32;-9,758
0,32;-9,761
0,32;-9,754
0,32;-9,760
0,32;-9,760
0,32;-9,761
0,32;-9,756
0,32;-9,758
0,32;-9,756
0,32;-9,756
0,32;-9,756
0,32;-9,760
0,32;-9,758
0,32;-9,753
0,32;-9,758
0,32;-9,754
0,32;-9,753
0,32;-9,754
0,32;-9,756
0,32;-9,753
0,32;-9,758
0,32;-9,756
0,32;-9,756
0,32;-9,754
0,32;-9,756
0,32;-9,753
0,32;-9,754
0,32;-9,749
0,32;-9,753
0,32;-9,749
0,32;-9,753
0,32;-9,751
0,32;-9,754
0,32;-9,751
0,32;-9,754
0,32;-9,749
0,32;-9,754
0,32;-9,749
0,32;-9,751
0,32;-9,751
0,32;-9,756
0,32;-9,754
0,32;-9,756
0,32;-9,754
0,32;-9,751
0,32;-9,756
0,32;-9,753
0,32;-9,756
0,32;-9,758
0,32;-9,753
0,32;-9,751
0,32;-9,754
0,32;-9,754
0,32;-9,754
0,32;-9,754
0,32;-9,756
0,32;-9,756
0,32;-9,751
0,32;-9,753
0,32;-9,753
0,32;-9,753
0,32;-9,756
0,32;-9,754
0,32;-9,751
0,32;-9,749
0,32;-9,754
0,32;-9,756
0,32;-9,753
0,32;-9,753
0,32;-9,756
0,32;-9,758
0,32;-9,758
0,32;-9,756
0,32;-9,756
0,32;-9,758
0,32;-9,756
0,32;-9,756
0,32;-9,760
0,32;-9,756
0,32;-9,756
0,32;-9,760
0,32;-9,758
0,32;-9,760
0,32;-9,760
0,32;-9,760
0,32;-9,760
0,32;-9,760
0,32;-9,760
0,32;-9,763
0,32;-9,776
0,32;-9,949
0,32;-10,003
0,32;-9,992
0,32;-10,055
0,32;-10,066
0,32;-10,067
0,32;-10,112
0,32;-10,123
0,32;-10,107
0,32;-10,121
0,32;-10,112
0,32;-10,103
0,32;-10,091
0,32;-10,089
0,32;-10,083
0,32;-10,082
0,32;-10,076
0,32;-10,082
0,32;-10,082
0,32;-10,080
