"Posición (m) Serie Nº 1";"Fuerza (N) Serie Nº 1"
0,32;-8,688
0,32;-8,687
0,32;-8,690
0,32;-8,688
0,32;-8,681
0,32;-8,683
0,32;-8,681
0,32;-8,685
0,32;-8,683
0,32;-8,681
0,32;-8,683
0,32;-8,676
0,32;-8,679
0,32;-8,679
0,32;-8,678
0,32;-8,678
0,32;-8,676
0,32;-8,676
0,32;-8,674
0,32;-8,672
0,32;-8,672
0,32;-8,674
0,32;-8,669
0,32;-8,669
0,32;-8,665
0,32;-8,665
0,32;-8,667
0,32;-8,656
0,32;-8,549
0,32;-8,499
0,32;-8,474
0,32;-8,467
0,32;-8,468
0,32;-8,474
0,32;-8,472
0,32;-8,483
0,32;-8,486
0,32;-8,492
0,32;-8,493
0,32;-8,497
0,32;-8,499
0,32;-8,502
0,32;-8,497
0,32;-8,499
0,32;-8,502
0,32;-8,501
0,32;-8,497
0,32;-8,501
0,32;-8,499
0,32;-8,501
0,32;-8,504
0,32;-8,511
0,32;-8,513
0,32;-8,510
0,32;-8,510
0,32;-8,508
0,32;-8,506
0,32;-8,501
0,32;-8,497
0,32;-8,497
0,32;-8,501
0,32;-8,504
0,32;-8,506
0,32;-8,501
0,32;-8,501
0,32;-8,501
0,32;-8,495
0,32;-8,495
0,32;-8,495
0,32;-8,495
0,32;-8,499
0,32;-8,502
0,32;-8,501
0,32;-8,501
0,32;-8,497
0,32;-8,497
0,32;-8,501
0,32;-8,508
0,32;-8,515
0,32;-8,594
0,32;-8,629
0,32;-8,628
0,32;-8,628
0,32;-8,624
0,32;-8,622
0,32;-8,622
0,32;-8,624
0,32;-8,626
0,32;-8,619
0,32;-8,620
0,32;-8,620
0,32;-8,617
0,32;-8,617
0,32;-8,615
0,32;-8,619
0,32;-8,613
0,32;-8,610
0,32;-8,608
0,32;-8,608
0,32;-8,606
0,32;-8,617
0,32;-8,615
0,32;-8,606
0,32;-8,606
0,32;-8,608
0,32;-8,599
0,32;-8,599
0,32;-8,585
0,32;-8,579
0,32;-8,574
0,32;-8,579
0,32;-8,581
0,32;-8,578
0,32;-8,567
0,32;-8,519
0,32;-8,479
0,32;-8,463
0,32;-8,461
0,32;-8,465
0,32;-8,467
0,32;-8,467
0,32;-8,467
0,32;-8,468
0,32;-8,465
0,32;-8,465
0,32;-8,463
0,32;-8,459
0,32;-8,454
0,32;-8,436
0,32;-8,422
0,32;-8,424
0,32;-8,426
0,32;-8,436
0,32;-8,443
0,32;-8,451
0,32;-8,449
0,32;-8,449
0,32;-8,447
0,32;-8,443
0,32;-8,402
0,32;-8,433
0,32;-8,452
0,32;-8,451
0,32;-8,454
0,32;-8,454
0,32;-8,458
0,32;-8,459
0,32;-8,458
0,32;-8,456
0,32;-8,452
0,32;-8,454
0,32;-8,449
0,32;-8,451
0,32;-8,445
0,32;-8,447
0,32;-8,451
0,32;-8,451
0,32;-8,451
0,32;-8,454
0,32;-8,447
0,32;-8,452
0,32;-8,454
0,32;-8,452
0,32;-8,454
0,32;-8,451
0,32;-8,458
0,32;-8,451
0,32;-8,452
0,32;-8,452
0,32;-8,445
0,32;-8,447
0,32;-8,451
0,32;-8,454
0,32;-8,454
0,32;-8,461
0,32;-8,459
0,32;-8,458
0,32;-8,465
0,32;-8,459
0,32;-8,459
0,32;-8,463
0,32;-8,458
0,32;-8,459
0,32;-8,456
0,32;-8,454
0,32;-8,452
0,32;-8,449
0,32;-8,449
0,32;-8,445
0,32;-8,443
0,32;-8,443
0,32;-8,442
0,32;-8,433
0,32;-8,327
0,32;-8,381
0,32;-8,445
0,32;-8,427
0,32;-8,422
0,32;-8,424
0,32;-8,417
0,32;-8,442
0,32;-8,447
0,32;-8,442
0,32;-8,445
0,32;-8,436
0,32;-8,438
0,32;-8,433
0,32;-8,417
0,32;-8,381
0,32;-8,374
0,32;-8,420
0,32;-8,443
0,32;-8,429
0,32;-8,434
0,32;-8,438
0,32;-8,438
0,32;-8,438
0,32;-8,438
0,32;-8,447
0,32;-8,449
0,32;-8,449
0,32;-8,465
0,32;-8,468
0,32;-8,474
0,32;-8,483
0,32;-8,524
0,32;-8,590
0,32;-8,644
0,32;-8,685
0,32;-8,687
0,32;-8,674
0,32;-8,678
0,32;-8,676
0,32;-8,665
0,32;-8,647
0,32;-8,638
0,32;-8,633
0,32;-8,629
0,32;-8,637
0,32;-8,633
0,32;-8,631
0,32;-8,633
0,32;-8,633
0,32;-8,626
0,32;-8,551
0,32;-8,429
0,32;-8,393
0,32;-8,426
0,32;-8,426
0,32;-8,429
0,32;-8,449
0,32;-8,474
0,32;-8,483
0,32;-8,486
0,32;-8,481
0,32;-8,459
0,32;-8,422
0,32;-8,393
0,32;-8,400
0,32;-8,408
0,32;-8,395
0,32;-8,392
0,32;-8,406
0,32;-8,400
0,32;-8,413
0,32;-8,434
0,32;-8,472
0,32;-8,495
0,32;-8,517
0,32;-8,522
0,32;-8,529
0,32;-8,529
0,32;-8,526
0,32;-8,526
0,32;-8,527
0,32;-8,527
0,32;-8,535
0,32;-8,533
0,32;-8,536
0,32;-8,517
0,32;-8,495
0,32;-8,488
0,32;-8,470
0,32;-8,458
0,32;-8,458
0,32;-8,452
0,32;-8,459
0,32;-8,468
0,32;-8,477
0,32;-8,477
0,32;-8,481
0,32;-8,486
0,32;-8,481
0,32;-8,472
0,32;-8,445
0,32;-8,413
0,32;-8,406
0,32;-8,411
0,32;-8,418
0,32;-8,406
0,32;-8,388
0,32;-8,363
0,32;-8,386
0,32;-8,400
0,32;-8,402
0,32;-8,406
0,32;-8,417
0,32;-8,427
0,32;-8,458
0,32;-8,461
0,32;-8,465
0,32;-8,459
0,32;-8,456
0,32;-8,456
0,32;-8,456
0,32;-8,456
0,32;-8,468
0,32;-8,485
0,32;-8,522
0,32;-8,533
0,32;-8,490
0,32;-8,383
0,32;-8,311
0,32;-8,340
0,32;-8,384
0,32;-8,386
0,32;-8,372
0,32;-8,377
0,32;-8,381
0,32;-8,384
0,32;-8,390
0,32;-8,388
0,32;-8,379
0,32;-8,372
0,32;-8,345
0,32;-8,316
0,32;-8,338
0,32;-8,349
0,32;-8,318
0,32;-8,322
0,32;-8,338
0,32;-8,322
0,32;-8,313
0,32;-8,300
0,32;-8,295
0,32;-8,309
0,32;-8,352
0,32;-8,345
0,32;-8,334
0,32;-8,340
0,32;-8,333
0,32;-8,338
0,32;-8,345
0,32;-8,374
0,32;-8,399
0,32;-8,399
0,32;-8,404
0,32;-8,433
0,32;-8,461
0,32;-8,510
0,32;-8,545
0,32;-8,579
0,32;-8,606
0,32;-8,604
0,32;-8,599
0,32;-8,585
0,32;-8,547
0,32;-8,486
0,32;-8,429
0,32;-8,409
0,32;-8,427
0,32;-8,490
0,32;-8,542
0,32;-8,567
0,32;-8,574
0,32;-8,590
0,32;-8,617
0,32;-8,637
0,32;-8,629
0,32;-8,586
0,32;-8,522
0,32;-8,447
0,32;-8,404
0,32;-8,393
0,32;-8,429
0,32;-8,497
0,32;-8,585
0,32;-8,644
0,32;-8,645
0,32;-8,622
0,32;-8,597
0,32;-8,556
0,32;-8,497
0,32;-8,443
0,32;-8,406
0,32;-8,400
0,32;-8,427
0,32;-8,483
0,32;-8,560
0,32;-8,629
0,32;-8,667
0,32;-8,685
0,32;-8,674
0,32;-8,672
0,32;-8,681
0,32;-8,667
0,32;-8,629
0,32;-8,592
0,32;-8,556
0,32;-8,529
0,32;-8,515
0,32;-8,501
0,32;-8,486
0,32;-8,474
0,32;-8,485
0,32;-8,511
0,32;-8,554
0,32;-8,586
0,32;-8,622
0,32;-8,637
0,32;-8,637
0,32;-8,624
0,32;-8,613
0,32;-8,590
0,32;-8,579
0,32;-8,590
0,32;-8,592
0,32;-8,601
0,32;-8,606
0,32;-8,604
0,32;-8,610
0,32;-8,626
0,32;-8,647
0,32;-8,674
0,32;-8,710
0,32;-8,738
0,32;-8,728
0,32;-8,710
0,32;-8,722
0,32;-8,730
0,32;-8,717
0,32;-8,719
0,32;-8,726
0,32;-8,735
0,32;-8,737
0,32;-8,738
0,32;-8,733
0,32;-8,737
0,32;-8,731
0,32;-8,740
0,32;-8,753
0,32;-8,749
0,32;-8,744
0,32;-8,746
0,32;-8,756
0,32;-8,762
0,32;-8,749
0,32;-8,730
0,32;-8,705
0,32;-8,679
0,32;-8,660
0,32;-8,658
0,32;-8,665
0,32;-8,681
0,32;-8,705
0,32;-8,730
0,32;-8,760
0,32;-8,765
0,32;-8,738
0,32;-8,694
0,32;-8,649
0,32;-8,620
0,32;-8,597
0,32;-8,579
0,32;-8,569
0,32;-8,552
0,32;-8,529
0,32;-8,515
0,32;-8,517
0,32;-8,511
0,32;-8,495
0,32;-8,493
0,32;-8,486
0,32;-8,499
0,32;-8,519
0,32;-8,542
0,32;-8,572
0,32;-8,608
0,32;-8,622
0,32;-8,619
0,32;-8,604
0,32;-8,590
0,32;-8,569
0,32;-8,538
0,32;-8,510
0,32;-8,493
0,32;-8,474
0,32;-8,467
0,32;-8,467
0,32;-8,463
0,32;-8,468
0,32;-8,468
0,32;-8,459
0,32;-8,452
0,32;-8,445
0,32;-8,442
0,32;-8,443
0,32;-8,436
0,32;-8,438
0,32;-8,442
0,32;-8,442
0,32;-8,451
0,32;-8,456
0,32;-8,470
0,32;-8,472
0,32;-8,476
0,32;-8,467
0,32;-8,463
0,32;-8,449
0,32;-8,447
0,32;-8,440
0,32;-8,434
0,32;-8,456
0,32;-8,488
0,32;-8,522
0,32;-8,572
0,32;-8,585
0,32;-8,572
0,32;-8,545
0,32;-8,517
0,32;-8,504
0,32;-8,497
0,32;-8,492
0,32;-8,479
0,32;-8,468
0,32;-8,465
0,32;-8,465
0,32;-8,476
0,32;-8,497
0,32;-8,522
0,32;-8,513
0,32;-8,468
0,32;-8,454
0,32;-8,440
0,32;-8,438
0,32;-8,442
0,32;-8,436
0,32;-8,436
0,32;-8,433
0,32;-8,438
0,32;-8,431
0,32;-8,433
0,32;-8,434
0,32;-8,449
0,32;-8,461
0,32;-8,474
0,32;-8,485
0,32;-8,479
0,32;-8,459
0,32;-8,454
0,32;-8,452
0,32;-8,447
0,32;-8,447
0,32;-8,454
0,32;-8,463
0,32;-8,468
0,32;-8,472
0,32;-8,470
0,32;-8,472
0,32;-8,463
0,32;-8,458
0,32;-8,452
0,32;-8,451
0,32;-8,458
0,32;-8,459
0,32;-8,456
0,32;-8,454
0,32;-8,442
0,32;-8,427
0,32;-8,417
0,32;-8,415
0,32;-8,427
0,32;-8,438
0,32;-8,443
0,32;-8,443
0,32;-8,442
0,32;-8,440
0,32;-8,440
0,32;-8,431
0,32;-8,431
0,32;-8,424
0,32;-8,426
0,32;-8,422
0,32;-8,424
0,32;-8,413
0,32;-8,408
0,32;-8,404
0,32;-8,404
0,32;-8,400
0,32;-8,402
0,32;-8,395
0,32;-8,393
0,32;-8,393
0,32;-8,384
0,32;-8,377
0,32;-8,379
0,32;-8,402
0,32;-8,408
0,32;-8,422
0,32;-8,429
0,32;-8,436
0,32;-8,443
0,32;-8,440
0,32;-8,434
0,32;-8,418
0,32;-8,390
0,32;-8,370
0,32;-8,365
0,32;-8,361
0,32;-8,370
0,32;-8,370
0,32;-8,375
0,32;-8,377
0,32;-8,388
0,32;-8,397
0,32;-8,400
0,32;-8,400
0,32;-8,395
0,32;-8,399
0,32;-8,395
0,32;-8,393
0,32;-8,400
0,32;-8,402
0,32;-8,409
0,32;-8,417
0,32;-8,415
0,32;-8,406
0,32;-8,397
0,32;-8,390
0,32;-8,381
0,32;-8,370
0,32;-8,372
0,32;-8,379
0,32;-8,392
0,32;-8,397
0,32;-8,406
0,32;-8,409
0,32;-8,415
0,32;-8,418
0,32;-8,418
0,32;-8,415
0,32;-8,413
0,32;-8,406
0,32;-8,397
0,32;-8,383
0,32;-8,379
0,32;-8,379
0,32;-8,388
0,32;-8,397
0,32;-8,402
0,32;-8,400
0,32;-8,392
0,32;-8,384
0,32;-8,374
0,32;-8,368
0,32;-8,363
0,32;-8,358
0,32;-8,359
0,32;-8,372
0,32;-8,390
0,32;-8,404
0,32;-8,413
0,32;-8,420
0,32;-8,418
0,32;-8,408
0,32;-8,384
0,32;-8,359
0,32;-8,327
0,32;-8,320
0,32;-8,383
0,32;-8,390
0,32;-8,408
0,32;-8,434
0,32;-8,454
0,32;-8,490
0,32;-8,522
0,32;-8,535
0,32;-8,527
0,32;-8,476
0,32;-8,486
0,32;-8,504
0,32;-8,497
0,32;-8,456
0,32;-8,388
0,32;-8,341
0,32;-8,340
0,32;-8,352
0,32;-8,363
0,32;-8,366
0,32;-8,363
0,32;-8,358
0,32;-8,352
0,32;-8,356
0,32;-8,359
0,32;-8,397
0,32;-8,459
0,32;-8,520
0,32;-8,595
0,32;-8,654
0,32;-8,667
0,32;-8,642
0,32;-8,578
0,32;-8,510
0,32;-8,495
0,32;-8,486
0,32;-8,485
0,32;-8,504
0,32;-8,527
0,32;-8,552
0,32;-8,595
0,32;-8,640
0,32;-8,654
0,32;-8,644
0,32;-8,620
0,32;-8,595
0,32;-8,592
0,32;-8,590
0,32;-8,585
0,32;-8,576
0,32;-8,565
0,32;-8,545
0,32;-8,511
0,32;-8,468
0,32;-8,438
0,32;-8,467
0,32;-8,561
0,32;-8,644
0,32;-8,710
0,32;-8,746
0,32;-8,760
0,32;-8,728
0,32;-8,712
0,32;-8,688
0,32;-8,669
0,32;-8,658
0,32;-8,640
0,32;-8,633
0,32;-8,626
0,32;-8,628
0,32;-8,629
0,32;-8,629
0,32;-8,626
0,32;-8,615
0,32;-8,586
0,32;-8,493
0,32;-8,365
0,32;-8,302
0,32;-8,333
0,32;-8,345
0,32;-8,349
0,32;-8,366
0,32;-8,359
0,32;-8,315
0,32;-8,290
0,32;-8,309
0,32;-8,327
0,32;-8,327
0,32;-8,329
0,32;-8,329
0,32;-8,331
0,32;-8,333
0,32;-8,329
0,32;-8,333
0,32;-8,334
0,32;-8,336
0,32;-8,350
0,32;-8,467
0,32;-8,610
0,32;-8,628
0,32;-8,590
0,32;-8,488
0,32;-8,415
0,32;-8,379
0,32;-8,363
0,32;-8,363
0,32;-8,368
0,32;-8,372
0,32;-8,372
0,32;-8,359
0,32;-8,315
0,32;-8,250
0,32;-8,290
0,32;-8,327
0,32;-8,307
0,32;-8,306
0,32;-8,311
0,32;-8,297
0,32;-8,291
0,32;-8,293
0,32;-8,297
0,32;-8,299
0,32;-8,304
0,32;-8,307
0,32;-8,309
0,32;-8,316
0,32;-8,318
0,32;-8,320
0,32;-8,318
0,32;-8,316
0,32;-8,324
0,32;-8,329
0,32;-8,329
0,32;-8,325
0,32;-8,320
0,32;-8,316
0,32;-8,311
0,32;-8,265
0,32;-8,270
0,32;-8,307
0,32;-8,399
0,32;-8,451
0,32;-8,474
0,32;-8,470
0,32;-8,415
0,32;-8,325
0,32;-8,263
0,32;-8,272
0,32;-8,318
0,32;-8,325
0,32;-8,327
0,32;-8,336
0,32;-8,340
0,32;-8,349
0,32;-8,349
0,32;-8,350
0,32;-8,341
0,32;-8,388
0,32;-8,365
0,32;-8,409
0,32;-8,449
0,32;-8,411
0,32;-8,307
0,32;-8,320
0,32;-8,361
0,32;-8,479
0,32;-8,456
0,32;-8,520
0,32;-8,474
0,32;-8,561
0,32;-8,556
0,32;-8,490
0,32;-8,524
0,32;-8,511
0,32;-8,504
0,32;-8,515
0,32;-8,499
0,32;-8,420
0,32;-8,358
0,32;-8,320
0,32;-8,315
0,32;-8,331
0,32;-8,338
0,32;-8,338
0,32;-8,333
0,32;-8,329
0,32;-8,322
0,32;-8,316
0,32;-8,291
0,32;-8,270
0,32;-8,282
0,32;-8,311
0,32;-8,313
0,32;-8,338
0,32;-8,408
0,32;-8,485
0,32;-8,549
0,32;-8,590
0,32;-8,622
0,32;-8,679
0,32;-8,715
0,32;-8,708
0,32;-8,708
0,32;-8,737
0,32;-8,758
0,32;-8,737
0,32;-8,733
0,32;-8,749
0,32;-8,749
0,32;-8,744
0,32;-8,731
0,32;-8,730
0,32;-8,726
0,32;-8,708
0,32;-8,706
0,32;-8,703
0,32;-8,703
0,32;-8,705
0,32;-8,703
0,32;-8,699
0,32;-8,696
0,32;-8,697
0,32;-8,706
0,32;-8,701
0,32;-8,696
0,32;-8,699
0,32;-8,696
0,32;-8,699
0,32;-8,620
0,32;-8,604
0,32;-8,612
0,32;-8,606
0,32;-8,574
0,32;-8,526
0,32;-8,485
0,32;-8,476
0,32;-8,488
0,32;-8,513
0,32;-8,527
0,32;-8,529
0,32;-8,524
0,32;-8,517
0,32;-8,501
0,32;-8,493
0,32;-8,493
0,32;-8,488
0,32;-8,486
0,32;-8,502
0,32;-8,606
0,32;-8,601
0,32;-8,583
0,32;-8,549
0,32;-8,481
0,32;-8,422
0,32;-8,366
0,32;-8,324
0,32;-8,281
0,32;-8,320
0,32;-8,331
0,32;-8,325
0,32;-8,361
0,32;-8,377
0,32;-8,374
0,32;-8,377
0,32;-8,370
0,32;-8,325
0,32;-8,252
0,32;-8,313
0,32;-8,315
0,32;-8,293
0,32;-8,277
0,32;-8,270
0,32;-8,282
0,32;-8,297
0,32;-8,336
0,32;-8,397
0,32;-8,415
0,32;-8,424
0,32;-8,420
0,32;-8,420
0,32;-8,429
0,32;-8,436
0,32;-8,465
0,32;-8,519
0,32;-8,563
0,32;-8,581
0,32;-8,595
0,32;-8,599
0,32;-8,604
0,32;-8,599
0,32;-8,590
0,32;-8,579
0,32;-8,558
0,32;-8,549
0,32;-8,549
0,32;-8,544
0,32;-8,547
0,32;-8,554
0,32;-8,615
0,32;-8,681
0,32;-8,667
0,32;-8,644
0,32;-8,660
0,32;-8,660
0,32;-8,656
0,32;-8,658
0,32;-8,701
0,32;-8,696
0,32;-8,681
0,32;-8,672
0,32;-8,633
