"Posición (m) Serie Nº 1";"Fuerza (N) Serie Nº 1"
0,32;-9,617
0,32;-9,613
0,32;-9,613
0,32;-9,615
0,32;-9,615
0,32;-9,613
0,32;-9,615
0,32;-9,615
0,32;-9,615
0,32;-9,617
0,32;-9,611
0,32;-9,618
0,32;-9,606
0,32;-9,615
0,32;-9,611
0,32;-9,611
0,32;-9,613
0,32;-9,613
0,32;-9,533
0,32;-9,270
0,32;-9,552
0,32;-9,549
0,32;-9,395
0,32;-9,309
0,32;-9,339
0,32;-9,364
0,32;-9,357
0,32;-9,339
0,32;-8,966
0,32;-8,785
0,32;-8,828
0,32;-8,801
0,32;-8,730
0,32;-8,449
0,32;-8,295
0,31;-8,159
0,31;-8,096
0,31;-8,009
0,31;-7,989
0,31;-7,941
0,31;-7,914
0,31;-7,796
0,31;-7,746
0,31;-7,705
0,31;-7,671
0,31;-7,653
0,31;-7,667
0,31;-7,685
0,31;-7,782
0,31;-7,775
0,31;-7,465
0,31;-7,467
0,31;-7,469
0,31;-7,517
0,31;-7,531
0,31;-7,447
0,31;-7,410
0,31;-7,372
0,31;-7,318
0,31;-7,354
0,31;-7,331
0,31;-7,363
0,31;-7,322
0,31;-7,304
0,31;-7,195
0,31;-7,224
0,31;-7,136
0,31;-7,165
0,31;-7,125
0,31;-7,061
0,31;-7,027
0,31;-6,979
0,31;-6,998
0,31;-6,986
0,31;-6,964
0,31;-6,972
0,30;-6,955
0,30;-6,848
0,30;-6,823
0,30;-6,766
0,30;-6,780
0,30;-6,778
0,30;-6,768
0,30;-6,752
0,30;-6,727
0,30;-6,701
0,30;-6,694
0,30;-6,659
0,30;-6,617
0,30;-6,585
0,30;-6,553
0,30;-6,562
0,30;-6,603
0,30;-6,542
0,30;-6,533
0,30;-6,519
0,30;-6,465
0,30;-6,439
0,30;-6,388
0,30;-6,394
0,30;-6,349
0,30;-6,351
0,30;-6,372
0,30;-6,342
0,30;-6,317
0,30;-6,285
0,30;-6,270
0,30;-6,247
0,30;-6,158
0,30;-6,152
0,30;-6,176
0,30;-6,179
0,30;-6,160
0,30;-6,143
0,30;-6,108
0,30;-6,045
0,30;-6,015
0,30;-6,015
0,30;-6,013
0,30;-6,011
0,30;-5,988
0,30;-5,957
0,29;-5,922
0,29;-5,879
0,29;-5,854
0,29;-5,861
0,29;-5,854
0,29;-5,823
0,29;-5,825
0,29;-5,820
0,29;-5,809
0,29;-5,779
0,29;-5,745
0,29;-5,680
0,29;-5,643
0,29;-5,609
0,29;-5,637
0,29;-5,603
0,29;-5,646
0,29;-5,643
0,29;-5,612
0,29;-5,573
0,29;-5,532
0,29;-5,514
0,29;-5,480
0,29;-5,457
0,29;-5,405
0,29;-5,392
0,29;-5,403
0,29;-5,435
0,29;-5,385
0,29;-5,389
0,29;-5,353
0,29;-5,333
0,29;-5,305
0,29;-5,271
0,29;-5,244
0,29;-5,244
0,29;-5,251
0,29;-5,244
0,29;-5,224
0,29;-5,185
0,29;-5,138
0,29;-5,135
0,29;-5,149
0,29;-5,099
0,29;-5,069
0,29;-5,058
0,29;-5,045
0,29;-5,049
0,29;-5,024
0,29;-5,011
0,29;-5,004
0,29;-4,977
0,29;-4,951
0,29;-4,961
0,29;-4,960
0,29;-4,949
0,29;-4,883
0,29;-4,867
0,28;-4,874
0,28;-4,859
0,28;-4,827
0,28;-4,808
0,28;-4,784
0,28;-4,777
0,28;-4,777
0,28;-4,756
0,28;-4,736
0,28;-4,734
0,28;-4,650
0,28;-4,627
0,28;-4,634
0,28;-4,600
0,28;-4,591
0,28;-4,589
0,28;-4,580
0,28;-4,550
0,28;-4,559
0,28;-4,475
0,28;-4,487
0,28;-4,436
0,28;-4,452
0,28;-4,351
0,28;-4,362
0,28;-4,348
0,28;-4,377
0,28;-4,371
0,28;-4,373
0,28;-4,341
0,28;-4,258
0,28;-4,239
0,28;-4,223
0,28;-4,228
0,28;-4,219
0,28;-4,208
0,28;-4,228
0,28;-4,183
0,28;-4,196
0,28;-4,153
0,28;-4,139
0,28;-4,137
0,28;-4,128
0,28;-4,119
0,28;-4,123
0,28;-4,089
0,28;-4,081
0,28;-4,080
0,28;-4,089
0,28;-4,064
0,28;-4,080
0,28;-4,067
0,28;-3,996
0,28;-3,979
0,28;-3,976
0,28;-3,978
0,28;-3,978
0,28;-3,969
0,28;-3,944
0,28;-3,897
0,28;-3,901
0,28;-3,928
0,28;-3,933
0,28;-3,913
0,28;-3,874
0,28;-3,802
0,28;-3,781
0,27;-3,801
0,27;-3,792
0,27;-3,793
0,27;-3,767
0,27;-3,749
0,27;-3,763
0,27;-3,751
0,27;-3,686
0,27;-3,640
0,27;-3,686
0,27;-3,656
0,27;-3,654
0,27;-3,600
0,27;-3,577
0,27;-3,600
0,27;-3,604
0,27;-3,584
0,27;-3,577
0,27;-3,574
0,27;-3,509
0,27;-3,523
0,27;-3,536
0,27;-3,518
0,27;-3,514
0,27;-3,482
0,27;-3,466
0,27;-3,445
0,27;-3,427
0,27;-3,425
0,27;-3,404
0,27;-3,411
0,27;-3,405
0,27;-3,382
0,27;-3,400
0,27;-3,375
0,27;-3,320
0,27;-3,291
0,27;-3,266
0,27;-3,259
0,27;-3,257
0,27;-3,253
0,27;-3,252
0,27;-3,223
0,27;-3,200
0,27;-3,182
0,27;-3,173
0,27;-3,153
0,27;-3,146
0,27;-3,109
0,27;-3,083
0,27;-3,067
0,27;-3,096
0,27;-3,114
0,27;-3,094
0,27;-3,071
0,27;-3,048
0,27;-3,024
0,27;-2,994
0,27;-2,964
0,27;-2,967
0,27;-2,965
0,27;-2,969
0,27;-2,953
0,27;-2,942
0,27;-2,951
0,27;-2,946
0,27;-2,944
0,27;-2,926
0,27;-2,876
0,27;-2,849
0,27;-2,844
0,27;-2,849
0,27;-2,842
0,27;-2,849
0,27;-2,822
0,27;-2,796
0,27;-2,801
0,27;-2,792
0,27;-2,803
0,27;-2,767
0,27;-2,717
0,27;-2,704
0,27;-2,711
0,27;-2,713
0,26;-2,731
0,26;-2,719
0,26;-2,704
0,26;-2,686
0,26;-2,649
0,26;-2,622
0,26;-2,606
0,26;-2,604
0,26;-2,586
0,26;-2,593
0,26;-2,585
0,26;-2,565
0,26;-2,581
0,26;-2,565
0,26;-2,531
0,26;-2,520
0,26;-2,495
0,26;-2,500
0,26;-2,499
0,26;-2,488
0,26;-2,458
0,26;-2,461
0,26;-2,461
0,26;-2,422
0,26;-2,402
0,26;-2,388
0,26;-2,363
0,26;-2,366
0,26;-2,375
0,26;-2,368
0,26;-2,352
0,26;-2,327
0,26;-2,354
0,26;-2,309
0,26;-2,306
0,26;-2,284
0,26;-2,257
0,26;-2,232
0,26;-2,239
0,26;-2,204
0,26;-2,246
0,26;-2,259
0,26;-2,252
0,26;-2,241
0,26;-2,227
0,26;-2,213
0,26;-2,184
0,26;-2,159
0,26;-2,148
0,26;-2,153
0,26;-2,152
0,26;-2,146
0,26;-2,155
0,26;-2,166
0,26;-2,127
0,26;-2,109
0,26;-2,096
0,26;-2,116
0,26;-2,093
0,26;-2,057
0,26;-2,077
0,26;-2,094
0,26;-2,130
0,26;-2,157
0,26;-2,137
0,26;-2,100
0,26;-2,089
0,26;-2,086
0,26;-2,084
0,26;-2,078
0,26;-2,066
0,26;-2,044
0,26;-2,032
0,26;-2,030
0,26;-2,023
0,26;-2,060
0,26;-2,111
0,26;-2,125
0,26;-2,096
0,26;-2,073
0,26;-2,050
0,26;-2,007
0,26;-1,978
0,26;-1,989
0,26;-2,001
0,26;-2,000
0,26;-2,030
0,26;-2,052
0,26;-2,027
0,26;-2,010
0,26;-2,009
0,26;-2,005
0,26;-1,980
0,26;-1,928
0,26;-1,901
0,26;-1,910
0,26;-1,903
0,26;-1,898
0,26;-1,901
0,26;-1,905
0,26;-1,898
0,26;-1,889
0,26;-1,848
0,26;-1,837
0,26;-1,853
0,26;-1,853
0,26;-1,853
0,26;-1,842
0,26;-1,832
0,26;-1,810
0,26;-1,796
0,26;-1,771
0,26;-1,746
0,26;-1,731
0,26;-1,739
0,26;-1,771
0,26;-1,787
0,26;-1,753
0,26;-1,719
0,26;-1,705
0,26;-1,726
0,26;-1,739
0,26;-1,722
0,26;-1,708
0,26;-1,665
0,26;-1,663
0,26;-1,687
0,26;-1,699
0,26;-1,701
0,26;-1,696
0,26;-1,690
0,26;-1,681
0,26;-1,665
0,26;-1,647
0,26;-1,631
0,25;-1,619
0,25;-1,622
0,25;-1,604
0,25;-1,594
0,25;-1,617
0,25;-1,644
0,25;-1,608
0,25;-1,622
0,25;-1,653
0,25;-1,590
0,25;-1,596
0,25;-1,562
0,25;-1,587
0,25;-1,606
0,25;-1,635
0,25;-1,615
0,25;-1,596
0,25;-1,556
0,25;-1,535
0,25;-1,520
0,25;-1,526
0,25;-1,544
0,25;-1,563
0,25;-1,553
0,25;-1,519
0,25;-1,497
0,25;-1,470
0,25;-1,481
0,25;-1,481
0,25;-1,529
0,25;-1,522
0,25;-1,501
0,25;-1,494
0,25;-1,483
0,25;-1,460
0,25;-1,481
0,25;-1,467
0,25;-1,485
0,25;-1,488
0,25;-1,492
0,25;-1,465
0,25;-1,443
0,25;-1,429
0,25;-1,406
0,25;-1,418
0,25;-1,467
0,25;-1,499
0,25;-1,517
0,25;-1,486
0,25;-1,465
0,25;-1,470
0,25;-1,417
0,25;-1,406
0,25;-1,402
0,25;-1,404
0,25;-1,404
0,25;-1,408
0,25;-1,413
0,25;-1,408
0,25;-1,390
0,25;-1,384
0,25;-1,376
0,25;-1,372
0,25;-1,386
0,25;-1,374
0,25;-1,374
0,25;-1,372
0,25;-1,370
0,25;-1,350
0,25;-1,320
0,25;-1,291
0,25;-1,290
0,25;-1,291
0,25;-1,313
0,25;-1,336
0,25;-1,325
0,25;-1,318
0,25;-1,342
0,25;-1,342
0,25;-1,304
0,25;-1,281
0,25;-1,236
0,25;-1,270
0,25;-1,250
0,25;-1,241
0,25;-1,270
0,25;-1,261
0,25;-1,275
0,25;-1,241
0,25;-1,249
0,25;-1,259
0,25;-1,206
0,25;-1,200
0,25;-1,182
0,25;-1,161
0,25;-1,172
0,25;-1,207
0,25;-1,220
0,25;-1,229
0,25;-1,227
0,25;-1,211
0,25;-1,190
0,25;-1,182
0,25;-1,163
0,25;-1,143
0,25;-1,127
0,25;-1,102
0,25;-1,109
0,25;-1,138
0,25;-1,138
0,25;-1,116
0,25;-1,170
0,25;-1,152
0,25;-1,111
0,25;-1,082
0,25;-1,073
0,25;-1,082
0,25;-1,068
0,25;-1,066
0,25;-1,045
0,25;-1,029
0,25;-1,018
0,25;-1,036
0,25;-1,023
0,25;-1,004
0,25;-0,970
0,25;-0,993
0,25;-0,977
0,25;-0,957
0,25;-0,948
0,25;-0,928
0,25;-0,945
0,25;-0,962
0,25;-0,962
0,25;-0,986
0,25;-0,919
0,25;-0,878
0,25;-0,852
0,25;-0,869
0,25;-0,862
0,25;-0,859
0,25;-0,853
0,25;-0,826
0,25;-0,812
0,25;-0,809
0,25;-0,801
0,25;-0,809
0,25;-0,835
0,25;-0,846
0,25;-0,826
0,25;-0,835
0,25;-0,839
0,25;-0,812
0,25;-0,787
0,25;-0,767
0,25;-0,771
0,25;-0,760
0,25;-0,766
0,25;-0,789
0,25;-0,791
0,25;-0,762
0,25;-0,737
0,25;-0,733
0,25;-0,748
0,25;-0,753
0,25;-0,741
0,25;-0,739
0,25;-0,728
0,25;-0,732
0,25;-0,741
0,25;-0,746
0,25;-0,741
0,25;-0,723
0,25;-0,699
0,25;-0,699
0,25;-0,737
0,25;-0,750
0,25;-0,714
0,25;-0,685
0,25;-0,691
0,25;-0,689
0,25;-0,685
0,25;-0,683
0,25;-0,701
0,25;-0,710
0,25;-0,710
0,25;-0,708
0,25;-0,685
0,25;-0,669
0,25;-0,673
0,25;-0,669
0,25;-0,655
0,25;-0,646
0,25;-0,653
0,25;-0,642
0,25;-0,617
0,25;-0,623
0,25;-0,621
0,24;-0,617
0,24;-0,603
0,24;-0,599
0,24;-0,581
0,24;-0,607
0,24;-0,626
0,24;-0,640
0,24;-0,607
0,24;-0,603
0,24;-0,583
0,24;-0,564
0,24;-0,551
0,24;-0,551
0,24;-0,573
0,24;-0,587
0,24;-0,592
0,24;-0,564
0,24;-0,539
0,24;-0,533
0,24;-0,533
0,24;-0,547
0,24;-0,564
0,24;-0,558
0,24;-0,567
0,24;-0,573
0,24;-0,574
0,24;-0,578
0,24;-0,558
0,24;-0,549
0,24;-0,553
0,24;-0,546
0,24;-0,540
0,24;-0,528
0,24;-0,519
0,24;-0,524
0,24;-0,540
0,24;-0,539
0,24;-0,537
0,24;-0,530
0,24;-0,515
0,24;-0,494
0,24;-0,494
0,24;-0,512
0,24;-0,515
0,24;-0,510
0,24;-0,485
0,24;-0,483
0,24;-0,415
0,24;-0,406
0,24;-0,438
0,24;-0,472
0,24;-0,485
0,24;-0,515
0,24;-0,547
0,24;-0,549
0,24;-0,483
0,24;-0,413
0,24;-0,397
0,24;-0,415
0,24;-0,431
0,24;-0,438
0,24;-0,431
0,24;-0,419
0,24;-0,421
0,24;-0,426
0,24;-0,421
0,24;-0,429
0,24;-0,437
0,24;-0,444
0,24;-0,454
0,24;-0,456
0,24;-0,467
0,24;-0,467
0,24;-0,469
0,24;-0,463
0,24;-0,456
0,24;-0,433
0,24;-0,412
0,24;-0,417
0,24;-0,424
0,24;-0,422
0,24;-0,428
0,24;-0,433
0,24;-0,440
0,24;-0,440
0,24;-0,442
0,24;-0,429
0,24;-0,435
0,24;-0,438
0,24;-0,446
0,24;-0,449
0,24;-0,451
0,24;-0,454
0,24;-0,440
0,24;-0,410
0,24;-0,410
0,24;-0,401
0,24;-0,394
0,24;-0,385
0,24;-0,388
0,24;-0,395
0,24;-0,387
0,24;-0,370
0,24;-0,379
0,24;-0,385
0,24;-0,397
0,24;-0,385
0,24;-0,378
0,24;-0,392
0,24;-0,381
0,24;-0,354
0,24;-0,353
0,24;-0,344
0,24;-0,328
0,24;-0,331
0,24;-0,340
0,24;-0,347
0,24;-0,369
0,24;-0,378
0,24;-0,381
0,24;-0,360
0,24;-0,354
0,24;-0,336
0,24;-0,313
0,24;-0,299
0,24;-0,311
0,24;-0,322
0,24;-0,335
0,24;-0,324
0,24;-0,326
0,24;-0,336
0,24;-0,338
0,24;-0,336
0,24;-0,322
0,24;-0,319
0,24;-0,331
0,24;-0,342
0,24;-0,351
0,24;-0,360
0,24;-0,363
0,24;-0,360
0,24;-0,354
0,24;-0,354
0,24;-0,351
0,24;-0,340
0,24;-0,331
0,24;-0,322
0,24;-0,308
0,24;-0,295
0,24;-0,302
0,24;-0,313
0,24;-0,315
0,24;-0,333
0,24;-0,349
0,24;-0,363
0,24;-0,365
0,24;-0,360
0,24;-0,351
0,24;-0,329
0,24;-0,308
0,24;-0,306
0,24;-0,310
0,24;-0,310
0,24;-0,315
0,24;-0,315
0,24;-0,317
0,24;-0,319
0,24;-0,319
0,24;-0,308
0,24;-0,302
0,24;-0,297
0,24;-0,297
0,24;-0,299
0,24;-0,294
0,24;-0,294
0,24;-0,292
0,24;-0,306
0,24;-0,317
0,24;-0,322
0,24;-0,320
0,24;-0,324
0,24;-0,331
0,24;-0,338
0,24;-0,338
0,24;-0,344
0,24;-0,347
0,24;-0,356
0,24;-0,354
0,24;-0,360
0,24;-0,360
0,24;-0,354
0,24;-0,354
0,24;-0,354
0,24;-0,358
0,24;-0,356
0,24;-0,358
0,24;-0,361
0,24;-0,365
0,24;-0,369
0,24;-0,365
0,24;-0,356
0,24;-0,360
0,24;-0,356
0,24;-0,351
0,24;-0,261
0,24;-0,202
0,24;-0,197
0,24;-0,193
0,24;-0,206
0,24;-0,201
0,24;-0,202
0,24;-0,188
0,24;-0,124
0,24;-0,142
0,24;-0,170
0,24;-0,181
0,24;-0,175
0,24;-0,174
0,24;-0,168
0,24;-0,167
0,24;-0,165
0,24;-0,145
0,24;-0,125
0,24;-0,097
0,24;-0,081
0,24;-0,070
0,24;-0,054
0,24;-0,049
0,24;-0,041
0,24;-0,041
0,24;-0,045
0,24;-0,054
0,24;-0,063
0,24;-0,068
0,24;-0,072
0,24;-0,070
0,24;-0,072
0,24;-0,074
0,24;-0,074
0,24;-0,075
0,24;-0,070
0,24;-0,075
0,24;-0,075
0,24;-0,079
0,24;-0,079
0,24;-0,075
0,24;-0,077
0,24;-0,079
0,24;-0,068
0,24;-0,050
0,24;-0,040
0,24;-0,036
0,24;-0,036
0,24;-0,034
0,24;-0,040
0,24;-0,043
0,24;-0,041
0,24;-0,041
0,24;-0,034
0,24;-0,036
0,24;-0,040
0,24;-0,041
0,24;-0,049
0,24;-0,047
0,24;-0,050
0,24;-0,050
0,24;-0,050
0,24;-0,052
0,24;-0,052
0,24;-0,054
0,24;-0,057
0,24;-0,056
0,24;-0,056
0,24;-0,052
0,24;-0,057
0,24;-0,054
0,24;-0,052
0,24;-0,054
0,24;-0,057
0,24;-0,056
0,24;-0,054
0,24;-0,061
0,24;-0,054
0,24;-0,059
0,24;-0,059
0,24;-0,056
0,24;-0,056
0,24;-0,059
0,24;-0,057
0,24;-0,059
0,24;-0,057
0,24;-0,056
0,24;-0,054
0,24;-0,057
0,24;-0,059
0,24;-0,057
0,24;-0,059
0,24;-0,059
0,24;-0,056
0,24;-0,057
0,24;-0,052
0,24;-0,029
0,24;-0,029
0,24;-0,027
0,24;-0,032
0,24;-0,036
0,24;-0,036
0,24;-0,040
0,24;-0,036
0,24;-0,025
0,24;-0,020
0,24;-0,016
0,24;-0,018
0,24;-0,020
0,24;-0,023
0,24;-0,025
0,24;-0,027
0,24;-0,018
0,24;-0,018
0,24;-0,013
0,24;-0,009
0,24;-0,007
0,24;-0,011
0,24;-0,006
0,24;-0,007
0,24;-0,006
0,24;-0,006
0,24;-0,007
0,24;-0,002
0,24;-0,002
0,24;-0,002
0,24;0,002
0,24;-2,236E-4
0,24;-2,236E-4
0,24;0,002
0,24;-2,236E-4
0,24;0,005
0,24;-2,236E-4
0,24;0,005
0,24;0,005
0,24;0,003
0,24;0,005
0,24;0,003
0,24;0,005
0,24;0,009
0,24;0,007
0,24;0,011
0,24;0,009
0,24;0,007
0,24;0,005
0,24;0,012
0,24;0,009
0,24;0,007
0,24;0,009
0,24;0,011
0,24;0,012
0,24;0,011
0,24;0,009
0,24;0,011
0,24;0,011
0,24;0,009
0,24;0,011
0,24;0,011
0,24;0,007
0,24;0,005
0,24;0,007
0,24;0,005
0,24;0,009
0,24;0,009
0,24;0,007
0,24;0,011
0,24;0,012
0,24;0,007
0,24;0,002
0,24;0,005
0,24;0,009
0,24;0,009
0,24;0,003
0,24;0,011
0,24;0,009
0,24;0,011
0,24;0,009
0,24;0,009
0,24;0,012
0,24;0,007
0,24;0,011
0,24;0,012
0,24;0,009
0,24;0,012
0,24;0,011
0,24;0,011
0,24;0,009
0,24;0,009
0,24;0,012
0,24;0,011
0,24;0,009
0,24;0,014
0,24;0,012
0,24;0,007
0,24;0,011
0,24;0,012
0,24;0,011
0,24;0,009
0,24;0,009
0,24;0,009
0,24;0,009
;0,011
