"Posición (m) Serie Nº 1";"Fuerza (N) Serie Nº 1"
0,32;-10,076
0,32;-10,080
0,32;-10,092
0,32;-10,080
0,32;-10,066
0,32;-9,987
0,32;-9,978
0,32;-10,069
0,32;-9,967
0,32;-10,015
0,32;-9,996
0,32;-9,987
0,32;-10,017
0,32;-10,037
0,32;-10,039
0,32;-10,046
0,32;-9,998
0,32;-10,008
0,32;-10,040
0,32;-10,042
0,32;-10,028
0,32;-10,087
0,32;-10,089
0,32;-10,064
0,32;-10,117
0,32;-10,080
0,32;-9,999
0,32;-9,964
0,32;-9,940
0,32;-9,361
0,32;-9,690
0,32;-9,711
0,32;-9,670
0,32;-9,692
0,32;-9,711
0,32;-9,645
0,32;-9,592
0,32;-9,561
0,32;-9,586
0,32;-9,584
0,32;-9,574
0,32;-9,577
0,32;-9,570
0,32;-9,549
0,32;-9,549
0,32;-9,554
0,32;-9,550
0,32;-9,522
0,32;-9,502
0,32;-9,524
0,32;-9,459
0,32;-9,541
0,32;-9,377
0,32;-9,499
0,32;-9,531
0,32;-9,463
0,32;-9,554
0,32;-9,475
0,32;-9,468
0,32;-9,457
0,32;-9,499
0,32;-9,452
0,32;-9,454
0,32;-9,409
0,32;-9,384
0,32;-9,330
0,32;-9,341
0,32;-9,372
0,32;-9,300
0,32;-9,302
0,32;-9,330
0,32;-9,327
0,32;-9,316
0,32;-9,300
0,32;-9,277
0,32;-9,236
0,32;-9,270
0,32;-9,289
0,32;-9,266
0,32;-9,216
0,32;-9,195
0,32;-9,207
0,32;-9,164
0,32;-9,128
0,32;-9,143
0,32;-9,119
0,32;-9,123
0,32;-9,119
0,32;-9,109
0,32;-9,064
0,32;-9,064
0,32;-9,046
0,32;-9,037
0,32;-9,035
0,32;-9,077
0,32;-9,053
0,32;-8,996
0,32;-8,985
0,32;-8,984
0,32;-8,975
0,32;-8,955
0,32;-8,951
0,32;-8,950
0,32;-8,933
0,32;-8,914
0,32;-8,887
0,32;-8,871
0,32;-8,862
0,32;-8,878
0,32;-8,894
0,32;-8,853
0,32;-8,831
0,32;-8,828
0,32;-8,792
0,32;-8,780
0,32;-8,764
0,32;-8,751
0,32;-8,713
0,32;-8,692
0,32;-8,708
0,32;-8,662
0,32;-8,590
0,32;-8,536
0,32;-8,522
0,32;-8,493
0,32;-8,506
0,32;-8,456
0,32;-8,409
0,32;-8,343
0,32;-8,374
0,32;-8,358
0,32;-8,297
0,32;-8,290
0,31;-8,273
0,31;-8,245
0,31;-8,229
0,31;-8,247
0,31;-8,229
0,31;-8,223
0,31;-8,229
0,31;-8,202
0,31;-8,139
0,31;-8,130
0,31;-8,120
0,31;-8,089
0,31;-8,100
0,31;-8,093
0,31;-8,054
0,31;-8,025
0,31;-8,020
0,31;-8,000
0,31;-8,023
0,31;-8,064
0,31;-8,109
0,31;-8,055
0,31;-7,996
0,31;-7,973
0,31;-7,971
0,31;-7,939
0,31;-7,961
0,31;-7,959
0,31;-7,948
0,31;-7,902
0,31;-7,909
0,31;-7,873
0,31;-7,869
0,31;-7,894
0,31;-7,880
0,31;-7,880
0,31;-7,860
0,31;-7,857
0,31;-7,825
0,31;-7,775
0,31;-7,794
0,31;-7,805
0,31;-7,828
0,31;-7,805
0,31;-7,803
0,31;-7,794
0,31;-7,769
0,31;-7,760
0,31;-7,753
0,31;-7,749
0,31;-7,780
0,31;-7,764
0,31;-7,733
0,31;-7,730
0,31;-7,724
0,31;-7,671
0,31;-7,665
0,31;-7,678
0,31;-7,692
0,31;-7,690
0,31;-7,739
0,31;-7,721
0,31;-7,655
0,31;-7,624
0,31;-7,623
0,31;-7,630
0,31;-7,603
0,31;-7,583
0,31;-7,562
0,31;-7,580
0,31;-7,560
0,31;-7,544
0,31;-7,560
0,31;-7,583
0,31;-7,547
0,31;-7,519
0,31;-7,506
0,31;-7,460
0,31;-7,442
0,31;-7,462
0,31;-7,453
0,31;-7,419
0,31;-7,406
0,31;-7,404
0,31;-7,385
0,31;-7,338
0,31;-7,356
0,31;-7,317
0,31;-7,340
0,31;-7,263
0,31;-7,236
0,31;-7,238
0,31;-7,254
0,31;-7,301
0,31;-7,331
0,31;-7,327
0,31;-7,249
0,31;-7,238
0,31;-7,190
0,31;-7,183
0,31;-7,141
0,31;-7,138
0,31;-7,159
0,31;-7,158
0,31;-7,156
0,31;-7,129
0,31;-7,086
0,31;-7,127
0,31;-7,127
0,31;-7,075
0,31;-7,045
0,31;-7,045
0,31;-7,065
0,31;-7,023
0,31;-6,988
0,31;-6,968
0,31;-7,007
0,31;-6,963
0,30;-6,932
0,30;-6,939
0,30;-6,929
0,30;-6,895
0,30;-6,911
0,30;-6,911
0,30;-6,887
0,30;-6,880
0,30;-6,823
0,30;-6,775
0,30;-6,759
0,30;-6,769
0,30;-6,809
0,30;-6,784
0,30;-6,793
0,30;-6,760
0,30;-6,746
0,30;-6,716
0,30;-6,707
0,30;-6,709
0,30;-6,753
0,30;-6,739
0,30;-6,732
0,30;-6,744
0,30;-6,696
0,30;-6,619
0,30;-6,585
0,30;-6,569
0,30;-6,591
0,30;-6,582
0,30;-6,591
0,30;-6,557
0,30;-6,539
0,30;-6,528
0,30;-6,553
0,30;-6,533
0,30;-6,474
0,30;-6,478
0,30;-6,446
0,30;-6,435
0,30;-6,405
0,30;-6,376
0,30;-6,376
0,30;-6,367
0,30;-6,324
0,30;-6,303
0,30;-6,269
0,30;-6,240
0,30;-6,215
0,30;-6,217
0,30;-6,210
0,30;-6,174
0,30;-6,154
0,30;-6,133
0,30;-6,133
0,30;-6,143
0,30;-6,109
0,30;-6,093
0,30;-6,072
0,30;-6,063
0,30;-6,016
0,30;-5,995
0,30;-5,952
0,30;-5,947
0,29;-5,995
0,29;-5,963
0,29;-5,941
0,29;-5,890
0,29;-5,861
0,29;-5,843
0,29;-5,836
0,29;-5,795
0,29;-5,768
0,29;-5,754
0,29;-5,752
0,29;-5,738
0,29;-5,754
0,29;-5,732
0,29;-5,700
0,29;-5,652
0,29;-5,630
0,29;-5,609
0,29;-5,575
0,29;-5,553
0,29;-5,552
0,29;-5,568
0,29;-5,568
0,29;-5,543
0,29;-5,492
0,29;-5,501
0,29;-5,534
0,29;-5,550
0,29;-5,496
0,29;-5,467
0,29;-5,399
0,29;-5,385
0,29;-5,382
0,29;-5,391
0,29;-5,425
0,29;-5,425
0,29;-5,432
0,29;-5,407
0,29;-5,382
0,29;-5,391
0,29;-5,383
0,29;-5,333
0,29;-5,330
0,29;-5,312
0,29;-5,326
0,29;-5,310
0,29;-5,294
0,29;-5,290
0,29;-5,280
0,29;-5,290
0,29;-5,312
0,29;-5,274
0,29;-5,222
0,29;-5,192
0,29;-5,188
0,29;-5,181
0,29;-5,185
0,29;-5,203
0,29;-5,196
0,29;-5,156
0,29;-5,147
0,29;-5,119
0,29;-5,099
0,29;-5,095
0,29;-5,081
0,29;-5,092
0,29;-5,069
0,29;-5,015
0,29;-5,022
0,29;-5,022
0,29;-5,004
0,29;-4,988
0,29;-4,967
0,29;-4,940
0,29;-4,915
0,29;-4,918
0,29;-4,943
0,28;-4,936
0,28;-4,933
0,28;-4,927
0,28;-4,870
0,28;-4,811
0,28;-4,790
0,28;-4,754
0,28;-4,731
0,28;-4,756
0,28;-4,795
0,28;-4,799
0,28;-4,786
0,28;-4,757
0,28;-4,774
0,28;-4,790
0,28;-4,795
0,28;-4,715
0,28;-4,648
0,28;-4,611
0,28;-4,573
0,28;-4,582
0,28;-4,588
0,28;-4,607
0,28;-4,614
0,28;-4,607
0,28;-4,602
0,28;-4,573
0,28;-4,555
0,28;-4,563
0,28;-4,529
0,28;-4,514
0,28;-4,466
0,28;-4,453
0,28;-4,441
0,28;-4,462
0,28;-4,452
0,28;-4,407
0,28;-4,377
0,28;-4,391
0,28;-4,357
0,28;-4,335
0,28;-4,303
0,28;-4,266
0,28;-4,226
0,28;-4,233
0,28;-4,235
0,28;-4,250
0,28;-4,232
0,28;-4,232
0,28;-4,208
0,28;-4,201
0,28;-4,158
0,28;-4,160
0,28;-4,137
0,28;-4,081
0,28;-4,037
0,28;-4,046
0,28;-4,044
0,28;-4,044
0,28;-4,022
0,28;-3,992
0,28;-3,994
0,28;-3,965
0,28;-3,972
0,28;-3,958
0,28;-3,928
0,28;-3,924
0,28;-3,901
0,28;-3,878
0,28;-3,878
0,28;-3,867
0,27;-3,808
0,27;-3,777
0,27;-3,792
0,27;-3,770
0,27;-3,781
0,27;-3,768
0,27;-3,738
0,27;-3,767
0,27;-3,729
0,27;-3,704
0,27;-3,738
0,27;-3,668
0,27;-3,659
0,27;-3,593
0,27;-3,591
0,27;-3,538
0,27;-3,566
0,27;-3,541
0,27;-3,513
0,27;-3,540
0,27;-3,557
0,27;-3,489
0,27;-3,516
0,27;-3,513
0,27;-3,486
0,27;-3,443
0,27;-3,377
0,27;-3,328
0,27;-3,286
0,27;-3,246
0,27;-3,284
0,27;-3,305
0,27;-3,316
0,27;-3,355
0,27;-3,323
0,27;-3,302
0,27;-3,221
0,27;-3,184
0,27;-3,173
0,27;-3,121
0,27;-3,110
0,27;-3,076
0,27;-3,080
0,27;-3,107
0,27;-3,144
0,27;-3,162
0,27;-3,159
0,27;-3,062
0,27;-3,021
0,27;-2,998
0,27;-2,948
0,27;-2,939
0,27;-2,967
0,27;-2,949
0,27;-2,969
0,27;-2,962
0,27;-2,994
0,27;-2,983
0,27;-2,923
0,27;-2,914
0,27;-2,855
0,27;-2,858
0,27;-2,819
0,27;-2,826
0,27;-2,831
0,27;-2,821
0,27;-2,831
0,27;-2,855
0,27;-2,830
0,27;-2,812
0,27;-2,796
0,27;-2,754
0,27;-2,742
0,26;-2,704
0,26;-2,695
0,26;-2,692
0,26;-2,672
0,26;-2,672
0,26;-2,667
0,26;-2,652
0,26;-2,660
0,26;-2,645
0,26;-2,620
0,26;-2,613
0,26;-2,574
0,26;-2,568
0,26;-2,561
0,26;-2,525
0,26;-2,522
0,26;-2,520
0,26;-2,542
0,26;-2,515
0,26;-2,495
0,26;-2,475
0,26;-2,432
0,26;-2,407
0,26;-2,382
0,26;-2,372
0,26;-2,359
0,26;-2,334
0,26;-2,348
0,26;-2,316
0,26;-2,318
0,26;-2,270
0,26;-2,266
0,26;-2,245
0,26;-2,221
0,26;-2,221
0,26;-2,171
0,26;-2,162
0,26;-2,127
0,26;-2,109
0,26;-2,082
0,26;-2,120
0,26;-2,136
0,26;-2,166
0,26;-2,152
0,26;-2,091
0,26;-2,055
0,26;-2,016
0,26;-2,014
0,26;-1,984
0,26;-1,993
0,26;-2,018
0,26;-2,016
0,26;-1,985
0,26;-1,966
0,26;-1,917
0,26;-1,916
0,26;-1,880
0,26;-1,889
0,26;-1,874
0,26;-1,858
0,26;-1,846
0,26;-1,853
0,26;-1,819
0,26;-1,812
0,26;-1,789
0,26;-1,798
0,26;-1,796
0,26;-1,776
0,26;-1,756
0,26;-1,740
0,26;-1,735
0,26;-1,714
0,26;-1,744
0,26;-1,683
0,26;-1,678
0,26;-1,667
0,25;-1,646
0,25;-1,646
0,25;-1,640
0,25;-1,629
0,25;-1,622
0,25;-1,617
0,25;-1,579
0,25;-1,606
0,25;-1,585
0,25;-1,583
0,25;-1,551
0,25;-1,520
0,25;-1,524
0,25;-1,485
0,25;-1,476
0,25;-1,469
0,25;-1,451
0,25;-1,461
0,25;-1,463
0,25;-1,470
0,25;-1,458
0,25;-1,440
0,25;-1,427
0,25;-1,447
0,25;-1,422
0,25;-1,376
0,25;-1,374
0,25;-1,325
0,25;-1,317
0,25;-1,309
0,25;-1,315
0,25;-1,320
0,25;-1,275
0,25;-1,272
0,25;-1,281
0,25;-1,266
0,25;-1,270
0,25;-1,252
0,25;-1,241
0,25;-1,204
0,25;-1,197
0,25;-1,172
0,25;-1,193
0,25;-1,200
0,25;-1,179
0,25;-1,182
0,25;-1,175
0,25;-1,147
0,25;-1,134
0,25;-1,105
0,25;-1,097
0,25;-1,089
0,25;-1,091
0,25;-1,050
0,25;-1,079
0,25;-1,048
0,25;-1,070
0,25;-1,025
0,25;-1,036
0,25;-1,014
0,25;-0,995
0,25;-0,998
0,25;-0,993
0,25;-0,966
0,25;-0,996
0,25;-0,982
0,25;-0,987
0,25;-0,955
0,25;-0,957
0,25;-0,959
0,25;-0,955
0,25;-0,964
0,25;-0,923
0,25;-0,918
0,25;-0,891
0,25;-0,871
0,25;-0,841
0,25;-0,843
0,25;-0,882
0,25;-0,860
0,25;-0,866
0,25;-0,866
0,25;-0,818
0,25;-0,830
0,25;-0,834
0,25;-0,837
0,25;-0,814
0,25;-0,821
0,25;-0,830
0,25;-0,819
0,25;-0,807
0,25;-0,780
0,25;-0,748
0,25;-0,735
0,25;-0,712
0,25;-0,712
0,25;-0,721
0,25;-0,719
0,25;-0,744
0,25;-0,717
0,25;-0,733
0,25;-0,725
0,25;-0,751
0,25;-0,698
0,25;-0,703
0,25;-0,649
0,25;-0,648
0,25;-0,633
0,25;-0,632
0,25;-0,639
0,25;-0,669
0,24;-0,673
0,24;-0,639
0,24;-0,612
0,24;-0,587
0,24;-0,565
0,24;-0,565
0,24;-0,565
0,24;-0,569
0,24;-0,556
0,24;-0,587
0,24;-0,574
0,24;-0,571
0,24;-0,558
0,24;-0,522
0,24;-0,494
0,24;-0,485
0,24;-0,474
0,24;-0,465
0,24;-0,467
0,24;-0,471
0,24;-0,487
0,24;-0,503
0,24;-0,510
0,24;-0,499
0,24;-0,458
0,24;-0,415
0,24;-0,395
0,24;-0,383
0,24;-0,385
0,24;-0,385
0,24;-0,406
0,24;-0,410
0,24;-0,404
0,24;-0,421
0,24;-0,397
0,24;-0,367
0,24;-0,360
0,24;-0,385
0,24;-0,356
0,24;-0,347
0,24;-0,328
0,24;-0,317
0,24;-0,335
0,24;-0,351
0,24;-0,333
0,24;-0,340
0,24;-0,365
0,24;-0,388
0,24;-0,413
0,24;-0,379
0,24;-0,378
0,24;-0,360
0,24;-0,356
0,24;-0,347
0,24;-0,344
0,24;-0,338
0,24;-0,304
0,24;-0,263
0,24;-0,281
0,24;-0,261
0,24;-0,254
0,24;-0,261
0,24;-0,256
0,24;-0,274
0,24;-0,268
0,24;-0,247
0,24;-0,238
0,24;-0,229
0,24;-0,227
0,24;-0,227
0,24;-0,226
0,24;-0,224
0,24;-0,236
0,24;-0,260
0,24;-0,258
0,24;-0,233
0,24;-0,215
0,24;-0,186
0,24;-0,174
0,24;-0,168
0,24;-0,174
0,24;-0,184
0,24;-0,186
0,24;-0,175
0,24;-0,167
0,24;-0,170
0,24;-0,165
0,24;-0,163
0,24;-0,158
0,24;-0,158
0,24;-0,154
0,24;-0,161
0,24;-0,170
0,24;-0,170
0,24;-0,158
0,24;-0,154
0,24;-0,154
0,24;-0,161
0,24;-0,161
0,24;-0,158
0,24;-0,154
0,24;-0,143
0,24;-0,127
0,24;-0,129
0,24;-0,129
0,24;-0,136
0,24;-0,129
0,24;-0,125
0,24;-0,120
0,24;-0,134
0,24;-0,145
0,24;-0,165
0,24;-0,167
0,24;-0,142
0,24;-0,129
0,24;-0,120
0,24;-0,111
0,24;-0,102
0,24;-0,091
0,24;-0,088
0,24;-0,088
0,24;-0,099
0,24;-0,097
0,24;-0,100
0,24;-0,118
0,24;-0,124
0,24;-0,115
0,24;-0,109
0,24;-0,109
0,24;-0,106
0,24;-0,090
0,24;-0,070
0,24;-0,075
0,24;-0,070
0,24;-0,063
0,24;-0,054
0,24;-0,049
0,24;-0,049
0,24;-0,047
0,24;-0,054
0,24;-0,059
0,24;-0,068
0,24;-0,068
0,24;-0,070
0,24;-0,063
0,24;-0,072
0,24;-0,079
0,24;-0,079
0,24;-0,075
0,24;-0,077
0,24;-0,081
0,24;-0,081
0,24;-0,081
0,24;-0,084
0,24;-0,084
0,24;-0,082
0,24;-0,084
0,24;-0,084
0,24;-0,084
0,24;-0,077
0,24;-0,068
0,24;-0,065
0,24;-0,065
0,24;-0,068
0,24;-0,072
0,24;-0,072
0,24;-0,074
0,24;-0,074
0,24;-0,075
0,24;-0,075
0,24;-0,075
0,24;-0,079
0,24;-0,081
0,24;-0,082
0,24;-0,082
0,24;-0,086
0,24;-0,084
0,24;-0,091
0,24;-0,127
0,24;-0,213
0,24;-0,310
0,24;-0,329
0,24;-0,224
0,24;-0,104
0,24;-0,061
0,24;-0,043
0,24;-0,041
0,24;-0,049
0,24;-0,084
0,24;-0,134
0,24;-0,174
0,24;-0,159
0,24;-0,106
0,24;-0,097
0,24;-0,129
0,24;-0,163
0,24;-0,177
0,24;-0,159
0,24;-0,154
0,24;-0,168
0,24;-0,167
0,24;-0,154
0,24;-0,147
0,24;-0,142
0,24;-0,149
0,24;-0,149
0,24;-0,147
0,24;-0,147
0,24;-0,150
0,24;-0,152
0,24;-0,149
0,24;-0,149
0,24;-0,147
0,24;-0,152
0,24;-0,149
0,24;-0,150
0,24;-0,150
0,24;-0,149
0,24;-0,150
0,24;-0,147
0,24;-0,152
0,24;-0,150
0,24;-0,149
0,24;-0,147
0,24;-0,152
0,24;-0,149
0,24;-0,150
0,24;-0,154
0,24;-0,152
0,24;-0,156
0,24;-0,150
0,24;-0,154
0,24;-0,154
0,24;-0,152
0,24;-0,156
0,24;-0,154
0,24;-0,154
0,24;-0,156
0,24;-0,154
0,24;-0,154
0,24;-0,154
0,24;-0,150
0,24;-0,152
0,24;-0,152
0,24;-0,152
0,24;-0,152
0,24;-0,152
0,24;-0,154
0,24;-0,154
;-0,156
