"Posición (m) Serie Nº 1";"Fuerza (N) Serie Nº 1"
0,32;-10,867
0,32;-10,851
0,32;-10,849
0,32;-10,854
0,32;-10,856
0,32;-10,854
0,32;-10,858
0,32;-10,860
0,32;-10,858
0,32;-10,867
0,32;-10,863
0,32;-10,860
0,32;-10,861
0,32;-10,858
0,32;-10,858
0,32;-10,858
0,32;-10,852
0,32;-10,852
0,32;-10,861
0,32;-10,856
0,32;-10,852
0,32;-10,856
0,32;-10,860
0,32;-10,856
0,32;-10,854
0,32;-10,852
0,32;-10,856
0,32;-10,852
0,32;-10,858
0,32;-10,867
0,32;-10,863
0,32;-10,793
0,32;-9,973
0,32;-9,803
0,32;-9,760
0,32;-9,631
0,32;-9,329
0,32;-8,926
0,32;-8,436
0,32;-8,050
0,32;-7,946
0,32;-8,009
0,31;-7,855
0,31;-7,474
0,31;-7,077
0,31;-6,693
0,31;-6,428
0,31;-6,201
0,30;-6,135
0,30;-6,076
0,30;-5,950
0,30;-5,768
0,29;-5,487
0,29;-5,178
0,29;-4,877
0,28;-4,652
0,28;-4,448
0,28;-4,153
0,27;-3,840
0,27;-3,522
0,27;-3,225
0,26;-2,967
0,26;-2,706
0,26;-2,493
0,26;-2,257
0,25;-2,027
0,25;-1,805
0,25;-1,572
0,25;-1,343
0,24;-1,150
0,24;-0,957
0,24;-0,789
0,24;-0,623
0,24;-0,460
0,24;-0,306
0,24;-0,201
0,24;-0,124
0,23;-0,057
0,23;-0,018
0,23;0,007
0,23;0,016
0,23;0,014
0,23;0,016
0,23;0,021
0,23;0,014
0,23;0,014
0,23;0,016
0,23;0,014
0,23;0,014
0,22;0,016
0,22;0,021
0,22;0,021
0,22;0,014
0,22;0,014
0,22;0,014
0,22;0,005
0,22;-2,236E-4
0,22;0,009
0,22;0,009
0,22;0,009
0,22;0,011
0,22;0,011
0,22;0,007
0,21;0,009
0,21;0,005
0,21;0,009
0,21;0,003
0,21;0,003
0,21;0,003
0,21;-2,236E-4
0,21;-2,236E-4
0,21;-0,002
0,21;-0,004
0,21;0,002
0,21;0,002
0,21;-2,236E-4
0,21;-2,236E-4
0,21;-0,002
0,21;0,002
0,21;0,007
0,21;-2,236E-4
0,21;0,002
0,21;0,009
0,21;0,014
0,21;0,011
0,21;0,011
0,21;0,007
0,21;0,007
0,21;0,003
0,21;0,009
0,21;0,005
0,21;0,007
0,21;0,011
0,21;0,009
0,21;0,011
0,21;0,009
0,21;0,011
0,21;0,005
0,21;0,007
0,21;0,012
0,21;0,011
0,21;0,011
0,21;0,011
0,21;0,014
0,21;0,011
0,21;0,012
0,21;0,012
0,21;0,009
0,21;0,005
0,21;0,011
0,21;0,005
0,21;0,007
0,21;0,007
0,21;0,011
0,21;0,011
0,21;0,009
0,21;0,011
0,21;0,018
0,21;0,016
0,21;0,012
0,21;0,012
0,21;0,009
0,21;0,014
0,21;0,012
0,21;0,009
0,21;0,012
0,21;0,012
0,21;0,009
0,21;0,012
0,21;0,011
0,21;0,011
0,21;0,012
0,21;0,014
0,21;0,014
0,21;0,014
0,21;0,012
0,21;0,011
0,21;0,012
0,21;0,009
0,21;0,011
0,21;0,012
0,21;0,012
0,21;0,011
0,21;0,014
0,21;0,012
0,21;0,011
0,21;0,011
0,21;0,014
0,21;0,009
0,21;0,009
0,21;0,011
0,21;0,012
0,21;0,012
0,21;0,014
0,21;0,014
0,21;0,012
0,21;0,014
0,21;0,011
0,21;0,011
0,21;0,012
0,21;0,014
0,21;0,014
0,21;0,016
0,21;0,009
0,21;0,011
0,21;0,014
0,21;0,011
0,21;0,012
0,21;0,014
0,21;0,012
0,21;0,012
0,21;0,011
0,21;0,012
0,21;0,012
0,21;0,011
0,21;0,011
0,21;0,016
0,21;0,012
0,21;0,011
0,21;0,012
0,21;0,011
0,21;0,011
0,21;0,014
0,21;0,011
0,21;0,012
0,21;0,012
0,21;0,009
0,21;0,011
0,21;0,011
0,21;0,011
0,21;0,009
0,21;0,011
0,21;0,012
0,21;0,012
0,21;0,012
0,21;0,009
0,21;0,009
0,21;0,011
0,21;0,007
0,21;0,011
0,21;0,012
0,21;0,011
0,21;0,012
0,21;0,012
0,21;0,014
0,21;0,011
0,21;0,011
0,21;0,011
0,21;0,011
0,21;0,007
0,21;0,007
0,21;0,011
0,21;0,009
0,21;0,012
0,21;0,011
0,21;0,011
0,21;0,011
0,21;0,014
0,21;0,011
0,21;0,009
0,21;0,012
0,21;0,012
0,21;0,011
0,21;0,011
0,21;0,012
0,21;0,014
0,21;0,011
0,21;0,012
0,21;0,014
0,21;0,016
;0,012
