"Posición (m) Serie Nº 1";"Fuerza (N) Serie Nº 1"
0,32;-9,538
0,32;-9,540
0,32;-9,536
0,32;-9,538
0,32;-9,534
0,32;-9,540
0,32;-9,536
0,32;-9,541
0,32;-9,538
0,32;-9,540
0,32;-9,538
0,32;-9,538
0,32;-9,538
0,32;-9,538
0,32;-9,536
0,32;-9,541
0,32;-9,536
0,32;-9,534
0,32;-9,536
0,32;-9,536
0,32;-9,529
0,32;-9,527
0,32;-9,527
0,32;-9,529
0,32;-9,522
0,32;-9,529
0,32;-9,525
0,32;-9,525
0,32;-9,527
0,32;-9,527
0,32;-9,531
0,32;-9,538
0,32;-9,529
0,32;-9,534
0,32;-9,527
0,32;-9,531
0,32;-9,531
0,32;-9,529
0,32;-9,527
0,32;-9,527
0,32;-9,527
0,32;-9,533
0,32;-9,527
0,32;-9,533
0,32;-9,529
0,32;-9,534
0,32;-9,529
0,32;-9,531
0,32;-9,527
0,32;-9,529
0,32;-9,529
0,32;-9,533
0,32;-9,529
0,32;-9,531
0,32;-9,527
0,32;-9,527
0,32;-9,529
0,32;-9,531
0,32;-9,527
0,32;-9,529
0,32;-9,529
0,32;-9,531
0,32;-9,529
0,32;-9,529
0,32;-9,529
0,32;-9,533
0,32;-9,524
0,32;-9,527
0,32;-9,525
0,32;-9,525
0,32;-9,524
0,32;-9,520
0,32;-9,527
0,32;-9,529
0,32;-9,525
0,32;-9,527
0,32;-9,529
0,32;-9,524
0,32;-9,527
0,32;-9,522
0,32;-9,524
0,32;-9,524
0,32;-9,524
0,32;-9,527
0,32;-9,524
0,32;-9,525
0,32;-9,522
0,32;-9,522
0,32;-9,522
0,32;-9,522
0,32;-9,524
0,32;-9,527
0,32;-9,527
0,32;-9,520
0,32;-9,522
0,32;-9,522
0,32;-9,525
0,32;-9,522
0,32;-9,524
0,32;-9,518
0,32;-9,522
0,32;-9,525
0,32;-9,522
0,32;-9,529
0,32;-9,525
0,32;-9,520
0,32;-9,524
0,32;-9,525
0,32;-9,522
0,32;-9,524
0,32;-9,524
0,32;-9,524
0,32;-9,524
0,32;-9,525
0,32;-9,520
0,32;-9,522
0,32;-9,525
0,32;-9,524
0,32;-9,524
0,32;-9,527
0,32;-9,522
0,32;-9,527
0,32;-9,524
0,32;-9,524
0,32;-9,522
0,32;-9,518
0,32;-9,516
0,32;-9,522
0,32;-9,516
0,32;-9,518
0,32;-9,518
0,32;-9,520
0,32;-9,518
0,32;-9,522
0,32;-9,518
0,32;-9,518
0,32;-9,520
0,32;-9,516
0,32;-9,515
0,32;-9,518
0,32;-9,516
0,32;-9,516
0,32;-9,516
0,32;-9,516
0,32;-9,516
0,32;-9,520
0,32;-9,515
0,32;-9,520
0,32;-9,516
0,32;-9,518
0,32;-9,518
0,32;-9,520
0,32;-9,515
0,32;-9,515
0,32;-9,520
0,32;-9,518
0,32;-9,516
0,32;-9,520
0,32;-9,518
0,32;-9,522
0,32;-9,518
0,32;-9,515
0,32;-9,515
0,32;-9,516
0,32;-9,520
0,32;-9,520
0,32;-9,515
0,32;-9,518
0,32;-9,518
0,32;-9,518
0,32;-9,515
0,32;-9,518
0,32;-9,518
0,32;-9,520
0,32;-9,516
0,32;-9,520
0,32;-9,520
0,32;-9,518
0,32;-9,516
0,32;-9,518
0,32;-9,509
0,32;-9,520
0,32;-9,509
0,32;-9,515
0,32;-9,513
0,32;-9,515
0,32;-9,515
0,32;-9,515
0,32;-9,513
0,32;-9,515
0,32;-9,513
0,32;-9,516
0,32;-9,515
0,32;-9,515
0,32;-9,513
0,32;-9,509
0,32;-9,509
0,32;-9,511
0,32;-9,509
0,32;-9,508
0,32;-9,506
0,32;-9,509
0,32;-9,511
0,32;-9,513
0,32;-9,513
0,32;-9,513
0,32;-9,516
0,32;-9,518
0,32;-9,513
0,32;-9,515
0,32;-9,508
0,32;-9,516
0,32;-9,509
0,32;-9,506
0,32;-9,509
0,32;-9,502
0,32;-9,497
0,32;-9,506
0,32;-9,502
0,32;-9,513
0,32;-9,508
0,32;-9,513
0,32;-9,506
0,32;-9,516
0,32;-9,520
0,32;-9,522
0,32;-9,518
0,32;-9,520
0,32;-9,515
0,32;-9,518
0,32;-9,513
0,32;-9,508
0,32;-9,506
0,32;-9,504
0,32;-9,509
0,32;-9,509
0,32;-9,511
0,32;-9,508
0,32;-9,515
0,32;-9,513
0,32;-9,515
0,32;-9,518
0,32;-9,513
0,32;-9,516
0,32;-9,516
0,32;-9,518
0,32;-9,518
0,32;-9,518
0,32;-9,520
0,32;-9,516
0,32;-9,513
0,32;-9,513
0,32;-9,509
0,32;-9,511
0,32;-9,509
0,32;-9,511
0,32;-9,513
0,32;-9,518
0,32;-9,509
0,32;-9,516
0,32;-9,513
0,32;-9,515
0,32;-9,513
0,32;-9,513
0,32;-9,513
0,32;-9,513
0,32;-9,509
0,32;-9,516
0,32;-9,508
0,32;-9,509
0,32;-9,509
0,32;-9,508
0,32;-9,508
0,32;-9,504
0,32;-9,506
0,32;-9,506
0,32;-9,504
0,32;-9,504
0,32;-9,500
0,32;-9,504
0,32;-9,506
0,32;-9,511
0,32;-9,500
0,32;-9,516
0,32;-9,506
0,32;-9,518
0,32;-9,513
0,32;-9,511
0,32;-9,511
0,32;-9,518
0,32;-9,497
0,32;-9,516
0,32;-9,506
0,32;-9,513
0,32;-9,508
0,32;-9,504
0,32;-9,499
0,32;-9,520
0,32;-9,506
0,32;-9,508
0,32;-9,513
0,32;-9,504
0,32;-9,516
0,32;-9,515
0,32;-9,511
0,32;-9,511
0,32;-9,518
0,32;-9,515
0,32;-9,516
0,32;-9,511
0,32;-9,513
0,32;-9,515
0,32;-9,509
0,32;-9,511
0,32;-9,509
0,32;-9,506
0,32;-9,504
0,32;-9,508
0,32;-9,509
0,32;-9,509
0,32;-9,513
0,32;-9,511
0,32;-9,513
0,32;-9,516
0,32;-9,516
0,32;-9,515
0,32;-9,508
0,32;-9,518
0,32;-9,508
0,32;-9,511
0,32;-9,504
0,32;-9,511
0,32;-9,502
0,32;-9,508
0,32;-9,506
0,32;-9,508
0,32;-9,509
0,32;-9,509
0,32;-9,502
0,32;-9,500
0,32;-9,504
0,32;-9,508
0,32;-9,500
0,32;-9,513
0,32;-9,504
0,32;-9,506
0,32;-9,513
0,32;-9,509
0,32;-9,497
0,32;-9,520
0,32;-9,500
0,32;-9,513
0,32;-9,504
0,32;-9,515
0,32;-9,500
0,32;-9,516
0,32;-9,493
0,32;-9,518
0,32;-9,504
0,32;-9,515
0,32;-9,500
0,32;-9,511
0,32;-9,502
0,32;-9,513
0,32;-9,508
0,32;-9,508
0,32;-9,506
0,32;-9,508
0,32;-9,506
0,32;-9,506
0,32;-9,504
0,32;-9,511
0,32;-9,504
0,32;-9,508
0,32;-9,500
0,32;-9,506
0,32;-9,502
0,32;-9,504
0,32;-9,508
0,32;-9,500
0,32;-9,518
0,32;-9,508
0,32;-9,495
0,32;-9,520
0,32;-9,508
0,32;-9,504
0,32;-9,516
0,32;-9,509
0,32;-9,509
0,32;-9,509
0,32;-9,508
0,32;-9,511
0,32;-9,508
0,32;-9,511
0,32;-9,508
0,32;-9,515
0,32;-9,508
0,32;-9,502
0,32;-9,506
0,32;-9,509
0,32;-9,504
0,32;-9,509
0,32;-9,506
0,32;-9,511
0,32;-9,508
0,32;-9,511
0,32;-9,506
0,32;-9,508
0,32;-9,499
0,32;-9,511
0,32;-9,509
0,32;-9,500
0,32;-9,509
0,32;-9,513
0,32;-9,499
0,32;-9,515
0,32;-9,508
0,32;-9,504
0,32;-9,511
0,32;-9,497
0,32;-9,506
0,32;-9,509
0,32;-9,502
0,32;-9,502
0,32;-9,506
0,32;-9,500
0,32;-9,508
0,32;-9,511
0,32;-9,508
0,32;-9,495
0,32;-9,508
0,32;-9,513
0,32;-9,499
0,32;-9,508
0,32;-9,513
0,32;-9,509
0,32;-9,518
0,32;-9,500
0,32;-9,506
0,32;-9,511
0,32;-9,504
0,32;-9,499
0,32;-9,504
0,32;-9,500
0,32;-9,504
0,32;-9,502
0,32;-9,504
0,32;-9,508
0,32;-9,506
0,32;-9,508
0,32;-9,508
0,32;-9,506
0,32;-9,504
0,32;-9,504
0,32;-9,511
0,32;-9,504
0,32;-9,502
0,32;-9,504
0,32;-9,495
0,32;-9,502
0,32;-9,500
0,32;-9,497
0,32;-9,500
0,32;-9,499
0,32;-9,499
0,32;-9,500
0,32;-9,502
0,32;-9,499
0,32;-9,500
0,32;-9,495
0,32;-9,502
0,32;-9,500
0,32;-9,506
0,32;-9,504
0,32;-9,502
0,32;-9,504
0,32;-9,500
0,32;-9,506
0,32;-9,500
0,32;-9,504
0,32;-9,500
0,32;-9,504
0,32;-9,502
0,32;-9,499
0,32;-9,500
0,32;-9,506
0,32;-9,504
0,32;-9,508
0,32;-9,506
0,32;-9,500
0,32;-9,508
0,32;-9,504
0,32;-9,502
0,32;-9,504
0,32;-9,504
0,32;-9,502
0,32;-9,502
0,32;-9,502
0,32;-9,499
0,32;-9,499
0,32;-9,495
0,32;-9,499
0,32;-9,495
0,32;-9,497
0,32;-9,499
0,32;-9,495
0,32;-9,495
0,32;-9,500
0,32;-9,495
0,32;-9,497
0,32;-9,490
0,32;-9,502
0,32;-9,493
0,32;-9,497
0,32;-9,497
0,32;-9,495
0,32;-9,491
0,32;-9,493
0,32;-9,497
0,32;-9,493
0,32;-9,491
0,32;-9,493
0,32;-9,490
0,32;-9,493
0,32;-9,490
0,32;-9,495
0,32;-9,488
0,32;-9,497
0,32;-9,491
0,32;-9,499
0,32;-9,491
0,32;-9,495
0,32;-9,488
0,32;-9,491
0,32;-9,490
0,32;-9,493
0,32;-9,495
0,32;-9,495
0,32;-9,491
0,32;-9,495
0,32;-9,495
0,32;-9,493
0,32;-9,490
0,32;-9,493
0,32;-9,491
0,32;-9,497
0,32;-9,491
0,32;-9,500
0,32;-9,491
0,32;-9,497
0,32;-9,497
0,32;-9,495
0,32;-9,495
0,32;-9,495
0,32;-9,491
0,32;-9,493
0,32;-9,491
0,32;-9,493
0,32;-9,490
0,32;-9,491
0,32;-9,491
0,32;-9,490
0,32;-9,488
0,32;-9,488
0,32;-9,486
0,32;-9,490
0,32;-9,491
0,32;-9,491
0,32;-9,488
0,32;-9,491
0,32;-9,488
0,32;-9,490
0,32;-9,488
0,32;-9,495
0,32;-9,491
0,32;-9,488
0,32;-9,493
0,32;-9,495
0,32;-9,486
0,32;-9,497
0,32;-9,491
0,32;-9,493
0,32;-9,490
0,32;-9,493
0,32;-9,495
0,32;-9,500
0,32;-9,488
0,32;-9,493
0,32;-9,482
0,32;-9,486
0,32;-9,486
0,32;-9,488
0,32;-9,484
0,32;-9,499
0,32;-9,490
0,32;-9,499
0,32;-9,490
0,32;-9,502
0,32;-9,488
0,32;-9,497
0,32;-9,484
0,32;-9,495
0,32;-9,488
0,32;-9,493
0,32;-9,491
0,32;-9,499
0,32;-9,490
0,32;-9,491
0,32;-9,488
0,32;-9,493
0,32;-9,486
0,32;-9,491
0,32;-9,486
0,32;-9,490
0,32;-9,486
0,32;-9,499
0,32;-9,495
0,32;-9,499
0,32;-9,491
0,32;-9,491
0,32;-9,495
0,32;-9,493
0,32;-9,488
0,32;-9,488
0,32;-9,486
0,32;-9,488
0,32;-9,490
0,32;-9,491
0,32;-9,486
0,32;-9,490
0,32;-9,491
0,32;-9,491
0,32;-9,490
0,32;-9,493
0,32;-9,484
0,32;-9,491
0,32;-9,490
0,32;-9,497
0,32;-9,490
0,32;-9,493
0,32;-9,486
0,32;-9,493
0,32;-9,486
0,32;-9,488
0,32;-9,488
0,32;-9,490
0,32;-9,486
0,32;-9,484
0,32;-9,484
0,32;-9,482
0,32;-9,486
0,32;-9,484
0,32;-9,484
0,32;-9,490
0,32;-9,488
0,32;-9,493
0,32;-9,490
0,32;-9,495
0,32;-9,486
0,32;-9,497
0,32;-9,488
0,32;-9,493
0,32;-9,490
0,32;-9,488
0,32;-9,486
0,32;-9,490
0,32;-9,484
0,32;-9,491
0,32;-9,488
0,32;-9,491
0,32;-9,488
0,32;-9,491
0,32;-9,482
0,32;-9,490
0,32;-9,479
0,32;-9,486
0,32;-9,484
0,32;-9,493
0,32;-9,488
0,32;-9,493
0,32;-9,486
0,32;-9,491
0,32;-9,488
0,32;-9,491
0,32;-9,486
0,32;-9,491
0,32;-9,490
0,32;-9,493
0,32;-9,482
0,32;-9,488
0,32;-9,484
0,32;-9,486
0,32;-9,491
0,32;-9,490
0,32;-9,484
0,32;-9,488
0,32;-9,497
0,32;-9,486
0,32;-9,493
0,32;-9,495
0,32;-9,497
0,32;-9,499
0,32;-9,495
0,32;-9,493
0,32;-9,491
0,32;-9,506
0,32;-9,484
0,32;-9,495
0,32;-9,490
0,32;-9,506
0,32;-9,484
0,32;-9,504
0,32;-9,486
0,32;-9,502
0,32;-9,488
0,32;-9,493
0,32;-9,491
0,32;-9,500
0,32;-9,493
0,32;-9,500
0,32;-9,491
0,32;-9,508
0,32;-9,491
0,32;-9,502
0,32;-9,495
0,32;-9,499
0,32;-9,490
0,32;-9,499
0,32;-9,481
0,32;-9,499
0,32;-9,497
0,32;-9,484
0,32;-9,511
0,32;-9,481
0,32;-9,502
0,32;-9,500
0,32;-9,486
0,32;-9,490
0,32;-9,490
0,32;-9,490
0,32;-9,493
0,32;-9,497
0,32;-9,495
0,32;-9,500
0,32;-9,502
0,32;-9,500
0,32;-9,495
0,32;-9,499
0,32;-9,491
0,32;-9,493
0,32;-9,484
0,32;-9,488
0,32;-9,488
0,32;-9,488
0,32;-9,486
0,32;-9,495
0,32;-9,493
0,32;-9,491
0,32;-9,491
0,32;-9,499
0,32;-9,497
0,32;-9,491
0,32;-9,491
0,32;-9,488
0,32;-9,495
0,32;-9,493
0,32;-9,490
0,32;-9,499
0,32;-9,499
0,32;-9,499
0,32;-9,497
0,32;-9,493
0,32;-9,493
0,32;-9,495
0,32;-9,490
0,32;-9,495
0,32;-9,486
0,32;-9,500
0,32;-9,486
0,32;-9,506
0,32;-9,490
0,32;-9,502
0,32;-9,486
0,32;-9,495
0,32;-9,488
0,32;-9,499
0,32;-9,491
0,32;-9,497
0,32;-9,493
0,32;-9,497
0,32;-9,497
0,32;-9,499
0,32;-9,495
0,32;-9,493
0,32;-9,495
0,32;-9,491
0,32;-9,491
0,32;-9,490
0,32;-9,482
0,32;-9,490
0,32;-9,490
0,32;-9,486
0,32;-9,490
0,32;-9,490
0,32;-9,488
0,32;-9,491
0,32;-9,490
0,32;-9,493
0,32;-9,490
0,32;-9,491
0,32;-9,486
0,32;-9,493
0,32;-9,486
0,32;-9,490
0,32;-9,490
0,32;-9,486
0,32;-9,486
0,32;-9,488
0,32;-9,490
0,32;-9,490
0,32;-9,484
0,32;-9,493
0,32;-9,484
0,32;-9,493
0,32;-9,488
0,32;-9,493
0,32;-9,493
0,32;-9,493
0,32;-9,490
0,32;-9,490
0,32;-9,488
0,32;-9,493
0,32;-9,490
0,32;-9,488
0,32;-9,490
0,32;-9,491
0,32;-9,488
0,32;-9,490
0,32;-9,482
0,32;-9,484
0,32;-9,486
0,32;-9,488
0,32;-9,481
0,32;-9,484
0,32;-9,482
0,32;-9,488
0,32;-9,484
0,32;-9,486
0,32;-9,482
0,32;-9,490
0,32;-9,488
0,32;-9,488
0,32;-9,482
0,32;-9,482
0,32;-9,482
0,32;-9,486
0,32;-9,481
0,32;-9,486
0,32;-9,479
0,32;-9,482
0,32;-9,479
0,32;-9,481
0,32;-9,481
0,32;-9,488
0,32;-9,479
0,32;-9,488
0,32;-9,486
0,32;-9,484
0,32;-9,482
0,32;-9,486
0,32;-9,481
0,32;-9,486
0,32;-9,486
0,32;-9,484
0,32;-9,484
0,32;-9,484
0,32;-9,484
0,32;-9,486
0,32;-9,481
0,32;-9,490
0,32;-9,482
0,32;-9,482
0,32;-9,482
0,32;-9,486
0,32;-9,482
0,32;-9,484
0,32;-9,482
0,32;-9,479
0,32;-9,479
0,32;-9,479
0,32;-9,481
0,32;-9,479
0,32;-9,477
0,32;-9,477
0,32;-9,474
0,32;-9,477
0,32;-9,475
0,32;-9,477
0,32;-9,477
0,32;-9,475
0,32;-9,475
0,32;-9,475
0,32;-9,475
0,32;-9,477
0,32;-9,475
0,32;-9,475
0,32;-9,481
0,32;-9,481
0,32;-9,472
0,32;-9,477
0,32;-9,474
0,32;-9,481
0,32;-9,475
0,32;-9,472
0,32;-9,479
0,32;-9,475
0,32;-9,475
0,32;-9,482
0,32;-9,479
0,32;-9,482
0,32;-9,479
0,32;-9,482
0,32;-9,482
0,32;-9,482
0,32;-9,479
0,32;-9,481
0,32;-9,481
0,32;-9,481
0,32;-9,479
0,32;-9,475
0,32;-9,481
0,32;-9,479
0,32;-9,470
0,32;-9,475
0,32;-9,481
0,32;-9,477
0,32;-9,475
0,32;-9,475
0,32;-9,486
0,32;-9,474
0,32;-9,486
0,32;-9,482
0,32;-9,481
0,32;-9,488
0,32;-9,484
0,32;-9,477
0,32;-9,488
0,32;-9,481
0,32;-9,475
0,32;-9,479
0,32;-9,475
0,32;-9,479
0,32;-9,479
0,32;-9,481
0,32;-9,475
0,32;-9,488
0,32;-9,477
0,32;-9,488
0,32;-9,482
0,32;-9,484
0,32;-9,477
0,32;-9,482
0,32;-9,481
0,32;-9,477
0,32;-9,475
0,32;-9,488
0,32;-9,474
0,32;-9,484
0,32;-9,479
0,32;-9,482
0,32;-9,479
0,32;-9,486
0,32;-9,477
0,32;-9,486
0,32;-9,474
0,32;-9,482
0,32;-9,474
0,32;-9,488
0,32;-9,475
0,32;-9,481
0,32;-9,479
0,32;-9,484
0,32;-9,477
0,32;-9,479
0,32;-9,475
0,32;-9,481
0,32;-9,474
0,32;-9,482
0,32;-9,474
0,32;-9,484
0,32;-9,481
0,32;-9,482
0,32;-9,484
0,32;-9,484
0,32;-9,481
0,32;-9,479
0,32;-9,477
0,32;-9,481
0,32;-9,477
0,32;-9,484
0,32;-9,484
0,32;-9,484
0,32;-9,481
0,32;-9,484
0,32;-9,484
0,32;-9,486
0,32;-9,477
0,32;-9,484
0,32;-9,484
0,32;-9,488
0,32;-9,479
0,32;-9,486
0,32;-9,477
0,32;-9,486
0,32;-9,484
0,32;-9,491
0,32;-9,481
0,32;-9,475
0,32;-9,500
0,32;-9,504
0,32;-9,459
0,32;-9,499
0,32;-9,493
0,32;-9,484
0,32;-9,488
0,32;-9,484
0,32;-9,475
0,32;-9,486
0,32;-9,490
0,32;-9,481
0,32;-9,488
0,32;-9,500
0,32;-9,488
0,32;-9,491
0,32;-9,495
0,32;-9,486
0,32;-9,488
0,32;-9,488
0,32;-9,477
0,32;-9,482
0,32;-9,491
0,32;-9,491
0,32;-9,488
0,32;-9,481
0,32;-9,488
0,32;-9,488
0,32;-9,488
0,32;-9,486
0,32;-9,481
0,32;-9,486
0,32;-9,488
0,32;-9,486
0,32;-9,488
0,32;-9,486
0,32;-9,491
0,32;-9,488
0,32;-9,491
0,32;-9,484
0,32;-9,484
0,32;-9,491
0,32;-9,488
0,32;-9,472
0,32;-9,481
0,32;-9,486
0,32;-9,468
0,32;-9,499
0,32;-9,479
0,32;-9,500
0,32;-9,477
0,32;-9,486
0,32;-9,482
0,32;-9,488
0,32;-9,486
0,32;-9,479
0,32;-9,482
0,32;-9,482
0,32;-9,481
0,32;-9,481
